T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
248.182,238.43,243.615,275.04,250.499,250.771,248.21,237.421,231.191,231.088,230.057,264.148,231.664,224.481,210.826,272.766,205.749,250.767
271.415,267.992,257.386,290.35,258.881,250.569,239.179,234.862,236.815,227.013,237.553,261.63,233.275,226.969,204.219,264.272,219.679,296.675
285.354,284.591,266.123,294.428,272.69,256.823,242.77,238.882,229.792,229.737,236.174,272.969,231.847,223.343,199.063,257.816,226.364,320.463
299.217,301.644,274.152,309.976,282.034,264.059,244.809,235.554,232.988,230.505,235.336,268.114,233.689,227.275,201.144,260.646,225.399,333.083
302.684,302.29,275.716,316.557,288.612,265.997,241.066,238.573,232.122,230.918,235.23,272.685,233.917,230.111,199.965,244.349,217.104,333.957
312.392,319.351,282.681,336.299,303.175,274.213,246.951,238.488,229.909,226.83,236.307,268.725,232.534,226.664,196.281,241.788,224.552,354.638
317.161,329.361,299.645,357.698,323.249,279.835,252.754,237.924,232.792,225.699,235.953,277.824,235.662,230.815,195.73,244.799,227.691,372.04
320.604,326.929,299.329,367.011,330.685,284.914,244.416,236.262,227.44,234.476,233.293,271.272,227.89,235.432,194.947,234.135,220.413,373.745
323.017,323.109,307.066,391.591,360.447,294.975,244.184,233.2,230.57,226.713,234.305,270.852,241.953,234.722,195.528,232.277,212.353,357.758
317.902,324.583,307.665,407.751,371.885,296.767,246.683,235.806,231.838,218.697,233.297,273.503,237.074,236.704,193.274,237.217,207.751,323.104
325.462,323.755,320.142,435.967,385.685,296.539,247.224,235.961,234.307,222.285,234.023,266.145,231.101,243.66,199.256,226.698,193.503,274.46
301.19,304.958,306.773,429.694,379.225,291.918,247.384,235.277,233.562,221.077,231.838,266.099,239.027,240.29,200.174,224.821,194.939,241.123
275.664,277.058,283.581,389.701,369.339,299.287,253.987,239.325,230.324,224.287,232.555,271.481,233.036,231.802,197.6,223.003,187.176,223.012
258.524,256.336,256.326,346.496,326.119,277.768,244.084,236.064,234.322,224.495,235.629,272.438,232.498,224.855,201.049,201.816,185.251,213.454
244.773,237.522,236.281,315.105,293.619,271.109,245.304,243.032,250.384,246.737,237.014,268.694,231.02,226.852,205.553,195.577,186.766,206.193
238.95,228.829,231.479,294.059,273.163,266.367,248.056,256.673,290.151,276.843,248.373,274.306,233.914,227.373,211.016,195.203,180.454,205.598
227.967,220.713,222.338,275.3,265.138,257.105,248.196,280.587,342.401,322.439,260.734,272.306,234.27,225.861,206.372,197.385,177.223,202.736
226.852,211.844,215.335,271.325,253.03,251.347,250.441,300.013,400.101,362.33,277.703,274.648,231.079,222.96,215.33,204.492,177.711,194.147
218.79,207.094,212.552,256.649,248.95,252.46,245.026,312.595,429.847,401.702,286.611,275.744,229.764,224.599,209.9,207.14,174.598,191.34
213.26,206.146,209.552,259.488,247.287,249.646,245.33,327.17,486.751,432.011,299.158,272.167,232.142,228.213,212.023,211.415,176.54,192.604
213.227,201.737,208.643,251.061,240.315,254.095,247.41,325.754,514.493,458.386,296.168,273.407,226.225,223.877,212.565,211.047,176.517,192.531
209.221,196.245,209.733,255.294,237.04,249.708,249.986,328.112,518.678,484.606,296.412,265.401,229.11,227.833,215.737,211.555,176.503,196.564
206.146,193.391,205.799,246.521,234.34,246.569,244.419,324.507,517.466,479.144,294.635,269.336,230.115,226.478,207.335,210.415,176.179,188.417
202.719,194.85,209.55,248.818,235.815,245.215,246.65,308.624,495.899,463.527,285.58,269.867,231.766,227.052,209.279,206.236,173.249,187.491
203.558,189.877,202.488,245.057,232.052,249.378,243.17,289.319,446.11,434.338,276.727,264.395,231.351,230.009,207.379,199.363,173.104,187.929
202.042,191.5,207.796,246.801,234.097,248.768,240.623,268.461,404.492,387.718,262.07,263.627,229.23,227.91,206.63,195.332,170.355,186.988
200.288,188.662,206.279,240.421,231.964,247.21,246.603,258.564,364.15,369.718,249.945,263.13,235.43,228.074,208.544,189.115,175.179,188.567
199.624,191.623,207.627,245.138,236.002,245.147,241.491,252.913,337.703,340.521,246.41,266.281,230.142,226.781,210.519,193.552,175.879,191.353
202.973,187.168,210.634,244,232.115,246.248,243.029,247.201,319.104,326.434,249.41,267.907,230.484,224.463,206.698,184.489,171.185,196.034
202.296,186.676,206.999,242.471,230.801,242.874,238.256,245.308,296.425,307.351,241.254,264.463,234.867,222.994,202.86,185.742,172.474,202.509
209.255,186.637,202.636,238.848,231.199,245.223,246.037,243.587,282.838,300.809,243.936,258.188,231.354,223.657,200.795,183.5,173.803,225.414
203.316,186.524,203.548,243.098,231.051,244.011,238.897,238.4,282.645,282.545,240.471,264.654,230.383,223.571,204.186,188.126,173.934,226.202
201.547,186.661,204.058,238.363,234.556,250.12,239.439,242.511,274.704,282.598,242.84,266.907,230.712,222.321,208.435,191.495,179.835,217.258
195.177,185.213,203.484,237.431,229.536,247.232,239.289,245.258,274.696,270.989,248.912,263.296,229.743,229.512,207.079,186.574,179.087,219.755
194.427,184.006,201.738,240.009,233.194,246.113,245.046,246.999,284.535,290.077,251.916,267.719,232.387,226.454,204.581,186.764,175.194,228.868
189.952,183.59,199.526,234.168,231.464,245.141,243.531,260.964,333.792,317.197,254.045,267.435,230.601,227.466,205.23,187.956,175.873,209.96
190.839,183.136,200.671,242.238,231.583,244.671,243.771,284.66,400.874,370.399,282.895,270.383,232.527,227.491,205.97,194.538,172.098,201.509
193.331,184.966,198.75,238.001,232.94,244.983,243.827,299.399,428.186,396.92,294.676,267.895,228.723,225.438,207.935,194.272,171.564,194.009
192.823,181.126,198.093,235.039,231.211,245.657,246.62,308.071,469.455,426.965,307.506,269.735,225.563,226.957,209.977,197.357,172.714,194.801
189.977,182.009,201.01,234.305,232.594,247.626,250.043,300.781,442.006,421.074,300.756,277.432,228.372,221.056,212.367,202.964,174.182,191.025
186.914,180.813,200.614,236.148,228.495,246.854,244.194,285.913,418.595,402.705,285.545,266.472,232.223,226.083,209.402,205.126,172.529,187.252
188.803,180.956,199.397,235.821,231.182,244.953,249.204,269.249,374.882,369.774,267.959,264.448,233.894,226.302,208.712,203.984,175.324,189.46
188.294,179.267,196.013,235.904,232.82,245.609,243.486,259.289,342.578,354.806,248.684,269.562,228.653,226.395,210.965,209.022,174.387,192.85
186.979,178.898,202.914,239.38,228.829,245.621,242.877,253.485,319.886,337.593,240.928,267.429,229.95,228.481,211.453,214.525,177.035,190.074
183.957,179.246,200.765,233.668,232.795,242.593,241.429,249.227,297.704,312.782,234.861,262.562,228.93,230.207,209.495,219.593,177.552,190.328
184.284,178.613,203.116,234.633,230.458,244.04,241.966,245.665,286.041,310.463,224.512,259.503,231.252,226.59,213.681,213.973,178.263,206.979
187.246,181.31,201.485,232.531,231.258,245.994,243.167,244.831,275.415,294.707,221.809,257.932,227.43,225.444,217.828,218.066,183.971,230.702
196.03,176.885,206.845,241.201,232.449,244.327,239.357,241.199,276.221,292.25,224.463,258.262,230.257,229.966,211.926,229.591,185.728,263.018
194.405,179.231,204.178,239.034,229.185,244.268,237.707,243.088,266.063,286.13,219.725,258.377,230.536,226.694,217.053,226.489,187.931,261.883
195.971,179.001,204.361,239.597,232.175,246.328,243.901,238.887,260.736,268.489,212.594,258.685,229.854,224.707,223.095,230.431,189.185,272.896
190.684,177.614,207.032,238.695,228.46,243.466,243.477,238.868,250.81,268.34,215.037,262.284,226.73,228.895,225.491,233.245,189.358,273.264
191.601,179.262,206.595,239.662,231.426,242.854,241.486,238.71,252.888,262.146,213.809,260.358,231.615,228.901,227.779,221.989,183.96,273.776
202.642,179.539,210.698,238.602,231.752,245.136,239.964,234.995,243.85,259.926,218.586,260.506,230.705,235,234.995,230.39,190.572,265.083
208.251,179.673,214.128,241.879,230.021,246.808,240.001,236.123,243.825,263.556,216.432,260.676,232.84,231.546,236.66,226.78,188.197,259.491
201.913,179.613,210.221,239.634,233.718,246.036,244.899,238.514,242.9,255.324,219.713,259.975,230.124,233.191,236.093,219.569,186.101,252.15
197.309,177.829,213.214,240.059,233.458,242.186,243.83,234.723,241.029,253.399,222.162,258.83,235.297,229.367,219.526,204.948,177.179,221.65
190.993,176.444,211.023,240.687,230.612,246.582,242.296,243.052,274.603,269.694,241.994,263.231,236.324,229.444,223.053,201.962,175.185,211.718
189.904,175.758,214.123,237.924,229.929,243.966,239.73,269.236,319.85,310.934,263.445,258.645,233.45,230.815,213.895,191.838,174.561,203.988
189.962,176.829,212.408,238.799,233.94,246.618,244.73,295.624,371.385,347.434,293.678,273.679,234.291,230.682,206.488,186.703,169.899,203.681
189.004,177.267,214.192,237.618,233.702,248.209,248.107,316.994,418.943,372.713,316.277,277.17,231.266,234.312,206.679,186.055,176.295,198.761
188.717,179.417,207.619,239.07,228.569,245.928,247.01,327.349,451.914,406.237,340.324,274.907,228.73,233.469,201.879,186.313,174.925,195.212
185.929,175.199,209.665,237.152,228.037,246.857,249.006,334.724,464.226,435.989,359.459,275.988,231.635,228.478,207.074,193.022,175.009,191.871
186.737,178.204,208.699,238.999,231.154,245.329,247.3,325.438,459.932,431.564,357.826,278.417,233.178,234.478,201.523,188.357,180.347,195.055
184.871,176.335,214.512,236.429,231.473,247.253,244.706,305.5,421.406,405.894,337.984,277.472,228.82,233.478,207.837,186.052,179.283,195.405
185.665,177.745,207.609,237.05,231.026,244.797,242.469,284.452,378.046,364.298,307.859,275.738,227.617,230.586,200.44,192.398,180.327,195.672
185.562,176.462,210.788,238.666,234.844,245.543,246.463,265.301,341.251,349.005,295.365,259.611,234.592,229.154,201.965,188.909,178.468,195.359
189.249,176.895,210.554,242.589,233.917,245.334,242.043,261.298,310.598,329.755,281.627,273.176,234.268,229.151,199,196.011,178.867,193.706
197.141,179.948,211.738,238.763,228.89,244.338,241.17,253.005,298.223,303.277,283.338,272.735,227.185,225.049,202.379,203.044,178.136,190.629
204.244,178.029,211.635,237.07,230.048,245.097,241.827,253.554,281.798,295.396,290.576,270.059,233.595,224.617,196.833,198.58,183.902,196.844
199.269,180.582,213.099,240.763,232.741,247.818,242.35,259.975,274.111,284.862,312.494,277.735,230.52,230.145,202.151,203.574,183.656,190.209
193.656,180.42,209.166,239.983,235.747,255.8,263.593,259.001,260.228,278.556,321.818,317.522,239.7,222.951,197.407,201.319,182.029,191.727
190.71,178.775,215.63,240.924,239.027,262.404,307.307,256.05,258.088,260.989,328.881,377.623,240.074,230.46,199.937,203.313,180.714,188.89
190.132,177.768,208.765,238.229,240.923,277.35,347.256,252.098,251.543,260.846,309.627,462.071,249.214,234.09,199.281,201.206,181.928,190.003
190.979,178.614,213.458,244.446,250.51,310.315,386.346,247.576,253.057,254.024,300.744,530.716,271.149,231.63,196.693,202.621,186.991,191.448
188.783,177.459,211.512,244.056,270.481,372.718,396.77,245.138,245.944,252.806,282.418,527.815,317.203,250.139,201.228,202.368,181.529,188.426
189.723,180.357,213.255,254.718,301.775,441.692,375.769,244.12,243.508,245.5,264.01,495.429,411.865,282.099,210.3,201.94,182.624,190.785
187.572,177.441,217.641,264.129,346.062,512.562,348.033,238.525,239.874,245.362,262.447,442.037,481.495,317.219,214.393,202.118,183.668,191.061
187.521,177.335,223.6,272.636,381.252,547.257,318.037,238.992,239.932,242.011,253.615,389.191,542.854,356.778,218.435,199.288,178.934,191.261
186.85,176.969,218.321,276.593,399.299,560.799,294.463,234.583,238.559,246.322,242.027,356.287,576.347,402.346,222.902,195.327,182.139,194.08
187.915,174.022,220.432,291.768,447.933,538.877,281,239.425,238.074,243.487,238.156,324.031,577.115,459.552,238.158,199.085,182.22,191.696
189.921,174.854,225.595,312.689,503.897,488.631,263.077,236.593,232.042,240.702,238.115,311.534,540.083,527.911,271.581,196.577,180.864,189.19
188.162,174.486,223.91,337.252,534.23,431.764,259.987,237.299,234.547,235.556,235.865,301.019,452.982,579.136,318.051,201.165,182.728,191.776
187.763,177.067,232.787,371.189,568.226,380.204,252.473,235.068,235.643,233.981,238.238,280.068,378.912,627.531,368.03,204.426,184.315,192.896
190.821,178.864,242.386,453.282,602.856,340.955,252.111,235.068,237.441,237.878,234.98,279.404,327.385,614.528,412.007,211.978,188.601,191.923
188.142,183.614,272.76,564.103,572.457,309.21,251.881,235.688,237.662,238.271,229.297,275.25,295.568,580.139,458.846,219.478,191.645,187.426
189.321,185.723,309.503,651.44,515.703,294.281,250.029,237.68,228.473,228.032,225.895,274.503,282.806,497.701,497.751,236.294,194.263,190.291
190.798,194.754,348.751,707.092,450.976,282.617,249.984,232.671,232.622,230.928,232.26,275.423,270.741,432.059,514.854,264.478,198.012,192.221
192.259,207.384,396.866,631.353,367.449,273.268,245.59,231.71,229.243,230.303,236.186,271.926,254.689,357.509,467.763,302.426,210.092,194.021
193.291,229.846,417.809,532.623,324.857,266.306,244.651,233.057,230.312,229.987,232.123,274.049,252.405,318.546,387.884,313.052,229.867,192.721
209.493,248.476,373.849,453.293,294.819,259.575,242.729,233.332,233.477,230.197,228.984,280.333,249.624,294.83,320.263,298.566,263.962,206.807
232.618,235.162,320.997,385.138,277.9,257.499,248.297,230.81,228.036,237.168,230.68,271.713,247.059,280.355,276.228,257.775,247.425,228.534
229.358,217.38,288.906,357.454,272.615,254.156,248.093,233.913,232.025,226.529,231.742,270.12,240.833,260.772,256.016,241.607,229.301,227.865
236.948,205.343,269.285,334.673,258.097,256.232,242.027,228.815,231.928,227.896,231.42,267.463,237.759,264.824,235.133,231.739,208.766,210.037
245.247,199.769,257.208,314.637,258.469,251.487,240.671,234.575,240.378,237.875,234.049,268.654,241.802,253.318,223.277,219.621,203.225,199.893
228.18,191.638,242.912,301.439,248.042,253.219,239.106,236.252,262.286,259.864,241.936,268.25,232.07,247.707,221.298,220.302,195.763,201.184
213.655,189.705,238.347,292.839,248.232,252.029,241.004,249.173,296.316,296.827,259.822,268.201,236.122,250.423,215.802,216.283,198.402,199.362
203.987,185.047,233.834,279.281,242.754,253.159,243.624,258.657,334.851,323.476,271.41,267.296,236.372,240.565,214.674,213.272,189.728,190.911
200.749,184.207,236.425,282.307,244.594,251.606,244.45,270.243,371.519,359.122,296.35,275.256,235.66,236.79,211.14,213.854,185.101,197.117
193.09,181.681,233.806,272.084,242.529,251.813,240.266,284.468,413.842,396.354,301.725,276.469,242.89,234.954,208.402,216.808,187.72,190.696
191.772,179.57,227.253,273.751,239.854,249.714,245.219,293.82,444.877,418.678,317.996,287.599,234.714,233.654,207.388,215.571,187.673,195.064
190.815,179.493,232.095,268.829,235.937,247.916,240.463,300.23,474.306,440.468,339.635,267.728,238.414,231.827,200.728,214.14,189.327,192.807
191.509,180.39,229.44,270.461,239.576,250.251,244.73,315.564,500.998,480.133,340.559,279.386,233.399,236.068,203.16,217.731,187.861,188.307
190.523,178.975,229.686,268.529,237.855,250.709,245.536,322.925,499.291,476.178,346.355,280.392,233.315,232.522,208.179,212.44,189.5,193.331
189.869,181.898,231.766,267.687,239.153,249.08,247.697,316.856,489.668,466.652,331.693,273.574,239.543,230.843,202.64,215.387,184.358,198.745
189.327,179.061,228.6,262.332,236.196,253.044,247.88,309.086,502.535,483.66,347.451,270.074,227.75,235.506,200.307,211.206,188.257,196.73
189.369,177.887,231.63,261.092,234.691,249.915,242.473,301.635,484.548,480.894,336.135,273.988,236.493,233.352,195.635,215.904,185.09,191.196
191.508,177.541,228.963,262.036,236.569,244.166,241.561,289.325,444.268,440.136,326.732,272.086,236.556,233.769,202.547,218.038,188.552,198.491
191.884,181.126,225.938,256.943,235.702,249.258,241.303,278.49,398.878,410.673,309.201,268.991,232.579,227.194,199.684,214.72,187.538,201.73
200.356,181.839,228.138,258.239,235.448,247.241,240.804,260.164,369.198,382.699,290.064,269.247,230.351,238.278,204.033,214.78,191.298,224.859
198.694,179.012,230.454,255.295,232.94,244.639,243.661,254.004,333.839,348.184,273.508,266.62,231.829,225.92,201.205,209.701,185.653,212.991
197.091,182.546,230.683,256.762,234.948,243.446,241.897,249.02,311.635,333.035,270.375,270.926,227.989,233.006,205.163,214.371,187.512,209.862
191.864,180.484,227.941,253.906,230.076,244.741,237.479,245.657,299.246,323.758,265.379,269.395,229.223,227.954,199.644,216.385,190.41,218.071
201.449,182.323,233.168,258.605,229.031,245.237,241.071,241.287,286.196,300.314,256.795,263.602,227.486,225.074,202.019,216.772,190.702,273.316
210.142,180.462,229.85,255.227,233.77,247.305,235.6,238.851,272.845,292.928,252.629,270.75,233.757,230.654,200.456,216.299,196.211,275.831
205.131,179.126,228.662,253.089,231.694,242.987,237.7,236.731,263.107,284.082,254.086,260.611,230.214,233.38,200.553,222.371,192.572,262.472
202.177,178.506,227.212,251.948,232.128,241.993,240.701,237.404,258.922,279.168,251.867,270.728,231.275,230.583,202.73,226.316,203.312,289.521
197.192,179.997,228.415,255.413,232.864,246.347,244.579,238.346,250.865,267.604,251.086,264.052,228.117,232.463,202.309,224.654,206.156,283.549
199.489,178.837,227.524,253.677,234.146,244.84,236.237,235.085,252.906,261.888,243.736,263.858,229.173,232.019,202.13,221.78,203.017,268.807
202.532,175.957,226.857,249.681,232.811,244.919,239.761,236.138,249.236,261.941,240.713,265.781,232.196,226.676,202.367,218.846,206.023,283.813
209.166,175.698,230.077,251.452,230.243,248.314,240.234,240.242,247.566,255.883,237.051,264.756,233.007,226.429,209.881,205.989,198.315,290.988
203.126,177.887,224.426,244.776,229.29,240.477,237.051,235.37,239.05,259.255,240.098,257.593,227.223,225.648,203.574,207.332,194.402,272.423
198.612,177.048,224.24,249.417,228.629,249.432,241.76,237.827,241.736,252.471,238.754,265.466,226.441,229.688,207.298,210.563,200.916,292.727
195.038,177.272,220.391,243.368,231.845,241.265,234.583,229.811,238.814,245.947,242.078,262.25,227.887,229.873,210.34,210.187,194.873,293.267
192.801,178.842,219.717,245.505,235.268,243.652,238.436,233.744,239.339,251.085,233.094,264.204,232.462,222.994,212.147,200.984,197.604,286.969
194.934,177.377,219.206,247.357,230.432,243.453,236.744,231.476,238.175,247.734,226.553,265.429,224.946,227.731,208.205,195.319,192.754,273.727
201.225,176.707,220.025,246.71,231.593,241.48,241.461,230.638,234.28,242.926,225.57,259.836,228.255,231.216,224.177,207.865,199.156,315.589
197.616,176.274,216.363,247.171,232.686,243.531,238.824,234.365,234.326,248.202,227.471,266.494,226.444,234.62,223.37,204.772,192.564,301.35
193.06,177.332,219.725,244.874,231.834,241.985,238.583,232.989,232.556,244.604,224.182,261.926,228.795,231.614,220.767,206.725,185.618,289.706
191.74,177.267,213.156,244.602,230.094,245.477,240.254,232.007,229.041,246.705,227.217,262.997,231.182,229.784,221.707,221.357,183.425,282.755
