T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
220.75,203.247,246.966,199.94,193.912,195.736,213.894,266,255.249,257.986,266.169,212.526,208.465,246.153,216.144,196.805,193.367,175.171
218.882,199.292,236.997,198.135,189.281,198.455,211.798,269.537,249.073,248.822,264.77,213.547,212.709,246.441,213.29,193.575,193.91,175.219
215.398,195.734,234.708,195.8,188.297,192.417,207.377,263.117,257.436,258.884,267.544,210.932,213.1,243.49,210.874,196.722,194.333,175.264
211.175,195.894,238.305,199.565,191.149,198.521,211.334,271.609,254.575,246.833,260.206,210.803,211.205,247.33,215.155,197.545,190.921,176.898
206.685,195.311,238.422,199.163,192.294,196.916,213.175,272.78,252.905,250.656,264.235,211.547,211.776,249.142,215.469,197.591,193.742,179.202
198.309,192.945,235.167,196.387,192.396,197.392,217.745,270.761,252.267,257.257,262.276,214.085,215.843,248.26,215.114,192.575,192.889,174.895
199.931,190.894,237.713,203.325,191.423,194.357,212.685,269.286,257.903,250.743,263.759,206.615,210.644,246.663,209.894,193.628,191.226,177.555
194.187,192.2,228.328,196.459,190.59,195.807,209.562,268.397,248.427,251.062,261.866,209.571,213.567,251.316,213.886,197.896,193.011,176.938
198.392,190.857,232.209,194.647,189.961,194.157,216.111,271.73,253.099,249.236,262.442,211.682,214.132,248.521,209.701,196.234,192.763,176.295
202.211,189.603,230.042,193.916,190.45,193.707,210.019,268.895,252.093,257.449,260.692,209.997,214.738,239.597,209.334,195.496,198.109,176.788
202.287,193.068,228.813,195.565,187.97,196.14,211.06,270.922,249.885,256.931,261.858,214.591,213.752,248.188,213.786,197.669,191.93,174.317
204.925,196.262,231.235,197.993,193.242,198.665,214.776,269.3,258.264,259.761,269.209,210.159,216.541,248.49,221.595,198.392,196.204,177.179
197.807,191.939,232.31,194.642,192.996,194.153,215.421,270.899,252.868,257.964,272.238,211.953,215.923,247.066,213.032,194.543,191.973,181.524
198.6,189.409,230.953,193.368,191.004,193.328,211.853,270.241,258.181,248.681,264.721,212.088,217.803,248.448,211.384,195.128,192.048,179.824
199,191.544,228.33,196.096,188.95,194.468,210.3,265.197,249.967,249.475,260.215,214.653,214.644,243.458,214.094,199.157,191.289,178.495
193.226,188.468,227.019,195.651,186.011,196.971,210.642,268.412,254.581,255.42,265.538,207.697,214.071,246.191,216.472,195.904,194.023,176.44
194.22,183.928,223.844,193.248,188.737,195.84,208.447,272.344,250.907,253.819,263.16,215.856,214.063,244.549,215.091,192.88,192.453,174.067
190.033,185.978,224.893,195.37,187.249,195.554,210.267,272.556,254.335,250.417,265.843,212.829,210.89,246.177,211.243,195.963,189.995,174.31
192.443,187.399,219.773,197.94,190.009,199.412,217.675,272.148,259.238,255.141,261.977,213.929,213.057,252.399,214.059,196.531,191.573,178.086
194.925,186.202,220.576,196.603,183.129,194.996,206.022,271.064,256.414,248.587,264.349,203.676,209.376,247.281,212.707,196.813,191.597,172.931
198.136,188.859,223.146,193.526,189.366,194.366,214.281,267.708,249.379,261.181,264.169,211.518,212.695,247.812,210.452,196.484,191.622,177.038
200.386,185.556,220.068,192.159,184.158,199.565,211.166,272.593,258.002,243.899,270.119,212.471,215.518,252.264,214.238,198.478,193.441,177.09
200.075,185.072,220.141,196.337,184.805,195.151,211.288,270.547,258.227,255.967,268.599,212.106,218.417,246.25,212.962,198.931,191.93,181.024
205.053,188.687,221.281,194.401,186.565,194.071,210.788,269.144,248.059,257.67,266.241,207.497,214.156,252.205,217.208,195.884,194.188,180.521
202.175,185.939,216.312,191.95,183.228,193.659,214.043,273.977,256.053,254.413,271.326,207.588,213.829,244.747,207.645,195.057,193.34,173.833
202.9,187.051,216.748,192.964,187.586,195.727,214.272,272.128,251.835,255.67,264.933,210.647,214.478,248.26,215.164,200.352,188.81,179.431
199.754,186.939,214.513,193.447,185.29,194.541,212.171,272.706,252.751,250.739,260.433,210.732,213.667,245.601,208.874,197.693,195.557,173.921
194.78,184.133,215.692,190.733,183.142,198.213,209.079,270.383,250.982,261.243,260.006,207.709,211.039,246.938,216.428,196.594,192.875,176.89
195.709,182.849,215.726,194.442,188.348,194.202,212.274,268.527,251.456,250.217,262.622,210.815,212.815,247.545,213.833,197.061,190.009,180.367
198.26,180.278,214.438,191.594,186.801,196.523,214.534,269.949,257.392,254.989,258.98,211.909,215.258,243.455,214.918,196.551,194.527,179.045
196.738,186.55,212.344,190.118,183.559,195.559,216.38,269.377,254.363,250.58,268.174,211.126,212.441,248.809,211.871,197.772,195.968,178
200.185,183.89,216.729,190.471,187.375,195.275,211.25,275.856,258.667,254.264,268.238,209.435,213.024,248.458,213.997,197.659,194.468,176.931
200.907,186.307,211.93,191.226,183.751,196.193,214.365,272.031,255.438,249.736,264.355,206.6,212.02,247.424,213.343,198.573,195.729,174.619
201.732,187.665,214.589,188.858,186.611,193.519,210.933,272.309,250.751,258.815,266.631,207.315,211.575,249.927,214.029,193.986,196.722,177.705
197.333,186.448,212.422,189.815,183.152,199.016,214.327,274.043,260.126,249.804,262.288,211.25,215.246,248.747,218.349,195.368,192.789,181.783
200.992,182.722,211.662,192.18,183.357,193.146,213.548,271.088,250.678,264.022,263.892,207.585,209.835,248.76,210.601,200.15,194.701,177.455
198.839,187.886,210.964,191.334,185.624,195.69,216.495,271.829,252.963,258.808,268.913,215.547,209.88,245.868,212.871,200.656,192.52,180.219
193.955,189.07,205.463,191.745,185.34,193.962,208.55,270.809,255.469,254.413,267.14,212.909,215.285,251.712,214.205,197.963,192.609,178.412
198.726,187.213,208.588,190.938,184.801,194.525,212.673,275.364,250.694,255.888,267.474,214.018,217.862,250.309,215.378,198.362,192.511,181.102
197.915,187.217,209.795,188.099,186.638,194.486,217.017,272.967,253.65,257.025,264.157,214.971,212.63,253.097,221.194,199.358,196.215,176.843
209.126,187.292,206.955,192.596,185.751,197.579,210.517,275.73,253.863,253.46,257.669,213.65,214.173,256.073,217.167,200.311,194.781,177.857
203.754,182.843,210.607,189.803,185.195,194.854,218.579,277.047,257.866,252.902,266.491,211.838,215.754,247.361,212.633,198.39,195.794,181.236
205.388,188.861,205.581,188.966,183.441,195.202,209.647,276.947,255.456,244.087,263.881,214.221,210.699,252.486,211.874,198.469,195.163,177.005
203.394,186.198,208.734,191.411,185.03,195.517,212.454,271.27,260.092,259.112,265.561,215.2,213.248,244.774,216.035,197.142,195.168,180.105
204.73,189.378,208.984,191.844,185.581,195.355,216.452,268.449,260.029,256.232,264.177,213.856,212.134,246.816,214.856,199.266,195.891,178.052
207.167,187.523,205.459,190.002,182.846,192.213,210.889,271.416,259.392,257.714,264.369,216.679,212.327,242.903,209.821,197.156,197.332,178.317
198.923,187.421,204.231,187.156,183.647,195.282,210.966,272.959,256.231,259.504,262.808,213.591,214.384,247.844,207.654,196.63,197.771,177.19
196.116,184.509,200.758,192.041,187.939,195.31,213.175,272.625,256.758,263.511,268.477,217.962,214.636,248.792,212.425,198.238,195.538,177.55
198.63,187.892,200.644,191.916,183.543,196.856,215.089,270.562,251.923,250.888,263.994,218.879,212.579,253.205,219.912,196.051,194.174,180.864
202.24,187.004,202.024,191.45,184.43,197.228,213.483,274.778,257.584,255.043,267.692,214.538,213.614,250.938,212.607,198.988,195.235,179.671
197.368,184.736,200.735,189.635,186.412,193.098,213.067,274.449,252.753,252.674,260.212,215.615,217.25,248.826,212.66,197.455,194.005,178.326
196.307,188.317,200.243,187.067,185.267,195.424,210.531,271.358,255.379,262.217,265.544,214.153,211.183,249.535,215.413,198.882,197.898,178.76
203.445,187.106,202.172,187.06,184.683,192.865,211.606,274.288,253.496,261.152,266.081,216.379,215.898,252.028,220.07,195.854,197.943,180.305
207.077,186.19,200.885,194.555,182.771,193.956,213.178,269.473,256.592,253.011,270.599,216.179,220.258,252.247,213.443,198.366,193.527,177.624
207.583,189.585,201.815,187.094,181.996,193.818,215.272,276.123,260.689,250.841,262.942,215.156,216.37,254.142,215.144,204.012,194.174,180.067
203.161,187.213,199.146,189.767,184.385,197.031,213.312,274.142,256.478,250.355,261.363,214.532,212.144,252.872,212.953,199.27,196.602,178.157
201.159,188.589,196.133,188.361,182.871,193.479,208.284,269.446,253.859,258.319,262.985,211.785,213.858,253.847,208.672,198.722,196.584,176.321
196.53,185.959,202.654,193.219,187.125,194.064,214.118,273.516,252.244,251.286,262.863,211.056,217.843,246.135,217.806,198.185,198.224,178.562
201.541,189.497,199.946,189.171,185.912,195.224,212.089,274.91,260.328,257.841,261.395,214.35,216.567,251.281,210.018,201.136,194.907,178.152
202.431,188.192,200.205,191.517,182.486,194.534,211.531,275.086,261.379,260.42,268.186,212.994,212.681,257.51,212.727,195.967,195.228,181.379
205.636,187.861,203.83,186.87,182.677,195.184,210.654,269.457,255.315,258.185,263.459,213.565,212.362,248.889,212.528,199.75,196.885,177.65
206.939,190.215,200.123,190.87,185.204,196.047,215.171,271.113,251.222,256.268,260.971,217.224,215.78,247.622,214.543,196.48,194.057,176.205
206.795,188.025,202.093,189.332,184.095,193.661,214.276,272.323,254.663,253.906,269.785,212.629,214.579,254.927,214.117,200.972,195.41,179.688
202.809,187.922,200.888,190.827,184.903,194.337,214.377,276.63,254.914,262.902,258.744,214.782,215.78,250.635,216.103,200.291,196.688,179.99
202.628,189.225,197.795,192.298,183.09,195.843,215.397,272.92,253.507,258.326,264.227,215.95,220.118,251.997,218.32,201.266,199.461,179.612
202.161,187.084,199.269,189.094,181.955,190.588,212.101,268.551,250.881,256.029,268.945,217.606,214.691,242.771,208.408,197.219,197.14,180.171
201.537,187.605,200.912,189.615,184.414,196.818,209.805,275.982,252.471,254.855,268.669,214.697,214.108,251.767,211.191,199.203,196.875,178.686
195.358,187.849,194.49,189.231,182.448,193.958,212.769,270.698,254.134,256.246,268.837,213.721,215.047,250.583,210.496,199.626,197.09,184.107
200.299,184.941,194.867,189.089,182.686,198.574,213.666,276.484,252.48,261.286,265.012,217.621,217.789,251.594,220.613,204,199.151,179.562
200.711,190.505,196.118,192.005,181.866,198.796,212.846,274.591,257.04,262.047,262.186,213.932,213.457,253.111,214.038,199.35,197.767,180.398
199.675,187.07,196.641,189.31,182.505,196.188,213.339,272.949,256.762,261.62,265.003,213.744,215.872,252.91,217.736,197.705,197.733,182.402
203.362,188.268,197.38,190.409,186.26,194.716,207.784,272.794,251.187,258.714,263.459,211.226,217.13,261.174,216.358,197.807,194.846,182.576
200.974,188.458,193.977,187.37,179.498,192.818,213.868,271.239,253.742,253.986,261.157,209.515,216.724,244.573,212.334,197.52,193.441,183.7
205.15,190.325,193.654,185.18,179.419,194.381,212.072,276.409,255.652,258.616,268.561,216.959,211.278,253.826,216.853,197.297,195.26,181.233
202.236,191.051,195.531,189.962,182.815,191.707,213.68,269.457,251.174,253.656,263.922,215.303,216.469,246.806,214.563,202.433,197.045,177.255
204.333,182.356,196.172,188.149,182.394,198.787,207.99,276.375,253.211,259.275,267.599,213.521,217.667,245.42,212.777,198.219,194.125,178.367
201.638,191.141,194.445,193.062,182.228,195.062,214.298,272.728,253.291,257.641,260.483,211.741,215.045,247.924,219.592,198.628,199.369,178.75
196.215,184.793,196.203,192.599,183.039,196.069,209.618,271.358,250.573,254.79,262.453,215.229,220.898,249.983,213.95,199.283,199.219,181.333
198.734,188.587,197.445,191.615,183.014,197.348,207.579,267.584,256.326,259.21,265.172,211.991,215.695,242.809,211.771,200.49,199.333,180.805
197.262,187.405,196.571,185.774,178.667,195.441,215.228,271.498,255.121,258.986,262.517,216.659,217.372,249.08,215.126,200.917,198.088,181.626
206.656,193.425,196.901,189.786,179.74,197.581,209.863,268.628,261.85,259.623,259.494,215.759,214.856,250.674,213.628,195.825,198.71,180.933
203.423,188.507,196.99,190.716,184.896,193.592,209.928,268.617,255.454,257.225,264.491,218.209,211.494,248.562,212.906,203.175,198.063,181.538
204.488,189.094,197.406,188.111,181.034,190.348,213.262,271.646,256.068,256.891,270.602,217.406,219.439,252.681,214.37,203.169,200.263,178.288
200.402,187.491,198.968,189.411,183.796,191.095,211.635,269.862,249.811,254.471,263.602,211.153,210.856,254.215,219.431,202.559,195.875,180.052
205.78,187.689,198.8,191.284,181.448,191.182,215.19,275.936,255.775,254.62,262.64,211.268,215.598,250.42,213.933,202.272,197.479,180.319
206.112,189.323,198.112,189.053,182.84,196.004,209.738,272.788,254.511,262.127,270.09,218.888,215.52,252.375,212.569,200.14,199.289,183.102
202.337,189.149,194.606,191.885,186.935,192.659,212.053,275.722,260.645,259.837,269.384,212.521,217.441,254.688,217.261,203.132,198.152,182.495
194.837,189.716,198.554,189.144,184.326,191.698,211.762,268.85,257.586,257.58,268.637,216.576,212.234,249,213.343,199.411,198.301,178.2
202.465,183.209,195.847,193.058,185.084,193.579,210.986,272.957,255.348,260.518,260.692,210.879,215.713,248.483,213.235,201.199,203.552,179.717
199.663,186.611,196.013,189.966,184.946,193.665,210.791,276.792,254.989,255.826,269.718,211.859,212.868,256.99,213.067,202.852,200.776,184.731
201.002,187.485,197.899,191.618,182.688,198.404,211.082,272.344,252.833,253.196,265.436,212.591,215.726,252.351,212.384,198.311,198.358,182.367
204.317,187.628,196.299,190.377,181.711,194.825,208.255,275.926,253.971,256.109,261.326,214.553,216.411,255.476,212.809,201.533,197.4,183.038
204.459,187.205,199.304,194.57,185.441,199.084,212.93,271.844,253.692,258.982,264.055,212.953,215.494,249.542,214.798,199.963,198.995,180.733
200.018,188.025,196.627,190.127,181.17,192.991,213.808,273.286,257.885,254.116,273.776,215.482,214.283,248.969,212.337,201.821,197.181,186.119
203.343,186.35,196.042,193.087,184.611,197.867,213.752,270.113,254.004,259.228,265.538,211.106,217.508,245.42,219.903,202.185,203.176,179.038
201.661,187.888,196.565,189.976,183.332,194.729,215.394,270.352,255.601,258.424,267,214.988,219.659,253.101,216.548,202.78,196.172,181.714
198.886,191.961,198.266,190.091,184.389,194.483,210.683,274.875,261.441,264.301,271.541,211.744,215.807,251.868,212.012,203.386,196.996,183.729
202.638,191.301,195.552,191.168,183.631,195.217,207.615,270.521,255.289,256.565,271.18,215.9,211.748,249.368,213.613,203.122,205.149,183.462
203.15,188.791,195.906,188.202,183.634,195.594,216.851,268.675,251.249,262.228,254.456,211.553,214.858,255.663,211.035,201.681,199.421,184.121
200.622,189.642,197.328,193.25,185.084,194.692,210.272,273.66,258.333,256.688,259.058,217.515,216.618,257.174,210.032,201.195,202.045,185.795
202.175,188.808,195.576,194.115,182.332,198.914,213.678,272.183,258.502,258.051,262.744,217.509,218.514,249.851,214.569,201.514,199.283,182.043
201.911,195.063,197.234,192.466,180.738,199.998,215.108,273.019,250.758,258.71,264.183,216.309,216.593,246.444,216.293,204.138,200.102,183.719
208.276,189.288,198.08,191.522,185.082,192.641,214.724,270.568,255.346,252.457,264.622,214.941,217.356,252.149,220.798,200.28,200.405,179.983
205.199,189.644,198.315,190.99,182.575,195.492,212.519,270.84,257.313,252.692,263.128,215.191,216.961,255.278,216.727,202.146,203.278,185.14
204.026,189.971,195.873,191.05,185.203,194.523,213.663,270.08,256.507,250.743,262.709,214.647,218.203,246.962,212.683,200.024,198.803,183.519
200.423,188.693,198.216,192.005,184.052,192.326,213.791,276.697,251.619,262.576,265.762,220,218.14,251.288,217.326,205.217,200.634,184.233
204.61,190.804,197.906,192.101,187.17,195.643,214.337,273.823,256.165,252.413,263.924,222.779,220.144,258.215,216.974,201.789,201.018,183.112
206.407,190.613,201.797,192.945,184.846,196.164,214.37,278.325,256.39,256.46,266.846,217.365,215.797,253.448,215.85,204.449,200.489,183.01
202.569,191.957,197.536,188.279,185.301,197.264,210.279,273.358,250.685,252.134,268.355,218.594,216.179,259.441,218.88,204.484,205.14,186.976
208.74,189.319,200.138,192.827,185.618,195.302,214.815,274.154,259.773,252.431,260.57,216.2,217.156,254.285,213.704,203.386,199.009,181.471
204.805,195.62,197.206,190.204,183.618,197.146,213.692,273.134,257.414,260.562,257.788,217.606,217.622,252.142,213.748,205.161,199.509,182.431
208.53,191.027,200.226,194.558,182.278,193.565,216.683,272.086,263.901,258.493,266.203,217.774,216.165,254.712,217.009,204.132,202.78,186.926
207.77,189.319,197.239,192.257,183.339,192.863,212.156,266.977,261.577,258.801,267.715,215.041,215.72,253.896,210.927,204.274,199.271,183.552
206.484,187.816,196.356,194.933,181.715,199.2,212.26,278.169,258.733,256.743,265.735,214.744,220.252,252.674,212.223,203.455,198.812,180.069
201.787,190.223,200.076,196.12,184.618,194.379,213.726,273.374,255.932,258.395,263.047,214.291,216.677,257.747,212.88,202.024,200.208,185.426
200.878,187.184,195.469,191.959,185.276,193.377,212.983,275.802,251.557,258.605,271.677,216.065,217.14,255.031,212.34,201.051,200.982,185.05
201.075,188.331,202.782,195.197,184.615,195.812,210.435,272.901,257.189,250.062,266.456,215.035,214.638,257.58,212.27,204.089,201.527,184.786
204.612,192.654,198.414,190.5,183.518,195.982,216.495,268.27,256.729,263.217,265.648,213.965,219.073,252.722,208.29,204.447,199.83,183.679
205.157,190.855,195.872,194.75,184.446,198.605,217.048,272.732,260.769,258.623,263.887,215.85,218.63,255.385,214.909,201.591,201.314,190.083
207.238,191.119,200.604,195.688,184.421,199.2,215.695,267.014,253.696,257.612,267.328,218.291,220.362,254.625,216.411,203.185,203.247,185.8
204.776,191.288,199.196,189.204,182.204,196.576,216.873,274.661,254.093,256.913,266.25,219.841,214.185,254.215,215.331,202.797,201.977,183.35
205.494,189.068,198.951,190.519,182.403,189,213.103,274.06,255.231,259.833,261.892,216.197,216.99,248.267,210.062,204.789,202.69,182.917
212.167,191.151,200.081,188.538,181.97,195.889,210.286,271.957,256.548,260.699,261.939,215.685,212.823,247.472,210.487,198.642,202.066,182.39
205.917,190.937,199.8,194.151,184.247,193.776,216.308,272.35,256.258,268.08,266.433,212.829,211.874,256.517,217.768,203.246,205.842,184.033
205.252,195.235,197.321,193.906,183.206,195.271,216.88,271.621,254.518,255.511,263.183,218.397,221.043,249.851,216.317,203.793,200.059,181.552
204.175,189.728,199.146,194.411,183.403,196.137,210.543,271.545,256.026,261.572,262.061,218.291,217.89,250.274,215.37,200.411,200.263,184.502
200.961,193.943,199.594,193.209,182.894,196.962,215.993,275.187,255.998,262.083,263.474,217.838,214.626,257.566,214.927,204.583,202.615,183.205
208.317,189.824,198.987,191.548,182.292,197.818,217.204,275.383,254.932,258.301,260.73,218.015,220.911,255,213.062,202.413,201.423,181.276
207.469,193.268,200.265,192.43,184.468,196.144,211.346,275.257,255.967,265.656,267.273,218.109,217.224,248.618,212.217,206.557,201.934,183.398
204.787,193.047,200.206,191.099,179.69,197.164,210.976,278.251,256.769,260.793,259.023,216.453,216.604,247.59,210.038,204.577,196.873,186.081
203.094,196.205,195.95,193.094,184.124,194.652,211.524,268.99,252.771,263.083,261.267,217.485,220.616,247.795,211.853,203.413,201.183,183.102
206.301,193.35,197.175,192.44,182.973,192.432,217.644,274.706,256.101,254.384,260.358,216.421,215.175,253.799,212.035,198.618,200.873,185.831
205.748,193.975,195.732,191.635,181.6,193.734,214.933,277.198,255.311,258.33,265.811,216.115,217.087,254.403,215.812,201.057,199.683,185.024
201.205,193.965,197.706,192.476,184.036,195.936,209.832,278.268,259.566,255.859,264.363,214.332,215.311,256.292,212.015,199.348,201.131,183.726
205.683,194.738,198.596,192.774,183.878,198.721,212.724,270.451,253.2,255.496,268.497,224.982,216.906,257.698,215.751,203.069,201.593,185.731
206.219,190.401,199.041,193.38,181.536,196.435,211.478,271.683,259.771,259.33,267.459,218.197,216.972,249.139,211.34,199.785,202.891,185.369
206,190.329,199.393,194.858,185.301,196.776,211.776,280.152,260.454,255.341,267.709,216.994,219.642,264.569,215.592,204.72,202.647,185.436
202.4,188.771,199.218,193.788,188.427,193.592,215.94,275.498,252.626,257.547,266.157,217.344,216.697,249.299,214.478,201.319,196.158,183.662
206.219,191.055,200.274,199.303,186.342,200.851,213.454,277.963,261.551,257.79,269.799,218.138,218.677,261.292,216.455,202.476,202.606,183.155
212.478,188.912,200.578,193.779,188.389,196.574,211.115,279.856,256.507,259.688,269.738,220.912,223.171,250.771,214.713,203.256,199.545,185.374
222.15,191.836,197.032,193.933,187.525,198.552,211.685,274.951,263.161,259.971,267.474,219.691,222.476,258.257,212.114,203.949,200.228,187.126
236.423,188.254,193.029,191.226,185.552,195.288,219.757,282.889,256.7,255.46,273.477,220.844,222.915,261.465,213.915,200.585,204.407,190.429
224.648,189.207,192.461,197.262,187.815,200.991,233.906,275.979,259.621,260.087,272.308,243.7,228.76,265.118,215.293,201.238,202.452,190.845
212.087,187.593,195.232,194.861,189.181,205.548,265.964,281.477,259.011,262.424,273.081,285.326,256.187,273.191,218.334,202.935,202.729,189.752
213.435,189.296,198.05,200.118,193.195,232.16,314.613,278.802,259.632,263.047,277.314,321.591,300.256,278.67,212.9,200.47,200.384,186.686
204.852,186.826,198.951,203.87,197.167,247.353,315.974,281.286,256.269,260.04,279.116,331.768,341.734,296.424,224.214,206.778,198.692,184.798
203,188.213,203.231,202.457,201.975,266.789,301.543,275.111,256.156,260.366,268.637,319.135,372.22,315.993,217.411,205.407,205.948,186.174
203.943,184.509,208.904,211.096,208.163,277.774,288.236,277.961,255.491,261.808,265.044,287.185,409.441,339.01,228.496,205.146,203.83,183
203.535,187.519,210.471,212.188,211.944,290.115,263.103,273.749,256.555,257.46,264.817,265.824,428.264,368.111,232.499,208.047,197.025,181.94
205.982,187.896,223.896,210.637,217.826,295.698,246.26,278.603,260.584,262.703,263.203,245.918,423.118,399.986,242.355,208.679,204.593,182.59
202.744,187.008,224.269,217.909,228.783,282.282,236.291,280.881,260.051,263.572,269.762,244.756,398.033,461.042,265.46,207.307,200.03,185.66
205.437,189.634,234.049,241.219,247.384,263.57,228.969,277.06,260.608,265.29,261.91,234.988,351.423,535.455,312.997,207.801,203.668,182.31
205.705,185.364,238.429,273.488,259.403,240.869,219.947,269.757,256.771,257.732,263.142,224.853,314.106,555.979,368.056,212.575,201.453,186.507
205.256,191.704,257.352,342.161,263.889,228.563,218.8,276.802,256.366,261.641,264.797,223.8,272.593,555.816,497.021,222.549,201.045,187.55
202.648,192.149,268.771,374.226,260.265,217.073,220.457,270.21,254.368,255.261,266.576,218.753,255.128,521.142,567.308,238.173,205.636,186.355
202.791,188.943,280.784,399.178,245.794,213.55,222.933,270.796,258.685,256.547,266.032,220.912,246.579,474.201,626.135,245.98,203.814,184.71
202.465,193.333,302.122,399.156,231.713,202.687,215.507,269.294,254.322,259.946,268.488,217.421,235.252,434.729,654.589,262.963,207.595,185.507
203.665,186.014,327.424,366.409,217.097,206.67,214.666,265.868,263.075,260.609,260.485,215.924,230.504,381.705,603.842,300.136,205.672,187.105
201.667,192.577,371.37,331.894,203.19,202.377,214.889,264.148,256.337,262.406,265.637,214.494,224.496,342.198,548.402,350.382,206.937,184.967
200.679,192.2,398.886,293.488,197.133,198.747,215.863,260.2,255.927,257.754,261.89,214.662,229.636,304.712,505.499,399.657,207.45,185.51
203.327,191.135,409.088,262.493,190.817,195.867,210.808,260.342,252.903,260.601,258.506,215.591,222.187,293.542,431.994,418.697,217.774,185.233
200.427,201.918,368.51,231.827,185.656,194.993,214.625,266.73,251.791,266.543,259.503,211.426,222.504,275.076,372.27,385.892,234.314,188.083
208.494,218.526,334.698,220.231,187.717,195.734,212.892,265.337,250.112,258.696,261.392,212.144,219.502,280.75,327.633,342.837,269.882,187.867
207.13,234.162,295.552,209.046,184.111,200.47,209.546,260.564,256.678,258.957,262.724,218.362,219.508,273.16,297.416,304.644,314.052,191.036
224.039,253.442,264.69,200.137,186.975,197.047,211.276,264.907,254.98,256.895,262.826,214.671,218.783,272.25,268.827,274.547,320.333,192.971
241.744,253.272,240.912,195.3,184.84,199.701,210.692,265.899,256.121,261.971,264.919,216.876,217.665,261.49,262.578,257.028,305.541,196.876
260.689,239.28,225.651,197.606,185.314,193.922,215.656,266.125,257.487,257.507,264.988,216.659,213.742,259.215,247.806,236.978,268.401,191.998
258.876,226.591,215.877,199.803,188.222,197.703,213.498,270.621,262.54,259.543,267.299,210.035,217.189,262.309,234.909,225.591,238.832,190.464
277.919,219.935,217.88,202.784,186.683,199.674,219.031,279.626,259.196,256.065,266.145,220.203,216.27,256.267,233.428,220.189,226.419,186.812
278.707,212.096,227.424,201.45,185.34,199.51,223.32,288.998,281.123,275.123,272.924,212.65,217.951,267.535,232.205,217.709,215.108,183.586
273.608,203.992,222.44,200.466,187.29,199.244,220.851,303.187,305.548,301.518,272.567,216.785,219.925,257,221.848,212.427,211.237,185.371
253.081,204.865,218.302,196.161,182.489,197.275,222.488,331.467,346.654,341.554,286.578,220.426,214.9,253.545,224.525,208.411,212.186,188.145
227.776,203.045,209.815,193.043,183.407,196.35,218.115,343.819,388.586,363.587,287.878,213.897,218.449,257.299,223.874,210.126,207.296,187.126
221.809,197.28,212.24,194.423,185.461,197.443,217.132,356.695,417.59,388.047,293.997,218.041,221.441,258.698,224.023,211.12,206.039,187.064
209.295,193.519,210.265,191.553,180.749,195.761,215.159,369.068,450.482,418.75,294.413,215.835,214.469,250.594,216.974,210.152,204.151,185.657
