T2R,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
167.096,165.644,180.116,228.682,262.723,226.912,293.653,296.077,392.128,374.733,426.678,291.865,226.162,195.114,170.254,164.689,164.087,151.839
163.414,165.419,179.535,219.825,261.711,223.894,285.795,299.46,412.688,397.457,438.417,296.273,223.694,196.906,173.998,168.327,162.573,151.817
163.993,166.226,179.414,225.588,265.016,223.977,285.358,298.051,419.366,413.878,439.966,288.328,223.237,195.238,170.947,163.974,160.972,154.724
165.559,165.569,185.566,225.576,260.897,225.07,285.257,297.777,409.134,413.759,452.025,290.897,227.654,197.657,172.416,163.886,164.627,154.386
161.539,167.679,184.603,225.396,262.19,225.202,289.184,287.33,380.441,390.81,402.785,291.856,226.124,196.252,173.032,163.871,164.828,153.533
163.303,165.271,184.029,224.3,263.28,226.698,284.434,286.447,346.303,340.055,363.518,289.499,222.429,196.085,169.359,163.748,167.589,151.594
163.618,166.432,185.458,229.546,269.396,220.95,281.274,284.878,321.572,302.691,337.04,281.496,227.801,198.651,172.702,166.185,165.488,156.254
162.993,165.1,182.965,229.71,264.405,221.815,287.649,277.207,304.834,281.203,308.721,279.774,226.864,197.721,170.908,165.182,161.823,152.562
160.463,166.297,182.241,223.832,268.723,220.979,282.021,276.035,286.784,261.09,297.693,277.032,223.919,198.833,171.971,163.512,166.321,156.386
166.283,168.115,186.621,231.369,266.891,222.968,278.799,277.707,278.297,238.997,295.506,274.604,224.525,197.293,173.275,166.395,168.013,157.773
172.438,177.798,200.09,250.046,272.727,226.543,279.785,272.678,273.703,233.232,289.426,275.484,227.457,195.17,172.782,167.341,172.113,164.844
190.103,189.135,217.044,299.131,283.826,220.95,284.233,273.125,274.219,224.405,281.475,278.287,219.063,200.804,179.206,172.227,180.031,165.511
206.852,210.426,240.851,362.8,317.633,222.891,284.67,281.963,267.606,224.588,276.132,273.059,229.616,205.701,180.935,174.442,183.545,172.746
229.658,232.71,276.836,438.615,359.768,227.12,282.906,272.992,265.453,209.315,275.402,278.968,231.023,212.531,183.019,179.939,193.008,181.237
236.463,251.227,305.272,495.871,393.839,229.801,287.736,273.723,263.519,216.537,282.715,278.355,230.167,220.009,189.973,190.715,202.65,183.802
235.906,261.742,307.991,509.041,435.55,234.167,290.927,270.811,263.756,219.971,277.279,276.205,235.005,227.455,188.819,186.53,195.833,181.034
236.764,264.345,310.414,530.846,448.54,237.413,285.628,276.024,262.175,213.27,276.224,284.214,230.891,221.95,186.185,184.771,193.589,183.042
236.34,255.253,307.943,522.574,441.823,234.375,282.67,273.801,265.175,211.045,271.933,284.434,234.27,223.463,186.565,181.456,187.548,179.298
228.621,251.418,307.042,485.608,422.588,235.654,281.559,272.479,262.628,209.621,273.258,280.311,233.477,217.484,180.527,179.869,184.743,173.692
228.153,250.713,292.61,481.721,421.299,235.305,283.076,274.455,263.9,211.167,268.552,279.894,226.106,212.698,182.092,174.881,179.694,174.108
224.697,246.132,288.371,461.873,432.611,241.537,283.049,270.609,261.8,210.582,270.046,277.493,227.79,214.695,182.048,177.369,179.072,170.042
205.975,232.163,274.169,459.8,412.164,236.674,282.774,271.513,261.934,205.913,270.316,278.654,232.985,219.522,186.023,180.715,176.625,166.709
194,218.108,260.546,476.88,409.772,237.27,279.854,271.319,263.972,206.019,274.371,277.704,229.616,214.979,196.321,186.322,175.159,157.367
186.85,202.853,248.406,515.376,445.418,236.457,279.354,270.013,263.231,214.045,275.199,289.179,232.263,251.777,212.2,186.785,172.63,159.267
178.714,194.668,240.559,521.334,472.807,240.991,278.427,275.351,259.138,204.524,268.46,281.282,234.861,267.179,219.471,178.341,166.925,158.156
176.204,189.415,229.737,543.018,542.804,246.323,284.552,279.457,260.872,210.804,281.663,279.566,249.47,322.642,230.866,184.1,164.026,156.785
178.052,183.234,222.947,539.415,574.444,262.499,290.361,273.684,260.725,209.958,284.451,296.692,292.26,370.704,238.376,175.297,163.054,157.005
171.695,178.394,210.318,480.85,626.813,303.78,292.132,277.598,267.059,213.559,292.396,325.707,356.992,402.516,228.069,174.694,167.046,156.557
173.601,175.106,198.912,399.518,642.244,328.34,305.642,283.505,259.619,217.502,292.325,354.006,397.101,425.111,211.824,166.916,166.386,154.888
171.803,174.339,199.101,345.915,631.251,371.707,316.33,282.253,260.244,215.791,309.607,375.563,441.371,406.106,202.387,166.977,167.383,156.447
170.387,175.027,190.774,307.053,569.707,402.836,343.108,285.723,264.016,222.186,302.021,419.801,456.26,350.947,192.403,166.984,166.56,156.169
167.377,173.561,190.081,278.763,510.296,420.727,396.219,293.582,269.3,223.502,332.074,506.27,480.515,308.29,186.805,167.257,164.869,153.034
167.958,171.637,189.316,261.025,443.244,436.768,439.34,302.766,274.494,226.997,340.66,590.364,496.54,273.038,181.164,168.671,166.028,154.504
169.835,170.537,186.175,255.816,398.457,437.733,515.639,314.71,278.256,237.688,358.552,647.959,493.379,242.663,178.616,167.689,164.869,153.885
167.815,171.261,187.998,246.334,346.45,378.927,542.913,337.681,277.659,237.723,380.663,689.595,401.689,225.704,178.139,166.301,163.581,156.279
166.783,171.303,186.805,239.781,322.103,330.067,548.569,354.37,288.188,248.042,419.239,680.771,338.106,218.446,173.01,165.904,165.622,157.01
166.02,169.658,185.338,236.401,304.006,303.848,553.778,393.465,298.334,244.508,447.055,707.173,304.576,210.214,174.006,166.916,164.581,151.663
166.778,169.977,187.967,237.184,304.624,281.965,568.524,405.654,299.731,256.765,484.39,725.592,283.174,208.044,175.996,167.044,163.221,154.677
167.027,168.366,187.276,226.2,284.965,264.883,514.799,415.497,313.053,263.373,493.42,669.457,267.114,204.554,171.078,168.171,163.036,150.386
165.113,169.632,184.61,227.597,291.961,254.625,473.333,410.096,324.594,273.035,511.08,567.475,261.386,203.592,174.084,165.811,165.049,152.093
164.313,169.832,184.555,233.578,283.595,252.736,417.997,423.596,334.994,283.476,515.442,485.496,252.598,208.328,175.532,163.703,163.201,153.249
163.8,167.632,187.305,232.629,276.817,246.018,382.222,433.62,361.494,303.389,556.068,428.094,240.899,200.589,174.242,165.661,162.848,156.831
166.778,172,185.461,224.601,283.286,241.393,348.163,469.758,384.294,320.621,601.626,378.018,233.02,204.252,175.95,163.119,161.296,153.655
164.049,169.297,186.805,229.634,282.113,243.217,339.632,489.056,426.091,358.376,640.718,361.786,234.144,198.199,171.46,165.736,165.347,153.059
166.594,169.006,187.059,225.035,276.81,246.487,334.951,501.194,435.462,371.469,656.086,332.78,237.242,201.61,174.588,166.685,164.612,152.271
161.111,167.063,185.232,226.399,276.338,234.815,318.434,453.875,465.278,383.891,616.945,321.378,237.73,196.666,172.87,166.072,163.36,154.333
163.823,165.85,183.515,227.707,268.035,233.798,307.729,425.739,500.084,412.643,569.429,303.642,232.005,197.065,171.571,167.871,163.974,153.406
165.882,170.911,184.024,223.509,274.646,236.974,304.632,397.021,515.103,437.006,517.006,308.897,229.871,196.22,172.863,166.194,163.871,151.856
164.143,166.887,182.906,229.903,263.984,237.196,295.552,358.75,542.059,435.466,454.273,301.959,232.356,199.364,170.725,167.409,169.956,155.787
164.554,168.934,182.406,226.016,266.939,238.648,289.503,347.197,549.7,445.698,411.469,296.845,231.884,198.965,175.275,166.598,163.118,156.342
162.724,166.179,183.695,229.601,268.203,232.29,287.493,324.154,555.203,438.444,391.92,297.578,232.22,198.891,172.166,165.213,165.799,153.11
164.84,166.903,185.127,226.728,263.013,237.446,281.618,308.795,514.822,407.762,361.58,289.516,230.164,197.651,175.502,161.832,162.339,154.465
163.034,170.513,183.726,228.982,267.032,230.721,284.781,298.949,496.612,366.633,355.908,288.39,228.043,200.472,173.945,165.033,166.188,155.557
164.502,168.892,183.627,220.816,262.994,234.886,289.188,296.979,470.691,322.502,325.411,286.519,230.904,199.868,172.246,168.063,163.756,157
167.005,170.344,184.721,227.945,274.238,234.164,283.271,290.729,420.475,288.132,312.46,284.927,227.624,193.971,173.324,167.124,166.098,152.934
165.845,172.369,186.855,233.136,271.489,235.328,285.25,291.614,389.466,273.486,300.301,280.323,226.003,195.053,171.937,168.009,169.113,155.225
166.813,171.685,194.048,239.426,267.83,243.138,285.493,289.423,359.028,256.437,299.356,286.61,228.768,195.343,174.134,168.03,168.542,157.726
169.182,171.468,193.93,241.79,267.926,234.575,279.194,282.471,336.347,243.035,292.482,291.05,227.104,197.264,175.361,170.301,168.594,157.235
172.485,172.437,198.401,251.608,275.871,241.616,287.729,284.231,319.441,235.814,286.153,296.674,228.677,199.821,175.265,170.951,171.201,159.122
167.941,176.308,201.158,254.5,278.685,240.83,281.882,281.617,307.416,225.932,292.42,299.455,233.687,200.566,176.588,173.075,169.769,157.797
169.283,179.268,206.386,281.323,290.35,244.806,283.771,278.245,289.984,222.093,286.202,300.346,237.833,203.76,175.899,176.848,173.712,161.389
174.948,183.255,214,284.256,296.212,236.37,283.597,280.178,279.894,216.167,279.479,296.378,235.303,206.138,179.685,183.147,177.689,164.719
178.108,189.619,216.509,303.744,306.235,239.806,277.75,279.673,282.672,218.026,281.273,295.079,239.614,209.739,186.307,190.706,194.447,170.692
189.475,194.274,232.232,309.809,301.717,237.199,280.184,276.864,280.947,210.119,280.018,293.381,242.247,210.493,191.074,200.371,200.427,173.071
192.719,202.55,228.901,314.908,297.482,235.158,277.615,276.271,275.163,207.569,280.408,286.07,239.167,213.252,194.057,206.797,212.332,178.029
195.448,205.992,220.91,306.601,299.717,237.296,270.653,272.444,272.284,216.711,276.975,282.158,239.997,221.07,202.922,205.072,217.972,182
198,206.615,222.305,293.025,299.534,237.724,277.566,277.713,267.856,210.328,273.356,283.387,242.01,224.842,198.672,205.491,223.347,181.623
211.227,210.123,219.868,289.5,301.463,240.314,273.17,272.191,270.972,206.116,277.221,273.094,250.265,227.88,201.424,209.577,229.91,185.196
213.973,212.865,224.489,291.707,287.923,242.689,273.434,275.662,264.034,208.18,273.972,285.276,251.866,228.894,202.536,207.998,232.437,183.968
221.054,211.794,213.561,277.048,290.17,237.669,271.646,276.928,270.922,208.071,268.798,281.619,255.01,231.079,209.38,211.998,246.54,179.694
220.717,213.334,215.754,266.963,286.749,240.032,275.969,271.266,258.513,207.469,267.761,280.452,254.712,239.235,217.796,214.857,250.879,183.645
228.155,209.503,208.895,260.124,286.945,235.982,282.372,279.726,263.772,203.608,271.595,284.78,252.018,237.525,214.91,213.379,250.206,186.286
228.131,211.15,200.491,254.539,277.077,237.754,273.972,278.029,262.041,209.196,264.669,280.17,251.699,249.067,218.132,215.007,251.889,186.897
228.126,208.897,205.759,258.942,278.736,234.179,273.924,272.973,263.781,204.817,271.132,280.551,255.422,238.282,214.431,218.301,257.254,183.244
229.99,208.273,203.156,257.005,280.148,236.636,271.205,279.223,256.438,205.961,269.558,276.34,259.098,238.572,220.275,221.421,254.355,184.971
227.175,200.76,197.921,250.823,274.119,235.499,270.326,268.816,254.766,202.453,265.518,274.727,261.253,242.938,219.731,229.028,254.627,188.961
217.473,195.302,195.535,256.776,272.987,235.507,274.771,272.263,266.819,203.65,269.543,279.17,256.154,247.672,227.718,229.944,255.995,183.259
205.547,186.663,194.015,254.355,271.293,233.889,269.354,273.566,260.431,205.489,265.632,278.956,253.187,243.311,222.223,226.423,242.386,178.929
195.724,182.327,195.042,242.412,274.399,235.545,269.149,271.17,255.053,209.997,271.804,274.716,248.434,229.965,218.821,213.942,222.656,170.765
186.719,177.966,193.298,248.933,268.18,234.625,273.698,277.452,259.922,208.891,264.488,278.695,238.146,222.126,205.685,209.264,205.62,163.998
179.584,176.961,191.625,244.417,267.823,233.006,276.003,268.941,259.516,203.891,263.417,276.062,235.591,215.842,196.355,204.287,190.902,162.626
178.576,175.235,189.873,248.908,273.582,240.669,272.271,274.418,257.428,200.119,265.316,280.437,246.083,220.067,197.309,200.596,186.437,161.367
177.534,174.331,193.783,273.622,280.521,237.387,275.875,275.468,254.569,209.241,269.923,282.49,244.058,228.798,213.847,203.757,178.283,162.064
176.113,171.389,193.048,323.161,309.257,243.824,280.993,272.609,258.587,206.45,267.298,286.358,252.763,255.748,222.866,200.71,179.846,161.122
171.983,170.537,191.213,356.219,336.244,252.375,274.944,275.753,257.925,206.73,267.518,283.516,261.25,282.786,228.884,188.093,173.165,158.513
171.517,170.502,184.215,369.588,432.768,269.317,282.674,280.394,262.763,206.801,267.954,298.73,293.149,347.704,234.868,180.657,171.861,158.729
171.687,171.618,188.322,342.182,464.99,285.842,291.764,273.997,257.253,207.248,274.761,312.455,321.841,385.525,227.712,176.577,170.005,157.555
173.631,168.553,182.182,292.986,481.154,306.783,289.424,277.774,253.997,210.01,279.794,329.962,353.5,397.93,208.784,174.848,169.334,156.447
171.345,167.766,182.164,273.581,476.949,349.475,303.816,275.274,256.3,208.74,275.758,342.293,388.169,377.235,199.101,170.054,169.177,153.188
168.714,166.856,181.507,247.502,455.881,376.205,333.503,282.191,269.278,215.685,288.304,400.856,421.167,329.956,193.641,173.042,169.27,158.477
167.951,168.645,185.05,239.551,396.315,402.161,366.528,290.077,269.769,215.511,301.831,474.229,448.571,287.457,184.666,169.04,167.925,155.027
170.177,167.735,183.114,237.809,352.235,394.71,390.306,301.202,276.547,224.968,315.706,529.29,471.912,256.056,180.372,166.783,169.442,157.156
166.389,168.04,181.178,232.922,332.206,410.654,443.396,309.412,279.119,227.576,333.721,609.93,478.116,237.425,177.508,167.582,168.553,157.176
168.537,169.631,180.167,233.763,318.415,386.991,485.632,328.822,280.438,227.235,355.972,644.83,417.432,220.367,176.397,168.374,171.607,153.731
162.195,167.903,183.785,227.336,298.807,338.393,512.062,343.803,297.366,235.254,382.966,631.082,357.525,214.54,179.687,166.638,165.434,155.042
166.473,167.302,181.467,226.873,292.682,306.528,512.264,361.215,299.594,240.328,412.344,682.674,319.22,210.651,178.103,165.54,166.44,154.149
167.039,166.384,178.993,228.947,283.238,286.352,534.472,382.872,293.853,237.633,430.169,709.897,293.467,207.979,178.048,170.121,169.09,156.13
167.424,166.777,183.388,228.053,283.961,276.865,519.705,399.343,307.056,253.547,451.304,667.117,274.232,200.868,175.676,165.869,169.64,153.271
162.574,164.05,184.463,222.025,275.344,267.097,491.986,424.444,317.391,259.923,469.368,608.63,267.361,205.487,174.607,168.297,164.758,153.051
166.557,167.671,182.752,228.677,278.624,257.971,434.236,429.503,324.603,271.129,492.555,525.739,247.235,203.818,178.542,166.386,168.44,156.521
167.761,168.616,182.636,226.306,273.167,255.1,389.934,454.625,347.788,290.167,512.025,447.528,245.765,200.047,174.7,166.883,163.023,155.242
167.82,167.65,181.827,227.346,277.386,249.478,358.99,454.274,365.653,308.363,541.555,398.71,239.417,197.111,173.508,164.762,165.715,154.002
167.005,166.179,183.178,225.516,273.897,251.859,342.549,460.162,378.703,314.678,591.785,367.449,233.414,193.815,173.151,166.579,163.923,154.22
166.958,167.71,181.739,224.744,271.029,243.783,321.896,489.351,419.128,354.556,598.997,345.22,237.199,197.522,173.374,168.442,165.936,154.262
169.727,169.095,181.809,226.991,267.785,249.46,311.837,453.481,435.478,369.907,580.555,322.892,235.497,200.953,173.71,165.255,162.098,155.9
165.653,168.084,180.213,228.152,276.527,251.718,293.639,429.91,475.803,390.318,521.61,314.853,224.684,201.721,172.645,163.322,161.64,159.301
168.163,166.856,180.182,221.332,274.042,245.37,279.417,390.691,512.656,433.424,475.184,304.188,223.611,199.965,172.933,165.322,165.488,153.941
168.441,166.94,180.379,228.256,274.379,248.367,276.691,361.569,544.734,447.949,427.393,296.361,231.141,200.463,176.805,163.005,162.931,156.037
166.135,167.145,179.98,224.777,271.006,245.894,280.406,345.729,549.513,460.788,402.393,288.757,230.854,194.372,172.16,165.229,163.9,153.034
163.392,169.431,180.618,221.228,271.331,248.548,275.59,318.351,544.597,453.717,372.81,293.481,229.566,200.161,172.366,164.967,167.648,156.411
163.313,165.481,187.149,226.777,265.103,248.387,271.615,309.777,532.491,422.666,352.494,284.085,227.641,198.038,172.403,168.294,164.74,153.841
162.709,166.35,178.809,228.028,268.833,241.003,277.983,300.08,498.15,358.611,329.15,284.009,229.414,194.326,171.185,162.138,163.152,154.677
166.096,168.469,183.844,226.053,266.621,241.54,274.434,294.463,466.584,333.286,311.294,280.202,224.942,190.375,171.571,167.792,162.545,155.271
163.429,166.615,184.724,225.101,262.994,247.387,275.253,287.505,416.234,297.309,305.006,281.736,222.356,197.874,174.905,167.596,167.087,153.364
164.145,169.406,179.11,228.021,268.161,243.982,277.646,287.955,388.944,281.061,297.773,283.138,223.707,194.132,174.473,169.75,165.871,155.455
163.446,167.842,185.206,229.802,268.151,245.493,269.427,278.676,361.791,259.103,293.095,285.073,229.081,198.979,174.258,172.028,166.29,154.543
167.975,168.818,186.27,230.892,268.26,243.343,275.903,279.811,338.163,246.09,280.466,288.117,227.407,197.718,175.716,171.879,168.653,155.43
163.069,166.255,188.904,238.94,273.871,243.894,268.503,279.556,326.6,246.222,280.758,297.771,238.684,196.334,176.905,174.451,176.201,157.675
166.552,171.642,191.184,249.698,274.119,253.009,273.785,281.753,311.709,231.92,279.822,301.95,235.96,200.126,180.826,180.544,178.62,163.689
166.202,168.039,195.658,257.724,279.289,248.352,271.524,278.202,302.116,227.598,281.258,309.581,246.005,204.493,179.298,182.005,180.735,168.836
171.468,165.911,193.463,254.399,279.965,254.484,278.528,281.965,288.888,222.723,280,306.821,245.179,203.569,181.849,182.175,186.802,172.108
165.017,171.779,190.254,252.59,279.871,245.534,272.361,275.378,283.178,217.122,274.19,304.748,241.247,209.522,179.456,187.147,193.355,180.641
165.926,174.3,192.281,254.415,282.714,253.282,262.448,279.572,293.172,221.309,277.215,294.877,239.492,209.613,184.571,190.157,196.612,180.633
173.616,177.326,202.73,264.35,278.926,247.537,268.934,277.37,274.534,216.473,279.282,299.804,238.035,213.032,186.88,190.582,199.486,179.988
185.507,189.263,215.759,308.318,305.859,249.191,267.972,277.319,277.938,206.524,272.39,292.903,243.088,214.372,191.756,198.334,213.077,189.401
199.825,206.331,243.471,369.714,340.354,257.666,274.545,273.463,273.528,213.543,275.988,288.205,250.164,237.179,205.718,215.266,232.609,198.037
214.576,223.402,261.371,433.91,395.006,263.727,268.632,274.378,270.716,214.691,273.929,294.076,258.098,255.997,223.477,226.554,256.689,209.198
229.803,237.476,276.625,471.334,417.749,267.167,264.361,274.915,264.728,207.35,267.844,297.487,267.848,277.328,234.441,232.259,257.722,208.609
236.315,247.34,289.825,491.452,443.405,273.141,270.622,276.114,261.125,212.244,270.175,286.827,269.338,286.053,231.914,230.498,255.671,216.883
255.943,274.46,315.581,544.79,498.974,281.39,262.552,274.551,261.938,204.717,268.347,294.346,279.553,299.724,237.37,238.397,279.347,221.741
263.054,296.337,336.167,576.445,523.1,298.009,270.545,271.394,261.597,211.576,270.911,289.328,278.664,302.196,239.265,238.439,281.478,225.853
277.549,301.803,338.627,603.293,560.402,289.12,264.49,265.625,256.947,205.987,268.35,294.73,290.955,312.683,242.071,239.136,300.126,235.068
285.712,315.363,344.86,637.968,586.862,299.223,272.965,271.633,262.566,208.971,272.387,300.915,304.088,331.199,254.212,250.103,300.424,235.841
290.268,322.645,343.691,631.645,592.563,303.988,263.51,267.327,260.759,205.73,264.92,297.543,310.316,350.912,256.395,246.173,310.643,236.795
288.963,321.987,344.254,622.311,587.476,300.284,267.34,267.973,262.003,208.167,265.423,303.191,295.197,332.282,251.504,240.792,306.748,236.778
293.244,326.539,353.761,621.117,604.347,299.994,255.118,268.689,263.775,199.473,268.528,287.082,295.434,319.279,247.933,240.486,301.856,233.007
293.988,327.287,359.281,609.76,610.421,299.469,259.448,269.213,250.631,208.585,262.997,279.226,272.028,283.85,226.437,222.984,277.853,221.707
280.877,319.094,350.013,586.23,584.151,295.452,259.958,262.811,248.769,205.466,268.58,282.411,257.419,258.293,212.342,209.617,259.884,212.406
274.199,315.869,341.243,550.442,543.376,291.317,259.997,266.314,254.137,206.897,261.822,280.211,251.258,246.545,196.973,194.46,239.648,202.653
269.761,311.626,325.732,517.191,510.045,285.469,258.41,264.181,251.119,209.624,265.859,271.906,246.114,229.264,192.197,191.166,225.805,201.379
268.012,302.531,319.237,491.111,491.543,285.029,258.444,273.803,255.372,206.884,260.239,277.12,241.235,222.683,186.821,179.301,224.17,206.296
263.431,297.211,309.024,469.551,462.058,276.484,257.622,273.968,253.641,205.164,261.702,275.475,235.396,219.54,183.819,177.371,224.283,204.824
267.911,291.619,294.346,448.514,448.277,280,259.944,268.489,250.353,208.749,262.018,271.833,233.093,212.739,180.565,171.942,220.967,199.829
260.719,288.982,288.279,444.677,438.309,275.689,256.514,269.184,257.703,207.151,260.552,267.771,230.841,213.188,177.769,171.661,216.406,201.87
262.064,283.787,281.987,423.643,432.685,284.903,251.896,267.074,254.909,208.277,265.632,270.525,233.801,205.751,180.193,169.621,212.517,199.99
266.044,279.826,283.441,432.366,427.569,275.821,260.142,274.577,254.878,204.302,258.914,266.141,233.376,205.499,178.153,171.308,217.722,207.281
257.739,285.573,277.327,431.892,424.801,277.836,249.847,264.907,251.616,202.662,265.816,269.68,235.098,208.46,177.288,168.785,214.846,206.399
266.653,280.231,279.452,444.161,436.823,279.9,254.677,269.859,248.641,210.524,263.304,272.563,229.745,202.718,179.683,170.874,209.823,204.621
265.278,284.077,293.452,454.624,453.17,294.968,262.778,265.101,253.2,207.129,266.12,269.463,231.22,210.402,177.805,166.879,205.92,209.308
268.916,287.655,301.053,482.765,461.048,295.965,254.747,270.755,249.184,205.768,261.81,272.991,235.538,208.279,177.603,171.748,201.825,208.098
268.328,281.131,304.219,474.23,480.203,304.258,253.653,265.697,247.053,205.855,259.433,273.284,230.5,208.724,179.235,167.077,188.91,208.494
270.877,288.516,310.211,496.829,494.826,310.528,258.132,270.532,254.613,207.698,262.656,274.023,235.167,211.056,180.258,168.414,186.969,203.748
268.229,284.377,318.274,515.631,522.392,320.933,258.108,270.354,253.953,205.45,261.788,271.601,238.427,216.636,178.498,169.829,178.548,197.35
275.283,289.834,327.544,535.841,548.46,343.962,268.753,265.029,249.897,205.029,264.963,274.229,237.528,217.633,178.941,167.603,176.283,186.692
275.695,290.5,332.664,531.41,545.196,344.12,261.184,269.657,251.769,208.431,264.233,278.713,243.429,212.809,180.218,168.103,176.272,184.235
290.318,301.332,342.336,561.21,554.289,341.261,261.028,271.205,252.153,199.974,260.788,276.46,237.927,213.924,180.752,170.208,175.591,179.543
296.042,311.668,361.322,597.002,589.125,345.158,264.649,274.556,253.553,207.666,269.638,272.023,243.689,215.047,179.563,173.488,174.522,171.416
307.921,316.147,364.162,605.585,633.653,367.144,266.92,271.649,249.875,208.084,258.669,275.314,243.058,219.191,179.712,171.939,181.075,174.2
302.461,314.068,370.289,611.514,657.026,385.789,275.08,268.016,250.766,207.99,263.172,274.035,240.255,220.372,184.95,171.171,176.591,180.254
296.855,311.353,364.136,622.371,686.023,412.147,282.903,268.84,252.175,202.862,268.521,284.727,251.992,223.349,180.561,169.605,174.162,187.259
295.369,310.016,366.702,636.823,702.646,443.179,289.333,271.965,249.441,208.688,267.745,286.66,249.687,221.158,182.647,171.03,174.229,184.748
295.342,312.41,376.333,659.728,727.315,458.123,292.497,271.011,254.634,209.823,265.42,284.053,255.141,219.302,179.5,167.493,173.463,181.912
290.677,311.658,375.344,658.912,739.842,476.595,294.684,269.588,252.85,205.723,262.451,287.349,261.096,223.223,181.874,170.199,170.841,182.521
306.562,324.427,389.154,682.569,751.447,479.053,293.861,270.824,255.003,207.344,265.334,285.284,256.078,229.909,185.193,172.507,175.807,176.362
327.714,340.876,405.888,698.965,764.376,492.812,293.344,268.162,249.009,209.582,261.926,287.651,253.965,230.988,187.025,178.318,184.332,179.643
318.15,343.505,413.243,680.212,742.74,475.522,279.656,265.753,254.547,204.122,265.813,283.66,256.72,229.355,185.447,178.984,182.72,177.474
325.618,339.429,408.84,655.399,727.174,449.22,276.812,276.689,249.156,202.826,257.85,292.804,254.606,228.293,186.378,179.909,185.077,176.452
325.542,337.298,398.147,638.212,705.859,445.499,276.809,263.715,244.991,207.974,261.144,279.516,253.242,230.217,189.931,177.147,181.92,173.956
328.638,329.219,402.272,622.846,683.981,442.663,275.837,267.218,250.381,206.932,266.887,281.71,252.412,226.953,186.088,175.776,179.573,169.545
316.271,322.29,386.502,612.369,662.222,431.364,266.83,271.032,254.803,208.955,261.727,280.343,244.859,223.457,184.557,178.065,180.81,166.983
304.483,318.771,386.252,585.475,637.383,416.355,261.299,270.989,252.491,210.431,260.347,283.449,244.449,219.405,186.414,175.829,177.689,170.257
311.224,328.871,379.809,563.537,618.273,400.727,263.389,275.795,258.547,202.659,266.092,278.71,243.965,214.39,181.956,179.89,183.715,170.064
316.99,332.094,387.928,571.498,592.505,389.598,259.125,269.375,253.428,208.158,265.003,281.038,246.263,217.924,188.721,185.993,197.473,182.621
307.33,329.434,375.93,551.922,560.582,368.856,262.479,262.492,250.562,205.383,263.16,283.639,246.131,227.651,196.658,190.348,211.008,184.998
301.03,314.113,363.535,511.555,513.164,348.595,254.09,267.795,247.659,212.733,268.221,284.094,242.997,225.032,201.021,200.57,219.1,192.22
288.879,306.444,351.489,457.452,479.055,340.27,253.878,270.59,247.697,204.122,267.331,278.217,244.237,227.446,195.555,200.703,221.527,190.208
281.64,303.639,337.305,419.984,457.839,332.868,255.681,271.082,245.597,206.344,263.307,277.883,248.444,227.164,204.158,208.442,227.159,190.738
278.581,297.168,319.342,394.507,423.016,314.51,251.809,265.229,252.741,208.109,265.687,281.038,246.568,227.012,206.218,209.808,233.905,189.306
281.305,286,307.921,362.694,400.891,305.041,247.444,267.021,249.337,205.659,268.598,283.323,255.386,236.754,205.54,216.021,239.342,185.445
272.791,285.358,286.697,334.127,375.45,301.745,250.747,268.043,245.084,207.325,265.902,290.666,251.588,234.525,212.601,215.091,243.591,186.039
274.963,272.835,270.395,324.447,368.421,295.299,245.226,269.112,245.606,207.08,265.31,287.833,255.556,233.15,212.013,219.68,243.594,189.161
276.586,270.569,264.07,308.829,353.17,290.71,248.642,266.657,258.237,206.717,265.503,290.648,252.066,236.413,214.561,215.463,252.584,190.861
277.387,265.1,257.215,287.221,336.92,295.947,248.347,265.356,250.909,204.807,263.055,292.85,257.48,243.71,219.416,221.685,261.632,188.384
275.966,256.84,250.309,276.744,327,283.469,252.625,265.601,245.256,208.572,263.156,302.762,266.843,240.202,224.256,220.43,263.159,191.927
276.303,248.692,241.542,270.488,313.521,283.191,249.649,273.532,255.628,202.859,258.393,299.302,270.631,249.628,223.712,222.4,260.324,190.015
269.355,238.626,225.307,265.157,308.206,285.707,247.285,262.721,247.409,206.823,267.629,305.408,280.841,251.208,234.983,228.841,263.018,187.433
262.34,225.347,220.798,271.323,308.45,284.152,246.264,264.875,248.441,209.402,272.979,313.718,293.856,266.138,241.733,238.542,266.72,191.064
244.323,217.005,225.967,265.037,300.486,271.425,251.601,264.311,249.256,204.592,268.08,313.384,294.093,271.478,245.37,239.117,260.712,186.12
232.438,209.71,217.458,263.843,293.942,279.883,252.538,266.856,248.55,209.074,265.623,310.047,288.609,270.918,239.996,236.002,259.054,188.188
224.182,204.368,213.647,260.24,285.293,279.651,248.26,268.412,254.647,207.846,270.221,305.519,279.707,260.742,246.126,232.411,245.985,188.034
217.025,203.269,212.364,270.175,286.328,275.971,247.413,267.322,248.256,206.068,268.423,302.768,267.119,254.261,237.653,232.192,232.812,178.802
208.118,193.071,206.917,286.495,301.473,274.132,249.007,258.763,250.381,209.479,268.276,307.34,270.273,256.381,237.842,227.533,221.555,173.941
209.466,191.269,211.614,326.774,307.048,279.15,246.42,267.117,259.222,209.707,265.531,298.226,263.477,258.469,241.5,221.9,200.964,167.599
206.074,188.592,205.829,392.387,349.164,283.147,251.181,265.301,259.775,208.286,271.549,307.783,270.404,285.783,255.254,208.472,195.093,162.604
