T2R,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
164.581,167.868,189.101,236.931,266.286,281.531,234.688,284.864,402.669,313.357,432.518,296.938,230.073,198.05,176.658,169.315,167.342,158.149
165.862,167.74,192.757,238.141,266.55,288.358,230.125,287.056,397.5,310.704,426.411,306.886,232.263,199.924,178.103,169.388,166.195,155.152
165.268,167.715,191.046,238.645,273.01,296.211,232.941,296.697,401.559,311.447,449.509,315.364,230.884,196.364,177.307,172.033,166.889,156.562
162.468,172.327,190.689,242.023,272.775,296.006,237.135,280.904,370.038,298.965,436.006,320.748,229.114,199.578,174.139,171.016,165.483,155.604
162.874,168.706,191.086,239.037,275.92,292.892,229.833,283.864,357.419,282.83,407,306.848,233.629,197.279,176.643,171.523,165.692,158.77
163.665,169.403,191.649,238.818,270.322,295.692,232.792,279.242,363.028,288.633,413.982,311.026,227.707,199.141,176.319,171.801,171.967,154.484
166.576,172.118,194.844,240.737,273.518,300.51,237.51,280.848,337.672,266.711,401.034,315.27,231.265,201.877,174.567,172.834,176.774,162.227
164.527,168.319,195.382,239.447,266.122,299.833,231.035,278.372,328.391,253.672,412.982,314.381,227.583,197.798,175.76,173.175,178.599,172.032
164.702,168.074,189.467,238.94,270.794,297.988,229.524,275.665,311.606,246.277,398.834,312.774,230.765,198.343,172.328,172.939,179.388,178.489
161.308,169.108,184.752,231.212,262.569,302.152,241.125,288.396,293.769,236.994,398.739,323.545,229.644,193.431,174.937,168.231,178.38,171.518
164.554,171.048,185.998,232.627,266.746,302.73,238.41,284.003,283.666,225.428,389.764,316.161,232.313,199.109,178.368,171.97,174.447,164.597
162.325,169.118,187.25,234.859,271.842,306.733,247.83,292.346,281.788,219.486,402.377,331.015,233.189,196.501,174.065,171.551,175.257,165.743
165.108,170.068,186.757,238.873,271.865,309.689,268.052,315.771,266.462,216.868,448.064,356.971,229.596,201.842,176.821,172.451,173.049,164.049
163.244,169.306,189.077,235.498,270.186,323.786,287.49,322.098,265.134,214.322,443.825,403.868,247.275,199.809,172.668,170.967,173.206,171.802
165.687,169.706,184.779,231.85,280.273,328.123,323.99,298.774,267.675,211.965,411.613,448.302,249.374,205.616,178.374,168.883,175.165,173.905
165.771,167.902,180.539,235.758,275.35,353.317,344.149,288.67,267.362,213.106,379.81,506.589,282.545,203.792,176.832,165.643,172.738,167.45
162.796,166.853,183.044,236.744,279.621,404.912,350.181,281.168,263.575,209.37,349.457,551.648,317.129,205.727,177.695,170.364,172.478,164.65
167.436,169.037,187.447,238.878,290.016,446.695,360.66,272.888,263.456,211.559,338.874,597.484,347.515,206.598,175.473,168.126,172.936,160.614
167.414,170.532,189.621,242.472,299.01,519.372,372.076,269.21,255.456,207.836,318.276,607.944,388.5,211.358,176.057,170.886,172.033,158.046
165.167,169.424,187.419,253.804,333.781,604.287,357.972,264.269,261.275,206.537,312.083,597.358,436.836,210.716,173.718,170.28,171.949,163.279
166.865,168.237,184.939,258.839,380.257,695.179,349.156,260.851,260.081,211.309,307.736,569.607,463.071,225.419,177.399,171.53,172.044,158.022
165.379,168.155,186.162,260.751,427.695,786.414,314.594,255.436,256.022,208.077,297.35,519.182,478.934,228.434,174.779,173.645,170.267,156.408
163.421,169.258,188.11,282.06,485.797,796.947,294.406,261.952,255.222,210.826,299.54,460.868,485.422,248.27,177.38,171.182,167.373,156.215
165.818,169.302,186.732,311.965,598.421,732.079,275.847,258.165,254.269,206.566,294.561,402.282,436.258,277.654,183.563,175.827,166.473,157.286
165.103,169.115,192.018,348.217,690.887,666.845,261.156,251.721,258.4,211.977,297.601,368.716,388.753,310.399,186.496,172.972,167.995,155.09
161.53,169.453,194.818,371.32,743.704,573.883,243.347,252.511,252.203,207.286,289.972,344.537,336.795,335.223,192.168,175.911,171.805,155.262
163.963,168.047,203.463,449.242,716.238,505.903,241.476,257.144,249.656,206.145,285.46,320.334,298.495,324.742,211.977,181.974,165.584,155.235
166.783,169.694,212.465,545.91,645.45,450.487,235.122,256.739,246.378,206.518,278.181,317.182,268.515,294.311,225.676,183.474,170.219,155.012
164.017,171.316,233.566,577.357,503.154,399.587,234.75,253.21,246.2,208.379,271.012,301.493,253.831,248.455,240.716,196.348,173.992,155.098
166.547,176.14,253.287,530.263,441.949,376.317,229.024,255.838,252.025,202.945,280.745,308.132,239.505,231.34,228.889,211.911,178.933,156.484
165.599,181.673,269.61,448.221,392.637,358.191,227.316,260.043,246.847,207.678,272.911,295.238,240.316,217.235,215.63,227.53,174.985,155.873
166.03,189.563,258.871,372.97,359.428,353.745,227.351,256.638,245.413,200.932,270.635,295.654,234.995,214.85,203.695,222.442,182.512,156.122
167.672,207.487,236.682,331.862,340.096,344.578,226.854,258.957,240.409,199.836,272.84,285.557,234.662,209.396,188.273,208.848,199.979,158.731
168.835,218.235,225.445,297.675,326.177,332.663,226.066,255.803,245.55,202.579,276.187,288.513,237.508,208.642,187.134,198.699,210.566,163.218
171.074,211.739,213.542,282.742,325.926,331.455,222.955,251.122,248.131,202.891,271.893,286.815,234.116,208.067,182.059,186.11,211.154,162.076
173.074,197.547,201.605,283.23,314.363,326.431,223.642,253.934,250.462,202.788,273.656,284.721,229.437,201.742,180.324,177.951,199.874,164.672
174.365,190.345,197.327,273.355,317.055,317.774,227.257,262.532,251.856,202.482,264.528,285.1,232.053,199.199,181.109,177.376,189.728,162.357
170.443,180.863,198.022,266.44,304.64,318.824,222.951,253.141,249.337,198.096,274.69,279.296,227.801,204.716,181.492,177.621,182.422,159.555
168.453,180.079,192.936,272.818,304.621,316.522,217.712,257.503,242.363,199.421,270.298,281.522,228.172,203.094,177.643,173.715,176.414,156.822
169.828,177.921,197.072,270.94,301.18,312.739,227.67,254.981,247.425,198.444,269.571,277.569,226.679,206.76,177.647,180.082,175.183,160.342
168.143,177.89,201.292,264.244,302.132,310.862,227.719,257.867,244.391,199.395,270.196,278.302,225.081,205.334,178.792,177.421,176.165,160.007
165.264,176.126,195.842,263.525,292.315,304.545,225.184,260.46,245.034,195.145,268.638,281.592,230.073,197.959,177.324,174.154,176.018,156.046
166.562,173.013,191.252,262.677,295.479,304.273,231.309,261.205,245.212,198.83,272.393,280.434,226.157,199.129,179.162,177.227,173.314,155.027
167.99,171.608,192.25,262.629,292.727,294.117,230.927,262.412,246.522,191.318,267.064,273.906,226.232,199.217,179.08,174.409,173.571,156.804
163.18,173.379,194.25,259.194,295.871,295.493,235.649,256.838,249.166,195.444,272.218,273.956,227.596,201.287,178.399,175.972,173.725,156.369
168.85,177.437,193.294,260.406,298.328,291.903,227.215,257.891,246.806,197.209,267.788,283.029,222.235,201.877,176.624,170.904,174.632,155.78
165.138,173.508,194.112,252.477,290.074,293.977,227.809,260.75,247.747,194.569,262.58,275.091,223.944,198.431,175.697,171.778,169.681,157.575
166.207,170.05,191.45,255.608,288.63,287.501,227.149,265.532,240.131,191.849,268.064,272.921,221.639,203.592,177.179,173.537,164.627,152.592
166.616,174.232,198.491,253.574,289.267,292.707,229.413,261.383,245.234,194.17,264.647,280.959,225.177,198.425,176.639,170.652,168.594,157.117
166.495,177.018,199.175,261.479,286.473,293.663,228.924,258.848,243.084,192.994,271.506,275.328,227.253,200.17,175.542,172.605,169.422,156.012
169.594,178.635,192.579,256.392,286.617,300.223,225.003,262.311,246.238,193.833,266.678,274.592,223.429,200.293,175.947,173.203,172.807,158.939
168.808,177.998,195.866,257.288,286.257,292.968,230.58,262.186,246.597,195.232,268.469,275.991,223.106,198.308,179.185,176.967,173.792,160.156
169.177,174.785,191.41,254.641,283.875,296.575,226.24,257.005,244.65,196.341,270.89,275.455,223.538,196.745,174.036,174.336,170.977,160.176
163.672,171.219,193.68,252.088,281.981,291.065,228.76,254.856,243.947,198.312,269.834,267.889,227.129,193.44,177.387,173.82,173.892,159.372
169.483,173.539,187.923,257.694,271.502,297.003,223.99,262.686,246.256,195.727,265.589,273.73,221.619,196.51,173.33,171.222,170.141,158.447
164.291,173.413,191.309,251.546,272.463,293.232,229.611,260.878,242.778,196.916,268.344,274.056,222.444,198.396,176.542,172.231,175.159,160.43
169.576,175.384,195.035,247.986,276.431,285.501,228.764,262.394,248.628,198.974,267.699,273.287,227.162,197.484,175.534,171.129,171.463,160.65
166.581,174.137,194.684,249.311,272.138,292.724,224.302,263.689,245.681,196.637,268.868,266.935,224.5,201.557,173.956,171.033,172.702,162.279
170.148,174.998,196.046,249.576,280.926,292.308,231.056,256.237,242.675,197.621,266.555,270.543,225.861,200.76,176.376,169.848,173.874,161.839
167.845,173.474,192.548,249.714,279.277,283.774,230.889,263.662,242.778,196.026,269.199,277.463,221.846,196.842,175.639,172.488,170.851,159.665
167.517,172.547,191.362,246.454,282.302,292.287,228.441,263.843,243.65,197.486,268.506,271.754,223.525,201.625,173.914,169.614,171.329,161.252
170.222,174.139,193.98,242.622,271.891,292.531,229.479,262.625,246.712,197.125,262.607,274.545,222.876,202.625,176.118,170.168,173.522,160.252
174.219,172.331,188.079,238.919,278.257,287.463,225.792,263.005,246.409,194.949,261.061,275.006,223.684,198.695,176.826,169.624,169.859,164.215
173.342,175.848,192.502,246.316,271.987,283.551,228.438,268.253,247.706,193.164,266.574,269.431,222.54,196.258,170.345,173.75,168.951,167.907
172.562,172.15,194.425,241.733,279.161,293.698,233.26,263.061,254.441,199.675,269.96,268.73,230.732,194.252,175.597,168.159,170.229,161.044
178.108,179.376,192.763,246.836,273.604,287.836,228.604,263.503,251.319,198.534,273.199,268.021,221.48,202.848,173.634,174.1,179.656,167.183
184.185,188.663,198.309,253.816,271.289,277.806,229.306,266.154,251.869,201.048,277.666,273.886,225.717,199.622,175.592,172.998,183.707,179.9
216.313,211.453,220.805,298.774,300.534,293.132,225.059,263.816,245.725,199.228,272.187,273.516,226.46,204.384,181.021,185.227,203.995,188.32
229.884,237.506,256.116,385.76,370.633,298.287,230.295,260.83,248.169,200.386,270.245,281.34,231.106,220.07,196.462,196.105,223.627,200.176
247.791,265.9,281.355,478.774,466.257,325.358,234.913,263.269,249.209,196.672,271.169,279.243,247.376,245.889,214.905,212.61,247.357,208.474
260.34,296.558,315.95,577.507,581.238,358.375,229.059,258.766,254.303,199.566,271.233,286.164,257.914,293.695,238.029,221.818,257.571,222.418
274.941,316.431,339.939,646.012,638.19,385.103,235.993,264.912,249.219,199.884,272.871,295.108,274.952,312.903,250.013,237.439,282.316,225.868
282.926,330.345,352.594,704.265,705.264,419.238,236.042,264.093,244.794,201.338,269.049,303.065,287.109,331.783,258.763,247.248,285.761,229.78
291.667,329.794,356.033,687.689,720.309,418.05,232.882,260.686,246.203,198.505,273.589,305.419,293.96,329.085,257.62,240.166,279.19,238.988
271.618,320.602,341.774,649.855,678.63,407.777,229.406,266.795,249.753,200.997,274.025,297.311,279.414,310.258,251.866,234.921,272.404,225.897
279.729,316.045,334.112,622.617,670.585,376.95,234.694,267.569,249.722,196.63,274.368,293.114,263.265,287.897,232.532,219.36,263.725,219.472
276.219,312.365,332.625,578.726,634.183,364.411,237.878,272.689,247.369,196.791,261.721,287.422,255.896,269.654,223.742,216.327,254.563,209.822
284.212,335.079,352.564,637.887,627.527,374.457,235.757,262.723,249.575,200.781,265.779,288.842,259.818,277.839,224.954,221.362,259.085,213.526
302.397,346.881,367.421,694.797,704.363,404.135,237.229,273.803,256.566,196.415,263.883,294.595,281.301,302.528,248.372,233.327,286.717,225.154
306.52,363.221,380.478,694.668,714.833,411.883,244.642,272.298,249.459,200.331,267.199,308.196,298.389,330.757,255.536,236.124,286.049,234.572
305.389,356.384,387.493,719.399,717.92,434.569,235.938,268.904,248.581,197.997,268.81,318.645,303.907,336.217,265.725,241.409,294.869,243.839
318.49,360.819,389.684,724.507,729.939,424.575,236.385,270.436,250.681,193.814,275.104,311.035,306.131,345.698,273.088,248.178,302.077,242.291
314.099,369.269,396.86,727.864,744.315,442.516,243.653,270.989,249.091,199.267,279.206,318.46,315.384,363.801,267.397,256.463,311.964,242.682
316.128,367.052,403.526,729.857,736.836,457.179,241.642,267.66,247.978,204.83,272.926,322.343,308.765,349.71,262.529,250.035,302.604,245.408
319.953,374.015,407.807,729.159,723.913,445.765,236.281,271.226,248.491,198.887,261.043,323.516,292.376,339.61,260.538,245.488,302.288,236.303
333.167,380.156,415.669,733.191,706.338,453.059,239.035,264.774,249.153,201.714,267.933,305.977,292.596,320.906,257.361,240.175,296.149,235.457
333.025,375.903,407.202,714.539,700.029,439.968,236,271.705,248.5,200.952,270.132,301.894,283.343,308.909,241.905,233.771,283.882,227.934
324.687,370.953,396.193,668.477,650.939,434.46,229.444,272.888,253.044,205.215,266.61,311.261,270.303,285.305,229.279,224.993,276.416,215.21
323.204,369.426,407.428,666.523,644.955,430.199,231.531,272.011,250.359,202.199,269.555,289.698,265.606,264.258,218.666,207.318,254.581,206.225
320.961,359.935,408.886,663.442,644.421,438.117,227.649,267.777,248.556,200.264,268.267,291.695,255.621,254.323,208.658,201.294,242.964,209.638
330.355,376.082,401.25,676.733,647.916,431.202,230.212,268.548,251,202.457,266.859,278.868,250.22,244.284,200.775,195.836,232.956,202.438
347.776,376.202,406.353,687.682,639.717,441.836,227.962,264.862,244.247,202.621,273.037,285.566,250.778,236.238,199.882,189.437,219.702,197.474
350.219,372.8,400.763,649.088,624.116,427.886,236.17,267.404,244.216,198.093,262.429,280.78,250.265,231.387,193.832,184.269,204.638,184.653
351.315,373.398,390.693,655.355,619.891,430.757,237.153,270.106,245.341,200.347,267.813,282.475,246.838,222.308,190.916,180.605,196.959,178.619
343.874,360.584,380.921,633.724,616.563,445.199,234.226,272.197,252.228,201.334,268.574,279.762,247.449,221.185,189.519,175.271,191.005,179.643
331.751,354.479,385.507,630.622,606.193,440.595,239.861,268.407,252.381,201.698,274.758,285.202,247.184,219.886,186.284,175.843,188.802,178.469
330.443,347.61,379.406,618.958,582.376,426.009,234.674,271.968,249.894,200.695,266.236,283.578,245.841,219.472,191.721,175.458,179.781,176.198
345.296,354.395,378.029,603.606,571.614,430.276,244.142,273.016,252.116,197.698,272.442,291.915,248.545,217.455,188.805,176.771,182.591,173.513
359.961,365.118,394.125,627.458,585.547,422.636,242.75,275.684,253.056,200.277,268.494,290.311,246.189,225.179,191.956,180.542,193.373,181.836
344.855,381.605,416.654,684.62,636.318,453.651,241.844,269.973,246.169,196.714,272.031,285.422,254.667,237.396,203.09,192.869,219.956,195.181
359.608,383.866,425.329,720.272,700.206,481.607,243.903,269.471,250.328,201.46,275.166,294.317,279.753,263.352,217.254,209.203,241.825,211.721
351.283,390.376,434.638,714.622,712.18,492.455,251.639,268.096,244.325,200.19,279.718,308.657,289.051,277.66,231.107,213.098,257.131,221.572
346.712,385.6,423.537,701.806,691.498,465.343,247.663,271.537,246.144,201.399,272.531,308.592,285.73,284.182,229.847,215.056,264.841,224.956
336.111,370.482,414.05,686.553,667.64,462.836,254.941,269.106,243.572,201.45,271.985,317.029,290.899,285.504,243.561,224.019,270.267,221.9
316.049,354.302,388.081,624.977,622.35,434.507,247.688,270.598,254.684,198.296,267.187,310.601,274.331,277.082,240.863,226.5,272.661,228.694
293.172,334.494,357.193,589.108,579.669,417.839,244.705,270.745,248.028,199.357,273.485,316.663,273.889,276.683,242.487,230.514,275.18,234.455
269.414,314.469,342.925,527.938,555.428,405.548,235.847,267.215,247.222,199,268.58,315.806,265.402,278.528,235.208,232.334,272.123,219.973
265.732,322.356,342.147,515.24,512.949,404.053,249.295,264.053,247.803,198.232,274.377,310.021,262.222,252.815,230.395,230.783,267.779,205.655
272.493,310.318,343.943,514.429,517.19,392,246.531,268.625,255.606,196.598,266.899,302.49,264.013,248.601,220.601,222.787,266.483,202.606
287.022,318.023,335.465,502.733,502.797,397.845,239.885,275.46,248.234,195.614,269.172,306.226,257.528,243.61,214.62,224.521,264.627,211.77
273.663,306.581,318.546,479.696,494.817,397.941,244.253,270.362,252.988,197.35,277.282,307.736,257.535,242.883,214.298,219.951,263.869,220.362
262.037,285.008,304.68,445.419,464.666,374.616,246.25,273.269,254.522,203.723,272.543,320.754,253.793,236.821,214.565,212.991,261.031,218.976
246.924,277.602,285.636,428.645,454.006,369.633,240.396,273.082,249.091,199.277,269.709,311.041,246.497,232.006,206.113,214.82,249.527,209.555
242.889,274.81,288.404,421.124,433.334,361.455,240.799,273.777,260.125,199.942,277.788,311.507,247.255,224.431,205.21,213.367,254.763,197.665
239.663,277.874,294.32,411.256,417.158,351.575,244.045,268.218,261.491,204.727,276.85,309.067,241.972,220.994,199.204,208.689,240.799,192.736
242.874,281.373,287.009,392.668,410.01,335.035,239.569,269.157,276.791,207.566,283.405,308.352,244.76,217.903,195.912,207.717,253.54,200.963
231.217,263.427,265.3,365.452,386.907,327.37,237.771,270.867,275.528,213.215,292.107,310.525,238.732,215.589,196.471,203.465,247.026,219.645
223.394,247.294,247.662,344.982,367.736,322.754,245.451,274.338,279.025,219.621,298.095,308.32,239.402,207.868,193.794,198.357,241.763,211.528
223.466,233.237,243.504,333.415,345.228,310.399,249.184,280.447,297.888,226.09,305.086,312.886,237.308,208.455,190.206,195.105,239.116,199.181
216.36,233.747,238.393,321,348.013,305.897,251.5,280.766,304.656,245.277,328.837,314.27,239.217,205.883,187.588,193.215,227.229,185.941
219.054,231.642,233.669,307.092,341.833,305.238,252.257,291.997,324.803,256.669,353.258,314.264,235.121,207.589,182.557,194.65,221.643,182.235
217.815,227.687,228.156,295.546,329.466,297.117,252.142,293.851,353.219,275.322,374.27,324.381,232.677,205.103,178.187,187.206,219.373,179.924
211.729,222.977,222.237,287.929,327.199,298.472,255.771,301.939,369.781,293.206,395.11,325.493,232.646,199.842,183.429,185.687,211.645,177.235
206.49,215.968,216.136,286.797,319.174,298.455,257.337,302.957,374.425,309.338,403.752,328.035,227.922,201.088,184.752,181.343,205.414,173.078
206.278,209.676,218.542,283.24,315.987,287.897,254.979,296.189,385.291,316.64,410.936,327.68,232.765,204.9,180.708,181.537,201.285,169.589
201.911,206.882,220.542,284.873,321.817,289.977,260.128,307.213,394.303,320.109,435.653,331.692,232.169,198.038,179.279,185.229,198.776,166.846
210.744,215.505,217.561,280.588,316.37,288.73,259.708,305.394,410.675,326.997,437.083,335.836,233.343,202.548,184.964,183.407,199.902,166.804
203.732,217.26,217.555,280.336,307.73,281.015,266.094,314.713,424.819,341.646,471.88,341.613,232.783,206.088,178.237,186.002,201.681,167.57
202.778,211.566,211.912,284.885,313.023,286.044,269.021,310.465,410.112,338.965,483.84,350.959,232.313,202.865,174.359,181.731,194.098,166.949
200.988,204.419,212.577,277.843,307.476,278.455,267.899,298.287,370.938,298.164,416.721,333.739,234.288,201.431,179.147,181.619,187.697,166.027
198.635,203.297,212.103,280.627,305.691,271.059,267.927,294.976,349.434,277.958,392.031,325.894,233.402,201.71,178.563,181.491,192.041,163.093
199.116,216.247,221.088,283.122,312.987,271.038,276.667,297.585,337.45,271.723,382.037,328.938,231.879,198.792,178.628,180.829,190.195,164.892
209.929,225.326,215.471,282.041,317.971,271.135,278.878,292.173,323.316,265.26,386.38,325.472,233.588,199.604,174.118,179.196,197.105,166.225
208.276,225.208,213.189,283.341,316.341,274.117,271.122,294.769,300.931,255.559,366.718,316.009,239.586,203.821,175.118,183.117,191.697,167.24
203.027,220.189,210.906,284.182,312.537,263.968,272.427,283.077,297.194,238.354,336.656,312.073,229.533,201.598,175.567,177.488,187.445,163.707
199.805,213.937,205.368,282.774,302.135,266.519,269.674,277.894,292.112,233.441,327.549,306.997,225.997,202.287,175.937,178.668,187.015,161.545
196.534,207.824,205.928,275.765,297.688,263.32,266.378,277.386,279.312,224.572,315.337,301.965,227.159,198.604,178.8,176.484,181.206,161.922
193.938,211.144,207.079,277.078,301.601,257.833,267.469,275.303,275.497,221.717,314.828,291.252,230.917,198.07,174.013,178.402,181.231,158.675
196.549,214.832,202.86,280.998,304.437,264.46,271.09,274.894,269.05,217.502,304.043,296.073,222.146,198.32,176.926,173.32,181.527,165.736
195.626,212.626,205.461,281.901,299.17,261.047,264.326,283.197,269.331,217.99,297.074,293.889,224.626,200,177.483,175.881,181.111,168.235
195.783,211.316,199.632,275.007,303.727,257.085,265.816,273.963,269.075,212.711,292.653,296.683,231.649,197.258,174.84,172.063,184.802,167.215
188.357,209.102,199.936,271.926,298.016,245.249,272.163,278.59,267.134,208.852,287.147,287.191,227.242,200.103,175.664,176.119,180.057,164.054
204.365,206.976,197.897,272.424,296.987,254.707,278.444,281.404,260.756,209.971,287.156,288.551,232.497,198.065,179.122,173.743,178.735,164.626
214.091,201.376,197.092,268.343,300.614,250.457,267.483,275.766,260.594,207.096,292.767,285.05,226.23,200.707,175.145,171.304,180.17,172.535
205.741,196.035,193.605,266.147,291.45,249.408,270.861,271.497,258.719,204.315,282.39,275.815,227.402,199.223,171.603,169.514,172.08,164.504
199.564,193.556,194.357,266.369,297.402,244.39,264.49,272.729,263.462,204.643,286.233,285.607,225.659,197.93,173.036,168.346,177.414,168.978
192.232,195.835,193.134,255.578,293.904,241.179,270.021,280.702,263.862,205.559,282.816,278.985,228.73,193.821,171.42,168.229,177.635,165.824
193.591,193.874,195.41,258.267,283.907,242.654,267.295,270.604,255.681,203.476,277.377,278.047,223.485,195.965,173.786,167.909,179.144,160.531
186.232,190.569,191.98,254.392,280.061,239.686,274.896,273.936,255.909,205.797,277.917,284.182,233.972,198.481,171.655,170.654,177.841,163.54
187.271,188.7,193.577,258.952,288.215,241.246,268.531,273.016,258.503,201.447,275.509,275.334,224.455,194.364,173.992,168.182,173.247,156.631
185.929,187.492,190.099,255.023,287.232,241.674,279.538,269.117,260.572,200.875,283.273,274.554,227.116,199.452,174.462,165.035,170.871,160
185.451,183.66,193.143,251.21,282.113,243.543,279.222,274.043,257.709,194.601,275.62,279.199,225.773,189.522,171.368,168.388,171.288,156.709
181.658,179.974,193.956,252.949,291.531,238.299,275.806,279.388,265.4,193.736,276.822,281.182,223.581,197.724,173.263,165.671,168.828,157.044
179.416,177.877,191.886,251.998,283.45,238.982,269.774,274.67,254.547,193.151,266.233,275.892,219.379,192.352,170.945,165.175,166.959,155.856
176.631,180.521,186.094,250.454,279.27,237.405,266.146,278.013,260.525,197.151,273.905,274.821,225.97,192.877,174.292,164.75,164.817,155.738
175.714,177.205,187.689,247.889,276.842,240.589,267.528,278.375,250.788,198.836,271.163,277.777,226.043,193.578,170.983,166.986,165.828,154.567
175.8,176.226,186.092,243.661,280.916,238.029,273.726,275.968,257.181,197.093,268.635,274.894,224.144,199.17,172.296,166.423,162.707,157.638
175.217,176.976,187.721,248.47,271.762,233.431,273.375,273.008,256.047,198.814,268.089,279.765,222.444,196.457,170.088,166.797,165.913,154.186
174.17,175.55,185.91,239.802,278.177,236.308,269.778,273.279,251.991,196.01,274.819,274.484,226.977,190.842,173.384,163.343,164.586,152.702
173.419,173.624,189.95,243.671,277.672,236.352,270.191,267.92,257.994,193.968,269.132,274.481,219.452,199.287,172.382,163.54,163.496,155.357
174.963,175.213,185.101,248.313,274.489,231.012,273.66,275.609,260.975,193.534,272.899,270.812,223.551,198.343,174.126,164.589,165.576,155.623
172.975,171.768,187.586,243.988,276.524,237.27,279.361,270.428,246.906,193.412,266.485,272.041,223.952,197.49,172.733,168.451,166.131,152.765
170.793,171.644,185.732,236.449,277.711,230.07,271.354,274.968,252.519,190.637,257.368,273.927,222.657,192.683,171.483,162.797,160.684,153.421
172.244,172.874,187.873,241.012,278.804,240.065,273.99,274.269,254.188,195.749,271.206,278.61,226.475,199.862,173.454,166.699,163.211,155.122
170.936,170.034,183.776,235.864,275.412,237.889,276.243,276.519,248.416,192.469,269.061,278.853,223.571,194.968,172.792,165.339,163.321,154.105
171.626,170.998,186.928,239.373,265.585,234.39,281.562,271.064,248.544,194.887,268.988,276.173,227.995,193.449,170.483,167.509,165.622,151.963
171.357,170.739,182.456,232.912,264.305,232.628,273.503,269.54,249.113,193.884,273.16,278.032,224.684,194.126,172.763,164.792,168.671,153.384
187.773,172.937,183.807,238.221,267.81,233.654,279.785,274.17,258.431,193.855,264.227,277.372,224.139,194.551,171.08,166.689,171.057,161.086
198.98,173.897,180.748,236.076,270.084,231.067,282.083,272.734,251.3,191.932,275.5,271.276,225.902,188.566,171.37,166.533,169.938,163.1
189.712,173.427,182.616,238.021,273.81,231.378,283.267,273.33,250.756,192.598,270.604,276.293,223.556,192.109,169.702,163.341,166.136,161.768
183.852,171.515,184.456,238.196,267.949,234.701,276.917,269.888,248.353,195.161,267.472,272.968,220.303,197.29,171.032,166.379,171.406,164.927
181.187,172.589,183.189,237.039,270.74,230.959,281.017,264.981,255.953,195.54,267.745,276.531,221.199,194.223,172.597,163.822,163.427,157.91
177.914,174.044,188.246,232.062,266.836,230.466,284.017,270.801,249.35,192.672,262.712,278.029,220.525,192.37,173.565,165.699,169.368,155.919
174.576,173.153,184.362,237.541,260.235,229.613,282.403,276.63,249.522,196.653,264.736,272.827,226.997,197.434,170.447,165.85,166.568,156.112
173.323,168.613,184.395,236.403,277.312,230.282,287.649,272.585,253.628,192.656,267.015,277.463,224.914,195.856,170.981,164.194,165.65,153.939
169.734,168.953,183.154,236.166,270.836,229.015,282.597,279.729,249.722,194.119,269.853,278.915,226.907,197.672,171.805,168.157,163.776,154.152
170.788,167.127,181.445,236.06,261.373,224.924,284.955,277.189,252.725,195.65,268.561,278.22,223.778,195.27,171.269,164.479,168.889,154.487
170.919,168.411,182.329,229.988,261.531,222.367,290.052,270.734,250.984,195.868,258.196,272.54,223.134,196.716,170.708,163.421,161.537,155.848
169.768,168.032,186.195,239.767,263.514,217.504,290.424,282.931,250.566,197.222,261.577,272.056,225.253,202.689,170.966,164.738,162.648,154.218
168.835,170.006,182.171,232.848,259.785,216.798,289.931,273.965,246.072,191.884,256.844,270.63,224.225,199.504,172.345,164.278,162.272,157.643
166.436,167.645,183.09,233.263,269.582,219.258,289.726,281.122,248.281,197.932,262.693,275.862,230.545,196.633,172.252,165.077,161.614,152.403
165.187,170.045,179.939,228.862,262.743,219.015,296.562,280.29,253.281,193.579,258.837,266.874,224.841,198.261,169.868,163.85,159.139,154.912
166.502,166.808,182.542,228.71,261.125,215.848,289.993,271.519,251.95,197.444,262.994,272.589,222.051,196.889,172.254,164.051,160.463,151.149
166.709,169.631,180.829,226.949,264.723,216.545,296.094,274.223,250.675,205.826,258.463,276.592,224.048,195.554,172.58,166.631,166.856,156.105
163.313,167.929,179.706,232.399,259.405,215.736,290.184,271.718,247.938,191.781,257.512,274.452,223.722,195.428,173.542,162.64,160.38,154.526
168.628,167.211,179.261,228.984,259.232,221.493,297.764,270.699,247.275,199.286,264.245,277.073,226.907,197.625,171.752,167.577,165.201,153.751
180.626,170.453,177.901,231.26,258.746,213.853,292.052,273.33,244.778,196.1,260.141,273.677,222.672,194.818,169.086,166.313,167.692,156.32
192.155,174.295,183.877,230.954,260.482,216.202,290.302,272.582,251.222,198.315,256.414,278.367,221.578,195.545,172.542,166.925,169.355,163.672
186.82,169.355,179.928,230.705,259.569,217.988,293.99,274.79,246.431,197.08,254.239,277.724,225.091,195.085,173.7,168.696,169.314,166.638
183.414,169.797,183.443,231.571,258.235,216.569,296.587,279.362,246.697,197.865,259.086,277.302,227.394,199.082,174.359,162.864,166.607,161.599
178.833,172.379,187.048,233.362,256.907,218.135,302.434,267.407,251.759,203.743,259.172,276.771,225.174,198.144,172.401,164.259,165.519,160.751
177.554,170.395,183.447,237.138,256.961,214.015,297.785,273.106,250.922,200.042,262.896,277.311,226.386,200.056,171.124,161.696,166.491,159.746
175.665,169.913,184.171,233.35,260.884,216,297.049,273.532,249.784,197.254,258.712,278.457,222.997,194.628,170.258,165.867,165.514,157.095
173.764,170.181,181.39,228.62,257.637,216.129,289.469,280.854,254.087,197.862,250.156,271.85,223.235,191.927,173.83,165.769,166.357,162.142
