T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
171.279,232.255,276.848,421.145,615.588,772.4,351.047,452.372,242.613,207.443,249.285,310.822,591.264,625.202,348.204,211.654,189.997,199.103
173.477,232.899,283.718,452.389,676.226,694.457,320.685,457.575,242.042,210.579,249.159,295.293,559.075,702.362,374.04,207.583,187.468,196.272
169.482,237.525,304.163,522.975,700.718,625.978,298.547,442.29,238.929,208.337,247.915,278.727,505.642,783.344,415.589,205.652,190.788,193.272
170.872,240.233,314.494,582.578,696.101,560.417,281.311,447.202,241.055,204.189,250.112,266.936,469.814,811.976,478.281,207.791,190.234,192.73
168.141,244.48,323.533,717.449,659.428,497.461,275.423,443.779,245.573,209.989,246.651,263.578,413.606,786.32,562.166,209.779,187.644,189.156
170.882,250.294,346.743,813.385,601.037,446.132,263.916,437.546,245.44,204.731,254.337,253.362,372.597,728.078,631.993,212.224,189.947,191.382
172.368,259.559,368.109,918.295,524.879,418.614,267.858,445.039,231.639,208.174,245.965,256.085,348.957,621.301,726.796,223.213,186.41,187.364
170.374,259.715,406.591,919.486,444.932,377.368,258.459,444.593,234.642,208.559,243.043,251.247,333.585,537.974,723.666,230.837,186.873,188.337
171.736,272.877,480.975,855.101,386.189,350.496,254.438,445.243,232.345,202.74,242.238,248.823,317.125,472.893,658.805,250.281,189.502,186.341
169.121,279.329,575.79,753.226,337.537,342.778,250.788,444.483,234.686,199.48,242.698,243.982,305.391,423.573,589.108,280.059,192.149,186.132
171.878,284.468,631.693,635.389,307.488,325.539,250.532,444.575,233.52,208.013,246.684,244.751,299.576,379.869,518.228,332.648,203.159,183.9
172.738,295.806,623.23,536.585,282.22,319.644,247.74,434.708,232.137,205.751,244.244,243.408,293.524,350.599,450.812,351.281,211.478,186.415
174.048,314.556,520.305,435.882,260.835,308.982,243.562,441.474,229.487,205.163,237.653,240.334,289.84,338.102,389.148,326.24,228.231,187.255
176.449,334.688,436.71,387.935,259.148,296.581,246.704,442.397,237.153,211.39,245.138,240.791,281.929,329.65,340.575,280.025,241.956,194.654
173.9,300.936,369.356,349.525,250.286,293.358,245.339,441.084,238.128,206.013,242.628,241.7,279.023,313.837,315.148,243.992,222.417,190.902
175.716,275.409,325.706,322.866,243.251,291.667,240.339,441.325,260.102,229.291,244.924,240.664,274.547,309.003,299.385,229.067,209.068,189.264
169.177,249.62,309.763,311.615,239.751,286.059,240.051,452.822,297.79,251.476,254.99,238.155,269.036,302.561,279.697,218.716,195.961,190.986
170.121,238.285,287.868,292.671,241.554,288.636,246.245,462.601,333.803,281.742,264.748,237.763,264.5,302.587,275.356,208.885,193.561,186.716
170.865,228.188,282.169,284.624,240.311,281.098,243.513,466.65,371.142,314.529,261.899,240.293,259.344,289.903,267.263,205.705,186.085,194.37
168.496,224.16,278.482,283.873,230.409,276.73,242.556,490.924,440.465,350.745,281.211,242.917,266.991,294.276,260.137,202.84,189.014,187.906
172.294,223.549,268.757,277.714,225.576,276.63,246.685,498.558,464.712,381.115,299.605,244.177,264.955,293.311,260.777,200.687,187.953,189.393
169.743,218.981,263.965,277.698,231.401,280.278,248.637,514.681,510.752,418.498,331.839,248.344,260.286,291.192,258.097,199.6,184.785,189.069
171.886,211.28,263.899,275.493,232.839,277.785,248.888,525.104,528.075,445.515,348.51,255.193,264.99,285.951,255.409,198.175,186.408,188.582
171.07,212.133,264.062,277.636,228.77,277.675,258.736,536.425,546.591,434.943,359.407,260.989,265.095,287.497,254.518,199.915,183.41,186.862
172.999,210.429,263.951,272.242,227.77,281.545,258.567,532.276,547.46,446.33,374.275,259.437,268.618,287.364,255.08,198.586,180.876,189.574
172.385,210.152,260.434,274.394,227.619,278.463,259.255,538.513,541.803,441.797,371.101,258.867,262.241,282.002,255.347,194.261,184.824,190.087
173.926,209.743,263.531,269.512,234.44,277.679,251.547,537.323,565.518,450.463,378.876,252.907,262.778,284.697,260.053,199.664,188.776,189.761
170.306,206.611,256.953,266.265,231.045,276.553,249.622,547.599,545.991,445.328,378.112,254.093,258.13,281.073,252.985,195.844,185.227,191.313
173.143,206.637,260.981,266.917,226.656,271.906,251.358,550.252,549.816,456.892,394.521,255.65,256.748,278.306,250.978,197.171,183.495,192.518
169.073,209.47,258.383,273.652,224.842,271.543,249.895,563.389,562.965,465.573,409.539,259.691,259.083,281.201,247.235,197.138,186.814,192.754
169.533,210.186,266.879,273.366,225.543,272.972,251.706,558.137,521.478,405.881,392.126,255.661,260.306,285.289,249.661,194.53,182.505,193.187
173.337,209.814,253.459,264.318,228.957,268.98,251.539,549.573,490.06,398.716,403.143,260.462,262.528,282.759,252.947,195.973,186.669,189.185
169.815,209.85,256.202,272.242,224.914,270.874,254.549,538.264,449.319,349.43,385.733,264.267,261.038,289.895,250.31,198.602,186.714,191.293
170.08,205.568,253.204,262.85,225.465,275.047,260.335,578.115,436.389,313.282,383.155,270.54,267.427,277.662,253.482,198.193,183.783,189.174
170.505,204.845,254.584,266.735,223.765,279.346,277.376,606.832,411.934,296.969,389.702,289.71,279.981,279.252,249.248,195.821,185.312,194.795
171.548,208.225,251.992,264.463,224.529,286.236,291.337,658.389,391.923,277.857,408.601,303.679,297.74,276.265,248.184,194.626,183.963,188.774
167.367,207.546,253.84,270.111,226.605,299.841,310.876,661.133,387.27,258.89,416.225,332.018,320.62,285.354,249.551,197.552,184.669,190.563
170.207,207.78,250.953,268.726,225.473,317.128,336.223,673.56,358.343,245.284,414.69,344.692,331.189,283.187,249.803,197.436,184.549,192.83
168.328,206.306,254.255,266.935,235.7,348.486,392.826,642.769,337.916,235.385,406.587,363.453,357.536,288.529,250.777,195.859,186.461,188.703
169.416,206.934,252.881,264.935,246.586,405.035,452.086,611.963,316.465,230.055,375.952,381.043,388.689,296.495,250.321,196.137,183.737,191.571
172.24,207.238,249.243,272.159,263.5,454.002,511.94,586.992,308.504,222.3,352.597,413.457,437.95,309.966,251.046,196.243,188.907,191.701
171.054,207.743,250.874,283.065,279.047,510.01,566.212,566.892,296.27,220.998,327.483,449.47,485.201,316.56,261.325,196.048,187.105,190.118
173.124,205.149,256.693,293.297,301.992,564.713,587.021,535.141,284.845,216.011,307.341,484.55,543.651,337.917,266.15,197.973,185.08,191.393
170.791,206.657,248.06,301.744,331.553,617.646,594.944,525.56,280.586,216.132,280.409,506.224,571.069,349.224,276.049,200.377,187.193,191.639
170.732,210.924,257.274,314.002,365.817,660.758,572.036,511.908,277.239,208.205,278.539,513.748,581.747,362.003,276.261,201.199,187.431,191.518
169.295,208.85,255.212,320.27,403.142,701.884,564.897,502.969,263.666,208.156,259.275,495.769,600.941,369.422,282.292,204.613,190.21,193.299
167.521,211.078,253.597,327.857,422.949,740.695,567.24,491.55,256.292,208.344,257.091,495.083,612.714,377.162,288.212,206.194,189.192,199.775
169.96,213.319,250.772,325.599,447.44,789.039,543.811,491.65,264.223,204.927,249.603,463.9,603.634,389.774,290.049,207.077,194.586,203.13
166.709,215.358,261.479,346.221,491.811,831.884,507.798,471.693,254.29,200.808,248.928,431.586,614.46,419.18,295.223,213.62,193.31,199.275
169.411,212.796,263.241,355.647,498.609,823.004,468.541,462.043,245.316,206.599,251.364,405.512,623.472,430.587,288.095,207.309,194.153,193.6
169.554,218.831,263.632,371.922,515.183,807.929,423.998,462.82,247.597,202.167,249.738,370.589,609.931,448.769,292.684,209.495,191.78,197.848
168.773,221.549,267.477,381.724,535.786,801.929,394.146,455.233,242.376,201.035,244.494,349.715,621.62,500.497,310.679,210.705,193.453,193.266
169.849,230.976,270.031,401.703,572.263,768.423,351.146,449.139,245.889,201.073,241.75,326.455,602.514,539.592,313.518,209.544,191.761,192.908
168.842,229.4,274.554,430.025,608.979,710.799,327.665,447.73,237.885,197.203,242.676,296.646,559.651,591.833,325.35,208.249,190.619,190.109
170.536,238.48,277.91,464.74,644.885,658.957,313.071,449.955,236.482,199.112,242.851,286.208,534.957,669.93,349.617,205.891,190.398,191.321
172.43,227.921,283.502,497.012,659.889,595.307,292.584,440.554,233.666,196.509,237.957,271.954,490.219,744.566,372.823,204.762,186.766,189.792
170.122,239.671,293.94,593.892,652.206,516.071,280.386,431.378,233.496,197.863,241.564,263.936,431.302,776.321,464.29,203.966,188.453,186.899
171.255,242.87,308.737,657.578,616.815,462.571,265.59,436.804,233.688,198.844,244.541,259.005,398.557,745.435,537.721,205.585,188.363,186.591
167.944,248.25,315.621,723.021,555.547,421.476,264.305,437.325,237.345,198.705,239.362,254.697,372.45,689.396,596.119,211.187,186.403,187.444
171.152,251.529,318.767,804.276,523.342,399.632,257.099,436.933,234.493,193.562,236.727,248.255,360.398,640.857,655.516,216.564,185.725,185.708
170.376,252.611,336.673,869.569,474.59,372.817,254.543,435.536,233.841,198.8,237.074,245.741,331.738,570.765,693.847,221.224,188.234,186.053
172.343,255.647,359.469,884.813,414.739,355.886,253.899,437.519,226.96,194.868,234.663,244.707,329.564,512.872,696.657,229.536,184.025,182.734
169.802,263.231,415.928,809.744,369.774,343.431,246.766,427.726,236.031,192.026,232.269,240.375,310.611,451.879,637.761,239.325,187.286,181.647
169.806,272.652,502.002,735.721,328.932,325.134,246.433,426.327,236.243,195.372,232.438,239.291,305.123,404.031,562.164,265.38,189.885,178.915
169.42,276.85,570.156,652.157,297.226,324.97,244.695,434.677,226.159,190.894,233.43,242.404,296.396,370.668,506.232,305.246,192.236,179.252
