T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T,T
213.93,295.369,296.755,236.278,204.006,188.486,241.947,305.911,302.874,212.366,332.03,338.168,235.352,293.794,282.315,454.864,256.339,248.561
222.077,311.439,318.104,246.024,216.648,190.01,234.226,306.67,300.344,208.908,327.401,328.091,231.211,302.011,292.306,477.979,268.408,255.711
224.856,319.871,322.54,248.823,217.526,190.943,243.238,308.226,303.511,211.935,328.401,337.51,235.928,301.669,293.815,501.516,277.28,269.318
222.748,321.529,324.168,244.678,217.262,192.642,239.213,307.085,291.477,203.634,324.739,323.5,238.72,297.1,305.859,514.266,292.245,274.7
220.093,319.988,310.687,246.809,213.744,188.554,235.838,301.942,288.126,202.332,328.505,323.876,228.217,302.58,297.5,498.902,290.27,273.437
225.62,326.365,318.494,254.639,219.762,187.865,239.955,307.768,283.586,205.42,329.726,327.51,231.52,292.253,295.385,495.843,298.676,278.016
225.892,333.07,318.213,250.525,214.387,189.424,236.951,297.429,291.954,203.248,324.997,326.248,233.303,291.452,299.076,502.386,305.579,290.361
232.791,346.822,333.638,254.54,226.087,186.953,236.472,304.779,285.976,200.317,327.007,324.446,226.03,291.306,290.565,506.221,313.02,292.547
235.887,353.383,343.181,268.63,235.834,193.529,238.649,299.946,287.31,204.42,325.793,315.872,235.99,298.733,293.615,515.633,318.255,305.703
240.416,360.322,345.668,280.145,240.119,193.48,238.428,300.466,278.051,201.977,329.207,324.708,231.536,302.331,292.818,501.739,320.842,309.476
242.656,378.514,375.304,302.976,260.273,194.272,238.84,310.038,287.085,201.408,320.221,325.983,233.273,311.708,301.4,514.045,335.948,336.458
259.273,408.912,400.002,332.847,286.526,201.655,237.679,301.611,284.973,196.802,320.361,321.477,241.704,341.683,330.359,534.66,364.007,354.674
276.737,434.352,420.372,362.891,327.924,209.243,239.953,302.882,280.956,200.55,322.492,323.497,241.303,389.121,360.4,571.795,381.978,384.945
286.592,450.375,445.279,392.378,346.933,217.894,243.979,304.625,283.23,198.401,323.11,325.977,260.329,422.149,396.806,575.886,394.928,399.445
290.53,480.02,457.928,413.075,373.035,228.481,245.264,302.317,282.322,198.332,326.863,332.416,267.266,478.384,437.95,596.029,407.72,420.313
304.758,495.648,485.826,432.666,398.151,235.338,245.368,305.616,280.148,199.855,323.378,342.389,283.391,525.381,473.829,619.359,435.421,429.337
306.583,501.324,481.472,434.69,399.785,237.747,247.364,302.312,278.358,204.256,323.425,350.369,281.73,565.964,499.662,647.503,433.178,454.732
307.54,511.932,497.847,449.588,410.512,239.767,248.187,300.176,278.726,199.824,325.702,364.497,284.197,568.028,527.776,656.33,429.257,455.918
299.313,505.334,481.085,442.024,403.401,240.123,248.547,303.926,275.414,194.901,327.405,347.309,277.635,550.182,496.715,625.364,435.46,447.9
305.201,512.654,495.855,459.121,414.517,248.03,248.3,303.529,278.424,200.817,323.622,344.993,268.306,518.249,487.518,621.011,422.859,407.492
282.137,481.59,456.881,434.165,375.445,239.742,243.47,307.339,279.886,200.481,329.074,339.067,258.868,465.1,423.559,559.742,380.988,356.047
278.249,453.98,426.264,406.874,347.427,229.108,247.245,302.266,277,194.771,324.338,332.104,248.036,393.448,375.285,493.963,328.678,315.95
273.242,425.172,407.191,382.286,321.18,221.201,245.219,301.426,276.596,195.076,319.371,335.195,242.053,370.744,339.585,466.758,301.272,286.029
265.543,406.146,387.562,354.952,301.346,211.414,244.011,300.743,278.453,197.718,314.589,336.154,236.207,336.036,312.576,442.54,278.592,265.85
259.596,398.58,370.77,335.007,289.985,210.201,245.117,300.668,277.506,196.84,332.773,321.305,237.418,331.893,300.459,426.979,274.379,256.868
244.874,384.725,366.383,320.528,269.317,204.495,241.068,298.062,274.492,197.634,321.582,328.084,236.174,327.399,289.162,429.17,275.408,249.787
239.884,379.961,371.438,316.426,259.991,203.274,245.943,302.458,274.644,193.908,318.134,320.587,229.895,317.046,292.538,433.939,276.785,236.476
229.614,367.961,359.619,309.102,260.422,203.527,244.291,299.417,275.545,193.966,318.813,327.97,229.964,304.548,285.459,434.09,282.54,234.971
227.589,371.816,363.113,300.337,254.91,205.26,243.33,303.442,270.036,195.71,316.314,322.587,230.056,302.125,289.026,456.824,285.025,236.203
229.046,366.121,368.183,308.693,251.538,196.625,246.106,299.199,276.228,198.718,314.247,316.654,231.322,310.256,293.329,490.79,284.116,226.124
230.37,366.479,365.698,312.031,247.044,205.09,244.896,299.9,273.409,193.802,319.08,325.698,233.766,304.982,289.991,492.037,292.349,223.526
226.131,360.697,358.381,310.789,250.75,205.188,246.728,302.694,279.673,195.401,329.328,328.319,230.625,306.783,297.576,495.503,287.455,220.797
229.656,361.369,351.466,311.426,255.166,202.968,238.291,295.697,276.252,198.115,316.298,333.836,229.355,302.459,290.747,488.761,281.272,219.389
222.524,351.08,346.853,324.111,261.253,204.794,246.891,303.801,277.172,194.844,316.535,328.393,233.306,307.779,322.2,510.694,286.797,215.266
213.755,342.783,345.287,329.487,270.358,202.25,245.509,300.83,277.898,195.061,320.538,324.617,230.049,310.238,330.876,521.178,291.512,218.079
205.812,335.627,344.955,328.547,266.235,204.753,247.785,299.859,279.746,200.16,321.562,328.06,234.928,318.932,326.691,540.609,294.28,219.279
201.108,337.061,338.832,328.487,270.023,199.454,245.57,306.969,277.007,198.916,315.672,326.856,232.454,323.577,340.856,577.729,300.146,214.434
194.799,334.26,334.519,338.242,272.308,203.919,245.764,300.335,273.477,196.088,313.699,324.289,230.28,329.893,389.991,623.973,308.225,210.182
194.681,333.582,336.872,336.291,270.448,202.434,243.257,305.426,273.039,197.729,327.341,321.114,230.701,329.865,382.726,623.37,311.453,212.645
197.935,333.881,326.983,333.746,268.683,202.091,245.053,303.888,271.799,196.782,327.328,326.97,231.622,327.206,378.488,615.819,314.574,216.029
206.696,332.441,318.855,325.022,255.535,199.456,242.562,302.339,280.508,199.309,320.806,332.846,234.645,309.107,351.347,574.12,303.151,210.053
214.399,331.213,320.528,329.32,265.881,204.444,240.704,298.391,276.896,195.405,315.087,316.047,233.405,319.281,350.391,523.133,292.822,207.932
210.069,321.16,305.426,329.274,275.968,207.738,247.732,301.35,274.138,193.183,326.415,322.805,230.855,327.011,339.394,486.234,273.51,205.076
198.282,305.648,283.77,347.547,310.683,217.782,246.526,303.587,277.414,196.187,322.569,325.591,235.964,357.445,375.015,447.63,254.29,206.024
186.66,284.393,257.9,332.93,354.593,234.576,256.051,300.58,276.915,192.66,318.575,326.99,246.48,414.078,416.353,417.83,250.359,204.068
182.899,263.307,248.957,334.111,391.52,245.738,251.353,305.29,272.879,195.76,320.07,327.07,254.513,538.196,497.032,399.824,231.181,204.818
178.612,246.105,234.449,331.508,421.099,257.949,247.664,301.502,270.443,191.576,323.328,329.366,271.826,643.754,532.988,382.282,228.327,198.213
174.664,239.73,229.664,318.172,438.698,280.872,259.732,304.145,275.262,195.237,323.508,332.262,291.618,730.014,504.588,370.851,217.644,205.284
172.769,232.977,215.834,290.157,447.706,292.372,257.523,309.913,276.521,194.336,318.853,339.513,331.355,806.993,454.006,356.138,212.473,206.232
174.645,224.117,214.155,264.898,426.424,306.029,262.153,305.091,279.455,194.027,327.09,340.305,372.507,871.246,397.356,343.088,206.998,200.742
168.609,223.115,207.336,243.295,433.265,324.851,272.485,306.864,276.237,193.695,329.926,366.641,420.901,905.214,355.015,332.428,207.451,200.6
170.57,220.998,206.455,232.317,406.52,332.416,274.932,311.391,283.77,192.042,320.903,379.07,464.086,904.367,318.294,328.936,201.76,203.45
168.043,215.527,207.053,222.169,379.753,333.019,299.689,310.163,279.293,201.641,341.843,441.943,488.082,839.007,299.009,332.652,202.601,204.621
169.735,212.045,205.587,212.785,330.924,332.978,324.934,324.272,285.09,198.099,345.696,504.624,516.062,731.804,272.741,333.726,197.361,203.179
167.457,214.803,204.902,207.01,290.468,331.953,358.374,331.806,279.53,202.821,366.605,588.826,527.895,644.107,264.421,324.184,200.599,198.166
165.696,210.688,204.979,202.024,259.233,316.694,405.498,346.737,287.736,202.397,386.04,683.681,499.73,554.043,258.482,330.444,199.658,201.653
168.139,209.16,205.066,199.407,232.741,289.014,436.545,362.359,293.433,211.515,415.833,737.826,475.51,466.502,245.944,322.527,197.889,196.271
167.157,207.621,200.84,194.126,226.384,264.666,456.74,388.475,304.734,217.618,444.171,746.557,418.132,408.363,239.671,324.351,196.611,201.734
167.925,204.373,202.315,194.554,217.366,245.775,495.77,426.732,324.923,223.462,479.201,779.154,370.151,378.199,242.138,326.109,192.433,195.629
167.643,206.541,196.828,193.358,209.52,234.088,507.811,451.085,359.291,235.66,497.458,751.322,338.306,351.103,236.024,323.226,193.267,199.653
166.29,209.98,197.828,193.375,208.578,220.395,467.021,476.324,411.407,258.153,526.833,663.215,306.257,337.181,240.068,320.048,195.844,199.355
165.592,208.57,196.398,192.995,203.677,213.785,397.983,492.42,498.126,302.805,556.538,566.681,282.461,321.089,239.753,318.08,197.995,200.797
169.452,206.371,198.872,195.257,202.163,203.014,345.847,446.071,556.082,340.496,514.448,506.846,263.766,314.039,236.3,320.566,195.589,195.947
164.247,208.369,194.643,194.557,204.869,204.552,313.872,411.835,619.542,371.401,483.595,442.067,260.711,303.27,235.629,315.141,191.559,200.939
165.831,207.457,195.272,195.746,197.006,198.564,282.853,388.9,675.789,390.695,445.696,407.03,247.043,296.125,229.532,318.191,193.094,197.468
167.925,207.908,196.172,189.705,195.18,193.73,272.443,366.505,676.465,377.958,416.207,386.792,246.872,296.733,238.391,317.681,191.191,199.753
166.504,200.662,197.281,191.874,197.576,194.505,261.743,345.364,652.564,345.05,398.318,360.255,245.539,289.961,224.174,315.609,197.072,199.792
168.352,202.318,196.849,190.692,197.794,190.965,259.777,328.841,581.172,321.405,372.415,355.121,242.895,293.356,231.426,312.008,192.911,197.245
167.853,203.072,203.323,190.557,193.195,189.905,251.132,321.014,456.07,279.927,352.538,347.446,234.957,292.171,228.106,315.484,193.597,199.242
165.715,205.209,204.853,191.484,194.012,188.809,250.738,318.011,408.37,251.996,346.599,350.064,230.987,288.48,227.938,315.713,192.604,198.179
175.09,219.586,217.406,205.295,195.994,192.297,250.221,316.303,363.327,242.344,340.14,343.889,238.954,287.014,234.674,317.003,190.592,198.447
191.198,242.496,235.904,217.254,203.866,188.48,245.232,312.861,346.298,227.729,330.515,336.956,243.928,301.562,242.144,316.785,194.819,200.558
204.522,262.209,250.983,234.501,209.733,195.909,243.919,305.424,326.254,219.511,336.672,327.349,238.513,296.203,248.965,335.165,198.324,205.758
214.62,271.193,270.528,250.443,220.195,192.809,250.787,307.188,316.307,211.672,328.271,327.681,243.464,300.388,255.112,351.202,209.54,207.408
215.784,282.34,278.689,248.375,221.017,193.304,245.755,306.766,303.378,206.466,325.903,329.95,245.089,300.698,263.385,363.941,219.775,210.966
219.214,286.625,284.84,252.731,225.224,195.394,245.266,305.9,302.939,207.145,330.421,326.077,233.513,302.683,263.447,393.168,233.923,217.847
227.935,296.654,285.096,249.901,217.587,191.427,244.013,307.152,296.993,204.782,335.02,320.191,232.964,296.068,267.053,405.066,243.51,228.655
225.859,305.502,303.755,249.949,217.517,191.319,244.111,308.504,301.998,207.103,328.311,324.466,241.947,305.27,280.365,441.261,257.329,241.897
228.336,314.178,298.819,251.002,212.895,191.917,240.306,300.496,295.472,202.321,325.05,325.262,236.602,298.989,290.747,469.184,268.431,261.661
230.967,324.242,295.436,251.724,213.291,193.436,242.577,302.935,291.051,198.485,325.729,328.201,234.938,309.648,306.603,502.434,282.307,270.961
234.278,329.277,302.149,254.734,216.308,193.508,245.166,297.529,288.303,198.989,325.863,327.258,237.395,308.712,312.785,485.809,292.911,272.534
231.381,331.348,302.809,257.69,220.686,193.591,241.991,302.194,283.332,197.103,322.983,324.866,236.188,300.815,308.088,487.941,292.406,275.276
230.642,341.391,297.019,258.436,220.576,196.715,245.391,300.774,291.395,199.76,324.224,316.107,235.487,298.1,300.129,485.723,292.49,275.047
228.787,337.99,297.517,247.755,211.808,190.358,247.204,308.002,277.785,195.527,327.498,319.309,234.428,297.189,293.724,492.676,298.985,280.066
231.013,346.125,298.864,247.823,223.154,196.196,249.079,299.618,283.257,196.882,317.01,319.933,230.214,294.74,294.988,496.418,301.339,289.616
233.653,350.342,300.385,252.637,220.192,194.525,244.645,302.393,282.346,196.267,318.726,323.255,232.138,300.132,292.968,516.859,315.98,293.55
232.594,354.1,307.662,256.688,226.081,192.985,247.249,301.87,284.4,196.664,315.411,321.43,228.605,292.559,299.482,512.569,319.933,302.989
238.354,374.494,323.84,275.726,243.924,201.323,242.064,305.527,287.676,196.573,315.86,324.634,237.951,317.384,302.838,507.059,338.856,333.508
267.049,417.004,351.374,307.102,291.314,210.64,246.589,304.491,281.874,196.248,325.756,321.04,246.161,346.093,334.388,539.455,364.277,354.237
276.411,442.217,369.164,339.281,324.785,218.596,251.402,300.313,280.215,201.473,322.936,336.718,263.132,418.594,371.818,568.056,389.188,384.839
286.669,481.113,398.434,373.429,355.817,222.605,253.445,303.399,285.431,197.034,320.853,350.349,272.934,484.359,429.844,616.032,405.599,413.211
295.807,503.172,411.37,385.741,376.924,240.764,255.904,303.498,279.455,198.042,324.686,370.107,297.214,567.996,459.479,665.082,433.562,430.571
304.37,516.137,413.421,413.785,386.535,250.51,265.932,307.149,281.324,200.363,326.284,383.745,318.02,626.883,533.159,701.476,451.421,445.892
318.214,518.949,427.038,421.596,414.567,256.721,264.455,300.578,277.501,198.508,320.569,410,326.711,684.847,576.415,723.468,461.777,447.313
333.08,530.645,426.687,417.341,411.552,252.28,267.385,305.542,279.046,193.118,325.468,413.903,338.273,714.993,596.756,784.707,477.351,433.308
340.214,537.133,425.687,417.065,398.081,247.774,264.74,299.181,279.693,198.065,328.1,425,335.079,697.502,577.938,766.162,461.599,398.3
334.427,501.654,403.398,392.78,377.404,240.331,261.272,299.397,283.276,196.859,327.298,432.218,319.52,654.712,555.7,711.434,427.151,358.524
309.903,456.072,371.243,359.54,336.515,229.215,257.364,301.611,280.492,192.664,318.207,398.017,291.316,549.31,467.432,629.428,374.057,313.6
281.781,425.936,338.734,326.91,307.488,218.939,252.63,305.589,281.479,189.71,325.378,371.06,276.257,451.893,377.55,533.668,338.916,290.221
266.301,401.951,338.972,319.516,298.267,218.223,251.117,304.737,275.005,196.802,318.258,359.574,262.513,400.071,348.3,482.354,303.329,275.184
258.031,407.934,328.532,317.489,287.61,213.544,251.383,303.33,280.354,193.057,315.672,361.597,249.395,379.441,331.426,450.566,285.653,253.374
259.016,405.078,324.394,314.571,283.692,213.061,245.126,303.036,280.356,198.084,316.154,348.02,246.737,353.964,310.676,432.753,266.505,249.424
281.142,420.414,328.304,320.08,297.07,219.128,254.606,296.207,276.525,195,326.482,340.181,242.312,346.05,310.209,420.104,255.156,254.555
289.79,419.727,326.134,321.254,291.259,210.12,251.221,302.609,275.063,195.038,321.462,344.446,232.576,333.075,293.753,402.096,250.97,240.558
280.83,399.617,306.349,295.642,277.451,210.497,251.243,298.313,271.605,192.466,320.177,343.456,240.368,314.537,282.309,377.843,238.257,227.597
264.152,370.871,285.974,275.404,262.544,206.954,254.83,300.446,274.494,195.366,320.615,352.346,231.01,307.58,271.909,369.234,221.874,222.166
242.65,352.465,278.46,266.734,250.235,205.125,257.145,305.937,280.155,192.084,314.562,343.587,230.842,305.103,266.238,357.713,219.515,225.755
235.352,342.512,267.696,253.593,238.898,202.488,252.728,305.063,296.305,194.099,322.97,342.993,227.089,289.801,256.574,347.104,219.047,212.339
225.486,343.021,258.047,247.092,230.616,199.373,255.894,305.359,334.22,208.557,332.311,343.285,228.783,299.174,254.009,353.673,216.609,217.721
213.142,329.74,246.796,231.165,223.634,201.764,248.204,312.197,376.087,220.351,332.712,344.812,229.546,285.964,244.856,341.372,205.059,214.724
203.791,337.82,238.674,229.247,212.206,196.667,248.711,314.188,434.354,242,341.575,342.007,221.562,277.217,237.629,335.559,212.485,207.684
198.499,319.873,228.857,219.843,207.994,196.193,247.819,316.283,456.729,244.256,343,338.161,227.523,277.078,242.438,343.638,203.059,210.895
190.013,316.877,231.379,213.114,206.878,193.91,253.613,319.35,502.642,251.344,336.097,334.856,233.181,275.082,239.024,334.511,204.658,206.595
189.216,319.047,232.928,209.833,201.991,195.963,246.611,319.236,535.467,263.927,356.281,343.396,227.516,270.801,232.1,332.718,206.205,207.284
182.556,314.934,231.46,214.557,198.747,191.804,244.853,321.417,551.818,268.298,347.876,332.322,231.224,278.253,237.538,330.854,199.611,202.171
179.435,309.016,219.5,210.942,194.256,192.618,245.619,318.418,547.099,261.851,344.93,340.611,229.276,278.157,232.771,328.838,201.814,211.026
187.368,307.641,216.262,199.867,193.192,193.13,246.03,321.022,560.247,267.656,341.358,329.96,225.447,280.612,232.782,330.221,200.067,203.995
196.327,304.84,214.157,200.927,195.488,189.637,244.362,322.875,568.893,268.496,343.97,339.554,225.954,279.125,226.565,314.556,201.22,205.484
202.946,295.861,208.211,191.792,196.026,195.017,242.779,319.129,520.835,256.313,342.341,333.017,226.786,277.811,226.112,321.912,194.196,202.589
190.038,279.615,211.213,194.305,192.706,189.738,247.123,308.13,422.952,233.347,333.04,337.107,220.809,272.295,232.785,322.412,193.552,201.316
188.234,279.018,209.774,196.525,189.701,186.718,240.704,306.476,385.039,219.866,331.753,327.913,225.395,277.238,229.126,318.314,199.478,203.329
192.306,276.793,217.036,201.966,200.424,194.51,244.677,305.529,348.496,210.775,326.201,331.879,231.806,273.954,228.306,322.973,195.087,203.018
183.957,280.43,221.6,203.973,206.805,203.851,253.513,306.094,334.554,209.939,322.532,353.124,241.717,287.961,231.271,323.138,194.98,201.689
180.097,268.787,219.172,208.339,221.119,230.11,254.213,306.357,317.676,204.057,320.241,380.846,296.908,313.327,230.794,325.521,197.188,199.387
178.115,278.42,219.86,214.189,243.369,256.287,254.587,299.116,313.424,198.947,322.398,369.537,341.645,350.228,234.703,326.473,200.29,203.503
177.062,273.139,217.091,231.196,266.311,267.647,246.849,304.393,307.639,197.305,317.147,359.671,360.059,409.359,245.468,315.566,202.955,199.658
174.506,272.971,226.296,256.93,304.422,258.108,246.098,299.601,299.818,196.863,315.438,349.732,353.24,545.164,270.124,331.556,206.804,202.011
175.272,277.359,233.664,279.446,345.852,239.916,239.402,303.641,294.3,197.828,316.816,337.232,327.549,627.594,298.009,330.59,208.604,201.866
174.016,279.695,241.7,310.312,349.814,229.743,242.362,301.29,296.16,196.027,323.595,335.46,300.78,658.295,399.182,338.923,213.995,202.058
172.471,289.252,246.102,337.475,330.936,212.182,236.87,303.589,289.504,194.309,317.599,333.977,272.76,574.349,466.847,362.037,219.094,199.497
175.142,288.576,259.049,342.472,304.012,202.084,236.038,298.181,289.337,194.363,314.518,337.872,259.125,515.854,493.771,389.872,223.451,197.963
