T2R,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
192.846,227.71,249.968,248.106,261.804,289.362,274.175,265.263,251.657,283.076,270.559,269.446,272.919,213.648,210.733,206.868,210.057,193.506
192.346,226.792,249.951,244.546,261.541,286.775,271.937,265.244,259.512,282.898,270.384,273.848,273.037,213.656,210.203,206.128,209.699,192.527
189.925,229.358,247.188,243.283,255.888,299.515,274.311,268.791,262.016,276.392,270.87,272.447,271.897,210.319,213.469,208.061,210.816,193.719
190.259,222.524,248.173,242.315,254.151,290.264,280.445,267.402,251.448,283.631,263.404,268.109,270.742,209.849,211.886,205.319,211.366,190.03
189.792,225.159,245.001,243.187,266.124,290.006,275.27,266.725,258.435,282.856,268.134,270.249,276.657,210.993,211.51,206.866,209.346,192.265
191.193,226.991,248.634,242.153,261.063,286.051,272.634,266.801,261.02,282.708,263.89,277.302,274.824,212.49,211.815,205.783,208.241,194.609
191.704,227.399,247.741,242.019,259.225,295.933,275.319,267.43,261.214,283.566,266.941,270.488,275.35,212.447,212.052,207.638,208.149,192.336
190.857,225.541,254.354,244.74,261.074,297.712,276.116,271.108,261.593,283.055,265.197,277.868,278.034,209.261,212.017,205.832,212.483,194.296
192.429,227.66,246.014,242.757,258.473,294.434,278.829,270.025,259.621,287.581,265.722,275.897,272.828,210.217,210.683,208.189,211.805,195.759
192.377,233.115,251.454,243.766,260.32,297.46,276.972,265.861,260.73,284.028,268.797,274.92,271.198,206.865,213.095,211.564,211.614,191.223
191.889,226.153,247.596,245.395,266.477,293.685,277.526,262.487,259.778,286.222,267.943,269.204,273.338,207.691,210.46,208.908,207.914,190.938
189.255,229.242,252.802,244.381,260.871,293.376,280.793,266.31,262.198,282.398,270.327,266.856,269.63,205.807,213.555,212.33,214.73,193.732
190.3,228.064,250.094,245.844,261.104,297.074,276.122,270.133,258.581,288.411,269.309,269.646,271.458,205.307,215.882,211.709,211.15,194.838
190.589,226.125,251.349,246.106,259.836,297.703,275.327,262.146,260.895,288.07,269.803,271.578,265.89,209.616,213.723,212.88,211.208,196.169
191.38,230.501,252.994,246.99,259.815,291.685,276.514,267.222,261.673,286.068,272.453,272.076,266.23,210.398,212.864,212.215,211.609,195.649
190.329,227.835,249.578,246.477,262.147,290.74,279.435,268.937,265.633,289.367,266.89,271.051,267.551,212.214,216.107,210.735,212.874,198.365
193.311,226.876,255.17,240.407,257.759,296.313,273.453,267.073,259.548,287.263,270.652,274.988,266.422,208.665,214.501,213.515,209.497,196.269
192.782,231.926,252.662,245.953,260.133,293.065,277.388,266.114,263.685,291.225,268.909,270.267,265.841,205.415,212.945,216.54,211.653,197.621
191.655,225.964,248.975,245.915,253.68,292.591,271.374,258.959,263.855,287.898,269.142,271.387,266.463,207.516,215.18,212.851,211.584,195.537
193.08,227.306,250.256,245.182,263.313,297.74,275.364,264.93,259.831,285.254,264.297,271.239,264.821,209.503,210.46,213.799,209.762,193.974
194.586,231.767,252.051,245.257,263.504,293.941,270.722,262.807,261.734,283.883,265.557,271.481,267.88,209.616,210.213,213.267,213.491,195.196
195.625,231.422,253.048,245.019,262.2,296.356,270.344,263.896,262.218,284.403,264.23,267.636,264.713,207.797,213.326,210.794,211.105,197.023
192.852,228.211,249.603,244.445,262.428,297.305,270.628,261.731,258.613,290.04,262.128,271.146,267.951,208.427,210.814,217.684,212.653,194.022
192.961,226.918,253.918,247.988,261.597,297.174,270.043,267.927,260.585,281.909,261.602,269.366,261.897,208.016,208.23,212.146,213.708,196.395
192.3,228.876,252.768,251.348,263.504,301.483,270.744,258.911,260.024,288.419,267.919,268.949,262.736,207.322,210.349,215.048,214.713,191.668
190.52,226.491,251.326,250.003,258.66,296.059,268.52,270.408,271.012,286.612,265.435,272.28,259.738,207.786,207.87,213.231,210.847,193.335
192.601,228.678,255.35,248.205,266.662,305.824,270.799,265.633,259.089,286.502,265.587,272.605,260.255,205.04,208.692,214.903,215.361,195.673
192.951,229.066,246.246,246.823,264.187,301.074,267.124,264.978,260.093,289.078,263.687,270.039,262.213,201.331,207.046,214.637,211.841,193.623
193.998,229.616,253.893,246.504,261.255,306.182,265.482,268.962,258.968,284.354,264.122,268.747,258.041,207.687,208.669,214.953,213.828,197.407
191.83,232.118,252.115,249.296,261.937,305.548,266.709,269.098,267.573,284.814,266.043,270.119,261.432,205.656,206.124,216.638,214.372,195.799
192.07,230.083,248.025,252.347,265.799,304.198,264.64,266.184,259.04,290.064,267.514,270.737,257.882,205.647,211.708,215.574,217.972,195.894
194.959,230.303,250.45,254.081,267.284,311.867,267.906,261.851,262.185,288.644,264.846,269.2,255.465,203.878,208.62,219.008,213.966,196.502
194.116,229.848,253.335,251.146,258.991,309.303,258.994,263.516,261.984,284.943,264.185,271.393,258.554,205.315,212.311,218.241,214.263,195.485
192.364,226.519,251.304,242.14,266.966,311.544,266.36,263.778,266.516,286.29,265.766,266.751,256.015,205.356,211.644,219.699,213.386,194.511
194.977,231.069,253.599,251.707,271.786,309.703,263.687,254.047,262.835,284.297,268.006,266.268,258.816,205.405,211.836,219.616,216.478,197.635
193.436,228.991,254.003,248.969,262.165,309.35,265.226,262.991,262.657,284.303,263.543,267.214,256.731,204.779,209.294,217.505,212.85,193.426
193.723,226.945,247.783,253.279,256.847,309.734,264.961,257.12,269.298,288.248,269.179,270.56,258.198,204.553,210.041,217.88,216.946,195.061
190.967,229.111,255.415,251.107,266.54,310.798,260.13,259.854,265.323,286.883,262.589,268.323,254.25,208.319,214.37,216.443,218.057,196.502
193.236,227.894,250.222,248.806,266.862,308.292,260.774,264.484,268.21,286.754,264.317,266.745,256.976,204.929,210.094,220.008,213.02,194.777
194.895,225.299,252.834,245.111,267.397,302.078,266.809,262.547,262.855,284.028,266.15,269.817,261.285,203.59,211.461,218.915,212.762,194.636
191.064,227.46,251.986,248.354,267.455,312.027,265.272,264.168,267.008,292.443,266.031,268.99,257.282,206.279,210.037,217.638,210.239,194.863
194.301,227.692,250.816,249.646,259.746,306.393,264.781,263.358,263.294,283.036,265.472,266.936,260.981,205.315,210.733,220.391,215.155,199.954
194.173,228.632,251.935,248.21,263.888,311.626,266.016,257.516,263.016,284.525,270.161,270.309,258.682,201.945,208.893,219.237,214.317,197.931
192.918,228.105,256,249.269,266.131,307.834,263.531,261.443,264.883,287.761,267.49,271.502,259.152,201.205,212.536,221.142,214.147,195.714
191.418,229.5,250.66,247.808,261.946,304.712,261.724,262.766,260.633,290.04,265.667,271.949,258.949,203.629,212.592,221.791,214.738,195.114
191.842,229.512,254.913,251.39,268.232,315.08,268.616,263.316,268.476,296.515,270.516,272.768,256.432,203.46,213.217,219.399,218.976,205.586
194.489,226.064,255.997,250.877,262.766,313.268,266.193,261.81,260.306,298.856,270.346,270.947,254.814,204.487,214.764,218.324,218.853,210.69
192.676,229.822,250.333,249.527,267.73,305.706,269.764,254.43,265.625,293.831,267.374,274.226,254.551,198.718,213.216,224.547,216.52,207.694
192.167,231.504,257.816,250.712,269.874,313.959,273.028,261.911,272.04,300.242,266.801,268.342,256.747,204.881,215.301,222.496,217.168,206.372
192.808,227.341,253.343,253.315,266.844,312.487,273.697,254.88,268.806,296.178,273.437,270.718,257.159,201.457,220.467,220.754,213.988,203.572
194.514,229.584,255.71,250.886,269.547,316.44,273.577,262.297,258.758,297.956,271.508,269.146,258.838,204.358,216.067,222.632,215.459,200.826
195.824,230.884,257.058,250.789,268.205,314.517,271.579,255.592,265.746,297.691,263.004,270.481,261.081,201.562,215.305,223.681,214.18,205.194
194.871,232.623,258.136,251.055,268.824,312.748,271.041,255.896,266.181,300.172,268.624,271.506,257.97,204.134,216.752,226.46,221.389,210.117
195.698,232.097,259.551,251.36,266.038,319.796,270.167,254.209,263.73,294.898,270.762,267.393,261.461,204.11,216.986,220.947,216.868,205.753
193.607,228.77,258.345,254.029,265.133,318.268,273.837,259.718,262.657,295.428,264.86,270.208,257.471,202.132,215.051,222.406,218.039,201.502
192.723,230.752,256.768,253.619,269.896,312.487,275.839,260.111,261.375,296.451,271.978,264.562,252.84,207.092,216.784,221.145,215.714,199.352
194.076,230.742,253.923,252.818,266.525,321.569,279.671,266.481,261.823,296.248,270.61,270.185,260.716,202.96,212.213,221.415,219.354,196.49
193.673,228.121,252.634,251.284,266.059,317.405,276.545,260.911,274.585,300.854,271.167,266.807,260.497,204.76,215.647,221.904,217.971,197.033
193.665,231.992,255.101,252.75,270.797,318.591,278.36,265.82,264.089,300.197,264.831,267.728,259.532,206.915,215.084,223.588,218.313,196.935
193.441,231.141,257.38,257.572,269.829,315.387,282.333,266.576,266.641,297.917,270.618,268.224,261.711,209.764,217.718,223.856,217.928,199.399
194.548,233.033,247.339,252.094,264.757,319.207,283.116,260.579,266.665,295.472,265.15,268.261,259.65,206.674,215.432,222.879,223.116,196.896
193.423,230.955,254.062,253.919,264.261,314.487,281.226,266.437,265.117,299.133,273.758,265.101,259.052,205.663,220.075,224.38,218.666,203.537
193.216,231.18,256.66,252.562,269.525,320.44,278.026,261.193,268.069,299.803,273.537,266.916,258.198,205.972,216.67,221.415,218.528,210.311
194.575,230.692,259.796,252.737,270.358,314.198,280.033,266.804,271.855,299.678,270.768,272.644,257.465,204.565,218.084,224.996,217.857,210.606
196.392,226.687,256.014,256.804,270.333,314.493,282.557,264.025,264.641,296.542,270.006,268.87,258.166,206.134,217.01,224.731,220.591,210.172
193.511,232.004,259.702,255.776,271.216,315.618,280.051,266.943,268.504,303.182,268.484,268.926,258.029,207.125,216.602,225.194,220.518,206.832
195.175,228.146,252.378,255.262,265.95,320.339,280.268,260.756,262.669,293.964,269.323,270.936,261.057,208.685,214.707,226.443,220.925,200.986
194.066,230.592,259.667,252.104,266.914,322.98,280.465,262.038,259.806,300.006,264.474,271.377,261.622,206.504,211.706,225.424,223.721,202.525
195.095,233.371,256.302,251.107,270.227,320.096,277.217,261.07,266.948,293.839,263.921,267.191,265.983,208.331,211.846,223.279,218.272,201.235
191.908,234.651,254.252,253.305,270.5,319.141,278.925,262.193,260.379,299.561,264.421,269.854,261.495,209.93,212.395,226.957,217.149,200.851
189.592,231.853,257.525,254.754,271.621,316.072,280.161,259.117,265.79,294.773,268.467,268.928,261.034,210.001,209.252,230.282,219.586,196.895
194.546,230.831,258.391,251.794,266.144,313.759,273.035,264.196,266.81,295.078,269.929,268.765,262.083,209.479,209.83,225.293,221.538,198.49
194.459,226.427,257.907,250.22,272.189,320.368,276.315,259.63,268.25,300.176,267.762,274.119,265.451,210.415,207.639,226.012,219.116,196.859
194.22,232.235,259.896,252.939,266.773,322.775,275.429,255.025,261.589,303.415,268.043,268.29,268.054,211.16,209.644,224.415,218.262,199.506
191.512,229.185,258.485,251.678,264.358,320.123,275.821,259.377,265.016,300.28,263.236,273.068,267.037,215.076,204.891,222.396,221.009,197.074
195.477,233.618,258.55,252.184,264.507,313.039,269.823,257.373,269.274,294.648,267.388,272.998,267.051,210.942,205.001,223.952,220.903,200.635
192.74,232.605,259.376,249.328,271.439,316.861,271.132,257.81,272.714,296.148,270.224,272.333,265.986,212.51,203.563,221.919,214.457,195.58
192.118,229.279,258.06,249.473,269.005,318.683,271.537,263.946,266.431,304.4,271.449,275.34,267.188,211.62,206.611,218.94,215.916,198.027
194.48,229.12,256.225,252.565,267.219,314.669,266.293,260.975,267.754,296.532,269.463,271.697,265.11,212.076,206.86,217.666,216.758,196.112
195.252,230.425,258.193,250.328,269.04,311.74,267.327,258.807,262.597,296.854,271.646,272.681,265.047,213.617,207.337,221.621,215.971,201.61
191.122,228.946,257.889,252.225,269.275,318.374,269.049,263.797,259.181,301.642,271.167,270.895,266,210.184,207.607,220.617,219.467,198.469
193.234,229.073,261.592,253.723,270.248,315.301,273.709,259.209,267.5,298.536,270.423,278.782,264.814,211.389,206.946,219.702,217.738,197.738
194.181,230.719,259.278,251.816,267.73,313.55,264.742,269.051,278.04,308.138,269.278,274.191,268.387,213.389,206.843,220.685,217.229,198.47
190.623,229.627,255.436,254.449,265.122,316.55,269.104,260.016,264.968,300.436,269.494,269.364,269.486,211.439,207.341,221.02,215.441,200.296
192.925,231.155,258.436,251.248,269.045,319.665,266.669,267.079,267.012,299.667,267.876,275,268.024,211.276,204.286,220.412,219.358,199.675
195.14,229.958,256.956,255.201,271.02,316.294,266.896,266.864,269.012,296.191,272.506,272.132,272.419,208.064,206.787,219.18,221.114,196.832
194.133,231.587,257.775,251.893,268.221,314.104,265.384,265.835,268.097,305.383,268.207,278.307,277.454,214.19,206.569,215.507,220.962,199.454
191.518,231.919,260.004,251.674,264.892,307.049,271.463,265.604,269.081,301.701,265.102,276.455,278.948,216.881,209.402,215.16,220.118,198.077
193.139,234.27,257.015,246.757,270.009,303.405,268.795,269.481,273.802,302.862,270.094,279.578,280.841,212.298,208.976,211.358,215.216,199.721
194.9,228.905,257.854,251.603,270.719,305.791,273.108,266.506,267.871,297.807,270.502,278.047,280.622,215.779,212.301,212.9,217.479,195.367
193.67,229.139,259.02,249.804,262.917,308.783,275.207,261.32,263.206,302.472,268.256,268.298,277.157,212.144,210.811,213.298,220.826,196.891
195.925,233.156,255.779,248.402,262.286,300.421,282.293,261.642,263.629,300.356,268.85,278.815,278.897,214.423,211.78,213.352,217.799,197.606
192.853,229.551,255.318,251.723,263.045,302.812,270.049,271.294,267.915,301.53,272.091,276.109,275.111,216.835,211.908,214.594,217.359,197.706
195.33,233.87,257.75,252.019,268.818,304.773,279.159,264.785,268.992,304.413,267.289,277.197,279.498,216.901,216.547,211.945,215.386,197.586
192.146,231.217,254.74,252.421,266.818,301.971,276.043,269.845,265.016,301.792,274.197,274.249,273.966,212.439,213.841,215.574,219.513,197.746
195.194,229.691,253.155,249.253,269.644,301.736,274.99,264.766,269.044,307.307,270.252,274.735,274.796,213.288,211.284,212.388,214.709,198.685
197.604,230.93,258.309,253.681,268.522,298.143,276.811,266.104,274.681,309.669,268.75,273.401,269.686,210.927,212.628,218.548,220.442,202.777
195.808,233.256,259.394,248.321,270.246,305.996,281.722,267.899,269.016,303.271,276.64,278.006,276.723,211.982,211.984,217.815,215.187,206.843
203.574,233.364,261.207,246.82,266.914,305.035,277.152,270.301,268.633,306.244,277.675,275.872,271.9,212.849,212.601,216.368,215.27,222.241
216.011,239.189,259.03,252.035,268.245,300.217,281.756,269.87,267.403,304.608,272.376,276.899,274.574,213.233,209.302,214.056,222.355,249.354
243.563,232.621,258.955,252.277,265.351,308.622,283.193,268.478,272.468,308.267,271.963,272.879,274.209,214.488,214.139,216.33,226.038,282.879
227.928,229.532,254.011,250.293,268.525,305.652,278.488,274.003,266.202,316.339,273.526,274.71,277.674,211.016,214.261,214.896,222.686,263.675
214.236,237.088,257.994,250.645,266.333,305.227,278.291,272.791,276.504,329.771,277.222,275.84,272.291,213.306,209.902,220.081,224.699,256.957
204.951,233.263,257.269,246.497,262.426,305.366,282.242,277.934,290.661,350.142,280.203,275.551,274.068,213.467,213.303,217.836,230.809,261.92
203.467,234.95,259.096,249.756,266.241,301.646,272.711,280.82,308.351,373.913,286.291,277.251,268.845,212.642,215.817,223.955,231.053,248.451
199.604,235.918,255.677,257.499,262.523,309.838,286.03,281.975,330.202,414.46,290.569,275.449,272.061,216.174,213.671,221.259,223.938,228.248
198.469,234.73,262.582,252.423,271.029,307.399,286.354,284.035,356.383,447.294,298.992,276.998,267.745,210.375,214.28,218.658,224.283,214.578
196.717,231.643,257.297,250.723,270.662,318.46,283.551,290.035,383.621,482.43,299.069,271.276,269.77,211.74,215.053,222.375,219.214,209.791
194.617,229.569,260.384,252.688,269.39,307.738,283.28,290.791,420.173,501.689,300.86,280.366,265.667,212.059,214.733,224.402,222.845,205.97
198.373,232.735,259.44,255.787,270.908,312.528,277.565,295.506,445.012,538.415,310.189,276.451,260.976,213.12,214.09,227.229,221.787,204.595
193.47,231.908,259.082,255.887,271.428,314.675,281.098,307.759,452.133,567.909,325.504,273.543,266.052,211.338,213.054,221.733,217.586,205.075
197.024,232.591,259.861,258.071,272.07,310.738,284.502,313.12,485.012,592.203,337.528,279.698,267.142,208.217,213.485,224.016,224.129,202.738
195.083,233.76,259.639,254.619,271.2,312.11,288.573,312.089,506.085,604.367,338.291,274.426,264.52,209.316,213.171,229.217,221.008,203.575
194.289,231.234,266.383,251.423,270.973,307.611,292.673,334,522.012,647.248,353.303,277.428,264.926,206.257,214.279,236.463,218.874,201.805
194.002,230.95,271.401,256.884,270.374,314.646,296.122,346.358,542.016,668.564,369.537,275.944,265.086,210.309,215.671,238.374,222.139,200.285
193.911,229.703,275.072,258.13,266.808,314.072,296.984,353.706,546.028,661.646,366.057,279.204,263.681,210.243,215.885,246.457,225.158,200.914
199.529,233.368,280.328,259.484,270.426,315.675,295.594,334.038,522.94,626.013,369.211,282.673,263.015,212.424,215.483,244.362,222.995,202.157
198.342,238.459,280.567,260.22,268.272,314.147,288.587,323.345,491.577,579.623,359.01,281.023,263.265,212.875,214.708,247.989,224.722,201.716
203.177,241.808,282.35,259.896,270.624,310.333,282.803,314.095,445.754,529.879,338.837,280.663,267.998,208.849,213.775,242.113,225.497,200.568
201.307,237.16,283.104,259.461,264.486,316.618,285.565,305.373,411.887,498.231,330.661,277.848,261.671,206.353,213.041,239.106,221.13,202.285
201.52,239.769,285.629,262.312,270.363,318.798,282.073,305.361,387.722,463.489,323.719,274.313,263.208,212.028,214.24,236.735,223.308,203.916
212.496,244.574,279.871,258.811,268.559,317.333,292.4,307.161,380.423,453.358,328.222,272.759,262.701,207.672,217.247,243.876,223.982,205.114
240.29,258.237,283.049,256.414,263.955,317.346,291.183,310.665,375.907,439.544,326.591,274.195,263.378,207.58,213.69,235.104,227.855,206.378
292.02,283.106,321.594,258.998,273.25,320.409,288.057,306.351,371.399,425.07,326.35,270.496,263.639,207.307,214.708,245.747,228.049,219.109
305.708,296.142,338.987,265.411,262.853,320.744,280.311,303.861,357.96,421.356,317.148,273.928,260.681,207.009,214.547,241.791,232.136,220.333
321.311,308.238,347.931,277.404,271.585,320.969,285.821,299.826,334.294,389.479,306.453,279.15,264.713,211.763,215.946,245.886,232.33,222.078
333.404,318.923,362.785,281.671,269.099,318.992,283.24,307.231,323.242,368.25,311.429,273.183,261.892,210.178,215.631,243.359,229.905,220.417
313.148,305.093,345.719,274.421,269.951,317.937,284.911,310.022,320.496,362.623,323.016,270.233,259.478,208.061,213.093,237.983,228.649,213.119
280.277,282.124,314.736,265.416,272.457,320.656,298.234,323.405,319.855,360.682,339.526,275.126,263.456,209.531,210.753,233.359,222.755,210.744
249.91,270.162,296.093,259.794,272.09,319.247,297.187,324.503,316.214,355.867,346.85,275.778,265.48,207.914,215.921,231.122,223.204,208.064
238.031,267.575,291.505,259.295,271.031,323.556,306.656,341.253,316.552,351.593,357.496,280.79,264.978,208.602,218.793,231.835,224.214,208.756
241.041,267.596,290.001,259.038,269.978,321.654,310.535,334.18,307.778,340.117,360.372,281.862,266.463,206.205,213.506,234.957,222.868,205.66
260.831,277.606,295.468,257.584,277.856,319.798,322.87,339.085,294.024,330.494,360.593,287.311,263.579,208.402,216.466,234.09,226.899,209.322
284.792,293.881,312.361,266.927,270.631,321.869,339.774,359.506,290.129,327.244,364.915,294.59,263.262,211.886,216.543,238.588,224.609,213.685
309.075,309.848,322.882,266.759,272.984,327.532,341.713,347.434,282.173,320.93,361.547,286.947,263.12,207.561,218.183,238.559,226.437,216.472
327.186,329.194,346.38,271.534,271.971,327.36,337.486,356.854,281.351,309.581,353.52,298.142,264.586,208.605,215.248,242.136,230.193,219.542
339.418,331.925,348.138,273.317,277.754,333.597,376.626,352.247,281.931,307.703,349.073,298.214,267.828,206.309,217.24,245.922,230.68,216.949
328.673,327.082,334.809,271.872,274.689,336.182,437.38,361.066,276.641,315.424,353.815,311.434,265.106,207.705,218.913,237.618,228.12,217.042
297.624,304.6,317.353,261.251,275.856,351.493,497.823,359.551,277.597,320.112,357.567,318.73,266.938,205.079,215.946,236.378,227.233,212.517
268.233,279.685,301.983,261.14,280.959,382.376,556.528,341.636,273.177,310.915,351.431,328.768,269.84,206.528,219.152,231.566,221.872,206.775
256.452,286.606,300.363,264.012,282.421,413.36,579.047,325.38,275.081,316.691,348.303,332.905,278.541,204.918,212.814,232.46,225.433,205.97
251.489,285.113,298.404,267.735,296.324,439.832,593.514,315.041,283.161,319.46,333.173,350.92,286.591,209.561,216.852,232.544,224.295,204.864
244.846,278.004,288.294,262.066,300.099,476.297,608.593,308.921,272.726,317.57,319.028,373.646,305.057,211.013,218.061,233.786,223.353,201.267
233.294,269.349,291.198,269.054,316.558,553.104,582.634,299.326,285.149,318.216,318.134,372.823,326.223,210.202,213.679,235.152,227.107,202.844
222.019,258.05,279.999,266.085,344.153,655.008,547.482,297.051,271.786,315.689,312.898,376.477,356.642,215.849,220.128,232.505,221.462,200.341
219.104,253.078,282.096,270.047,367.085,772.902,491.673,290.661,271.101,322.049,314.327,353.527,387.174,215.809,215.729,232.86,223.051,202.644
211.353,260.678,288.03,280.175,384.73,844.614,446.364,285.206,271.835,317.6,319.555,331.136,394.365,220.191,220.156,236.689,225.08,201.185
207.23,268.664,293.917,287.012,394.466,843,388.722,289.835,265.782,320.792,318.476,314.473,391.28,225.074,217.218,244.476,222.703,199.514
208.354,281.527,315.814,307.939,437.342,845.419,366.799,287.161,271.343,316.659,321.431,304.73,397.162,233.91,222.121,247.531,224.705,200.231
