T2R,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
182.696,215.885,240.678,243.979,255.712,304.613,272.929,259.063,258.851,309.926,262.026,236.537,244.725,216.393,239.666,219.406,209.538,185.102
182.746,216.014,239.738,240.369,256.615,301.057,271.659,260.225,258.379,310.481,255.272,233.914,248.451,216.687,236.491,217.791,207.349,183.581
181.851,213.418,237.999,242.601,256.46,304.485,271.502,260.832,257.565,307.775,253.992,234.99,245.36,215.475,237.945,219.066,204.274,183.595
181.994,213.091,235.817,241.092,253.912,300.806,272.713,257.082,258.282,300.206,254.047,232.436,244.12,216.933,234.039,216.331,207.911,182.852
181.435,214.515,236.945,237.265,255.424,298.734,270.618,261.079,259.024,307.133,256.75,233.34,243.216,218.855,238.076,218.444,208.609,184.837
183.135,218.788,242.589,241.466,259.887,304.376,265.803,261.984,252.552,314.324,256.817,232.193,246.14,216.714,234.539,216.504,209.678,186.979
184.022,221.591,241.515,238.841,256.275,307.984,269.642,259.756,258.806,306.761,257.789,234.817,247.052,215.291,242.653,218.473,207.443,185.83
181.472,216.902,239.422,238.432,255.95,301.45,272.837,259.123,251.798,308.994,253.335,229.916,242.137,221.276,236.239,215.31,202.729,185.584
180.687,213.711,242.949,237.936,252.68,299.834,272.268,262.408,252.931,310.987,255.957,237.058,239.764,219.18,236.713,217.08,204.822,183.789
182.247,217.072,241.906,240.641,254.781,304.272,268.352,258.579,255.843,301.964,256.152,234.502,233.887,220.289,235.27,213.809,202.25,185.411
183.317,216.28,241.068,237.39,256.755,302.188,266.963,259.247,247.032,306.888,257.801,238.671,241.142,226.892,239.122,217.138,203.513,183.298
180.288,216.311,244.985,240.497,257.146,300.049,276.907,255.418,246.133,306.375,252.315,235.414,239.243,221.09,235.247,214.714,204.168,185.262
183.942,217.486,237.018,241.189,258.617,304.526,271.774,262.149,250.718,296.788,251.427,234.842,236.333,222.248,235.57,213.774,204.476,185.21
184.198,217.018,240.56,241.627,255.703,309.268,268.03,263.522,254.435,303.714,254.575,241.296,235.551,221.067,237.826,216.355,206.853,184.715
182.587,218.555,242.454,239.435,257.646,307.352,264.809,260.259,251.456,307.212,253.89,235.868,235.133,220.911,234.143,214.855,202.409,184.698
183.864,217.666,240.875,241.213,258.57,300.832,271.291,257.199,251.093,303.852,253.717,237.928,235.976,222.887,238.011,215.467,202.07,186.586
182.786,215.4,240.85,243.747,259.433,304.771,276.016,256.522,246.379,304.977,253.207,237.782,236.965,219.19,236.107,212.578,204.059,183.299
180.77,218.668,245.501,236.967,258.462,307.393,274.821,252.06,245.935,305.081,252.506,229.911,236.905,218.442,234.982,214.543,204.187,185.564
180.43,216.029,240.367,241.759,263.534,304.399,270.122,259.538,252.335,309.186,254.234,239.864,238.696,215.01,233.734,212.053,205.558,184.927
184.48,217.802,246.023,241.451,259.414,307.331,269.927,263.028,251.137,304.54,248.187,240.422,241.628,218.779,239.156,216.048,201.347,187.363
181.346,216.912,241.101,235.47,254.106,307.916,270.433,259.987,252.71,303.896,254.146,238.621,238.159,218.494,236.132,213.887,204.599,184.779
182.901,217.761,241.377,242.192,257.219,306.587,272.604,258.554,249.21,302.396,257.022,235.685,244.456,218.003,237.799,214.096,203.068,187.575
181.034,214.01,242.086,243.977,255.608,305.577,271.411,259.484,249.577,304.699,256.906,238.197,243.372,215.421,234.1,214.322,201.13,187.102
183.554,220.588,241.478,247.165,259.326,306.967,272.409,256.111,254.524,304.222,253.917,239.671,240.318,217.028,230.944,215.181,203.961,184.302
182.982,218.477,241.145,242.608,250.549,306.99,273.998,253.228,250.601,299.85,249.325,237.432,245.569,217.23,232.543,212.338,203.293,185.293
182.445,217.322,244.716,241.244,259.415,302.935,268.931,258.478,253.871,304.193,253.4,235.233,246.86,219.432,239.213,216.515,199.696,182.302
183.914,217.157,245.436,247.277,256.719,304.867,272.575,259.215,251.411,303.417,255.522,236.34,246.922,215.807,239.695,215.427,202.322,187.165
182.465,219.283,241.352,242.57,255.77,306.695,272.23,258.066,245.415,298.657,253.76,234.463,243.111,216.785,236.343,214.451,200.229,187.346
183.595,217.948,244.06,246.383,253.536,306.186,268.159,253.237,252.125,303.911,257.421,235.796,244.916,211.185,233.248,214.108,206.258,183.994
181.996,218.202,245.217,242.537,256.96,307.507,269.933,257.703,250.923,301.305,253.443,235.317,244.113,217.933,238.245,218.46,202.428,185.57
183.681,217.591,243.854,241.589,257.406,303.489,271.701,260.316,254.964,302.725,252.553,230.041,246.554,218.65,234.934,217.648,201.932,184.725
182.607,218.382,247.308,243.4,253.748,309.64,271.108,263.228,256.008,301.373,255.778,233.663,244.666,218.849,236.948,216.541,202.38,187.079
183.053,218.864,249.363,244.395,256.471,307.092,276.161,260.972,257.278,308.263,255.191,233.257,250.179,217.375,236.844,218.157,202.749,187.005
183.082,220.243,246.714,245.99,253.64,305.988,270.415,254.687,253.427,304.625,251.9,234.27,246.198,214.553,236.761,217.019,205.045,186.927
183.553,217.632,244.792,242.428,262.547,300.599,275.504,253.509,253.907,303.82,253.872,234.759,244.704,218.816,239.176,216.374,202.434,188.047
183.404,218.488,247.212,243.972,255.095,305.718,272.087,259.203,253.528,303.82,255.748,236.572,244.209,220.579,238.924,214.551,207.213,187.851
182.746,217.253,246.568,240.113,258.565,308.98,277.008,259.231,254.359,306.091,256.742,233.276,240.836,218.441,235.805,217.701,205.042,186.432
184.042,219.621,244.041,242.326,260.502,309.904,269.112,265.13,254.121,299.494,255.64,232.961,242.233,221.92,240.56,215.789,207.218,187.465
183.98,217.584,244.99,244.541,257.712,301.368,272.067,255.418,256.879,302.074,251.411,234.387,245.316,222.157,236.187,219.076,206.067,187.062
181.317,215.77,243.449,246.118,259.484,307.397,274.754,259.598,254.48,302.638,250.372,233.615,245.965,215.788,236.306,214.293,204.495,185.617
182.805,219.449,249.16,245.205,259.417,309.031,274.14,255.585,248.383,302.108,256.364,236.356,246.76,221.184,238.818,218.484,204.918,187.894
185.301,218.101,245.734,246.51,260.766,309.327,271.659,259.266,260.024,303.547,252.632,235.37,249.929,215.286,237.651,217.225,205.778,187.385
181.395,219.513,247.125,242.768,258.651,306.82,273.898,260.158,249.427,298.055,249.549,230.288,248.877,210.947,237.892,218.136,202.159,187.056
185.223,219.602,247.211,245.345,256.326,306.329,277.884,259.006,248.31,300.203,252.62,237.905,253.659,210.561,242.83,216.883,207.107,188.612
183.629,221.48,250.401,246.14,263.514,311.403,271.642,261.133,252.113,305.939,252.742,235.399,256.404,208.476,237.303,217.318,203.366,187.533
185.743,219.465,245.882,244.44,261.689,307.468,274.97,260.782,252.637,297.627,254.835,237.374,261.24,209.117,237.916,214.941,204.518,188.577
185.195,221.853,246.328,243.948,265.322,312.425,277.659,264.294,252.73,303.008,256.433,236.702,260.542,203.485,237.534,221.188,203.372,188.23
184.794,223.492,248.269,244.066,253.086,308.258,274.996,263.728,252.94,296.858,256.004,232.549,263.84,202.328,236.366,219.368,202.746,186.562
186.905,219.045,243.181,242.837,259.541,307.683,276.823,252.215,257.06,300.182,255.559,233.566,263.258,203.987,236.213,219.108,204.363,185.909
186.707,221.41,245.518,241.614,260.504,311.556,274.404,255.123,248.806,300.864,256.915,229.685,255.9,202.098,239.516,219.372,205.853,186.664
186.329,216.593,250.221,241.201,260.849,300.703,279.717,256.731,258.194,298.773,254.829,238.049,258.123,204.702,238.445,219.894,206.712,188.772
187.773,222.44,248.421,242.284,259.174,308.086,278.852,254.566,252.96,303.595,257.972,236.625,259.182,204.374,239.166,219.993,203.522,186.38
184.351,216.655,249.236,243.898,259.917,311.037,276.02,257.962,254.573,301.557,259.789,234.656,259.079,206.461,241.023,215.887,204.157,189.47
182.187,217.972,251.172,248.764,259.212,312.215,279.311,259.272,254.778,300.072,253.841,234.516,257.917,207.383,241.766,221.065,204.405,190.726
185.229,221.676,246.449,246.144,266.014,306.912,272.778,256.731,256.448,308.65,252.632,230.586,258.627,206.448,242.915,219.375,206.25,190.556
186.271,223.68,248.38,245.589,262.16,305.235,279.417,256.845,255.286,307.606,255.736,236.072,255.65,210.829,240.77,219.456,206.92,190.779
184.425,222.261,251.423,244.516,262.212,304.129,274.085,260.408,249.722,307.773,256.191,234.208,253.14,208.47,242.229,221.693,207.417,190.433
189.19,219.422,247.138,246.86,260.041,306.834,273.528,258.016,246.996,306.117,253.38,236.607,253.485,212.408,242.136,220.451,204.867,188.19
185.889,221.706,250.184,245.646,261.554,312.628,277.165,255.997,255.202,306.864,256.181,237.516,255.791,210.798,239.715,220.114,208.126,194.757
186.58,221.958,249.475,245.743,258.993,308.701,275.366,268.278,259.06,305.169,252.906,240.461,250.198,210.936,239.417,219.113,208.311,195.917
183.816,223.586,250.089,249.548,263.728,304.706,274.203,252.057,256.871,312.133,259.561,233.377,254.767,211.12,243.167,222.565,212.029,194.607
187.892,219.753,250.402,247.941,264.876,308.421,277.419,261.946,259.621,309.483,252.931,237.23,253.892,209.831,238.923,222.195,207.02,192.931
186.304,223.772,251.066,247.922,260.182,313.867,276.961,261.275,256.206,309.691,253.992,235.502,256.787,211.306,245.51,221.589,204.601,190.823
187.193,225.517,254.686,248.496,262.655,306.221,276.518,255.924,253.101,311.29,256.319,232.556,256.916,209.699,246.477,225.061,209.464,193.299
185.845,220.088,247.796,246.77,263.41,311.057,280.276,258.228,259.552,306.678,257.785,238.144,254.201,210.137,243.793,222.588,207.982,188.475
187.365,226.886,252.454,242.735,260.514,311.679,278.815,264.759,259.448,310.994,256.415,238.765,255.718,211.697,245.152,227.565,214.145,205.625
183.269,223.277,252.094,243.208,259.55,306.65,279.768,257.788,256.016,311.837,253.049,235.638,256.858,214,242.02,226.415,211.592,203.819
184.206,221.983,253.595,244.629,261.2,308.395,277.935,255.136,256.415,317.532,254.406,233.486,255.429,215.619,248.026,227.09,213.343,200.067
181.841,221.017,249.097,245.125,256.117,306.616,274.715,262.5,254.903,314.201,253.589,232.619,254.098,216.215,245.286,227.297,213.586,196.573
188.149,226.87,251.813,248.35,261.459,307.491,279.435,261.703,253.52,317.028,261.106,235.045,252.515,215.362,244.733,227.702,214.528,198.667
187.349,225.694,252.985,247.376,261.689,309.08,278.561,256.475,249.508,305.25,260.285,237.891,243.779,217.088,247.38,230.56,210.564,196.844
188.618,221.591,252.446,249.659,263.167,303.419,282.242,263.775,250.056,303.631,259.524,236.77,251.326,215.927,253.838,235.138,214.901,201.304
187.81,225.515,254.186,248.043,262.644,302.235,278.681,264.127,248.06,309.443,261.075,239.58,252.929,218.806,249.06,232.44,216.955,203.627
186.907,225.052,258.097,251.617,263.142,305.781,279.612,261.655,252.935,308.364,255.959,237.321,250.52,222.246,252.372,230.755,215.683,201.02
187.176,224.896,257.623,244.65,266.254,306.137,278.122,263.56,260.141,308.879,258.012,235.78,247.28,219.387,251.469,233.392,208.689,196.163
187.313,225.87,252.411,248.064,263.959,310.661,281.805,255.671,246.605,306.428,257.167,238.743,245.584,223.329,245.431,231.892,213.009,193.154
185.565,222.254,253.015,247.328,260.939,309.153,281.74,258.563,251.282,304.112,251.827,236.459,246.177,220.381,244.89,232.298,213.842,191.562
187.164,225.294,252.525,247.357,263.282,309.057,284.496,260.734,253.315,311.044,258.669,237.803,247.826,220.246,246.59,234.271,214.6,194.138
188.798,230.767,257.667,249.828,260.259,307.783,282.25,263.335,257.585,311.271,257.191,236.21,246.721,222.951,252.336,235.802,213.682,200.511
185.816,227.63,255.098,254.253,266.358,311.757,279.197,260.861,251.738,305.214,257.106,237.895,243.824,223.258,252.107,234.195,214.062,198.805
187.729,224.734,253.54,254.974,261.068,304.697,284.476,262.38,249.48,306.479,255.618,238.023,242.951,221.093,250.309,233.697,214.507,195.304
187.296,223.45,255.647,246.655,266.642,309.072,283.211,262.079,249.746,306.612,257.933,236.012,248.905,223.395,247.729,232.899,209.347,192.173
186.355,223.638,253.376,245.454,265.799,314.626,273.51,262.728,250.629,304.119,258.047,237.379,246.851,222.539,246.764,233.763,212.732,193.351
187.884,221.189,252.827,249.097,263.565,314.924,283.165,267.307,244.677,305.769,258.142,239.673,251.9,219.571,249.814,234.093,213.136,192.635
188.729,224.798,256.938,251.681,264.995,313.292,278.553,258.332,255.532,304.873,256.39,235.658,251.733,218.26,255.679,242.723,218.188,201.548
189.213,225.49,251.177,247.901,265.142,305.838,279.516,261.851,254.181,303.072,254.959,237.918,248.115,217.844,253.517,238.852,214.671,193.957
190.254,225.9,257.021,251.279,262.604,302.243,280.112,256.899,247,299.322,254.963,235.591,252.258,218.647,252.295,236.816,215.589,192.677
185.443,227.064,253.838,250.286,264.477,312.894,281.455,259.209,253.903,303.748,256.89,240.393,252.688,219.013,251.147,235.126,212.737,193.209
185.861,222.326,251.782,246.972,264.259,317.599,278.372,255.225,249.94,302.271,248.736,237.586,252.25,216.306,251.744,234.838,213.961,194.541
187.899,224.891,254.356,251.286,267.063,309.939,279.783,269.842,251.46,309.506,263.439,236.352,255.285,217.961,250.353,238.392,210.436,193.09
185.771,224.601,253.803,250.581,263.077,304.783,279.799,252.573,252.145,302.464,257.183,236.531,250.505,217.68,247.314,233.762,210.563,191.717
186.267,228.098,255.195,247.695,263.532,310.266,286.077,263.418,254.871,296.335,252.219,236.551,257.247,213.356,247.21,236.745,212.575,194.116
188.32,226.02,252.976,246.57,267.862,309.29,287.272,261.81,255.899,302.39,255.148,236.809,254.145,218.812,249.724,234.689,216.77,193.306
189.959,225,254.464,252.563,265.282,308.849,281.331,251.411,244.254,305.742,261.006,239.438,256.814,217.249,247.693,233.665,214.491,192.078
187.56,225.031,252.643,246.447,261.086,307.988,278.254,257.013,242.976,295.934,256.463,236.29,259.176,215.515,249.743,231.124,213.67,191.621
188.508,226.532,258.024,249.489,265.86,311.268,279.612,260.259,246.29,300.057,257.069,236.936,253.188,219.607,247.999,236.364,216.349,193.583
186.065,223.294,254.35,248.172,265.133,307.045,277.719,257.123,253.181,301.081,255.49,237.208,253.586,217.614,248.162,231.548,213.882,194.768
188.746,227.752,254.624,251.253,265.703,313.967,279.289,254.649,243.637,302.261,259.4,242.593,253.125,215.142,245.377,231.965,213.279,192.928
188.443,223.113,257.146,251.329,270.153,307.951,283.467,263.399,251.161,300.453,256.386,238.292,254.179,214.604,252.503,231.851,213.646,192.342
185.775,224.219,256.774,247.456,264.579,310.902,286.563,261.19,250.472,304.727,259.797,240.062,253.101,217.067,251.951,236.07,212.997,192.877
189.983,223.418,255.84,253.303,266.892,303.329,283.161,259,255.448,300.307,256.894,236.675,251.248,219.445,250.123,233.665,216.133,193.84
187.54,224.674,253.046,251.934,261.014,307.403,281.461,258.753,245.903,306.038,256.27,241.031,257.549,214.585,246.243,235.967,212.126,193.233
188.471,226.582,257.138,249.444,268.761,311.215,280.291,256.532,252.665,302.909,256.699,236.743,255.135,215.274,249.708,231.469,212.589,192.859
189.335,228.284,254.543,249.962,267.797,313.765,287.087,259.101,249.315,302.475,261.287,235.621,259.927,209.777,245.407,229.695,216.334,194.035
189.741,223.988,256.509,254.319,265.561,311.243,288.165,262.674,255.387,302.981,260.339,234.646,262.454,207.843,248.483,228.871,211.664,191.623
186.36,225.354,255.855,247.913,262.471,305.894,279.197,257.509,254.415,301.515,259.199,230.852,260.498,209.137,246.438,229.02,212.161,188
184.398,227.223,255.038,251.586,265.908,312.09,281.594,256.063,251.214,304.65,261.482,236.982,264.755,206.512,248.629,233.274,215.607,192.994
189.529,223.986,252.945,251.393,263.273,304.982,279.587,259.18,257.706,305.667,258.301,236.187,262.449,204.159,244.305,229.039,214.686,190.044
189.511,226.425,251.987,255.899,261.874,312.055,278.313,259.623,255.988,304.072,258.093,237.422,263.828,206.588,249.967,230.527,217.486,199.54
213.161,234.198,252.505,252.104,266.718,306.99,281.193,260.465,252.319,308.576,266.177,237.551,261.356,207.568,247.316,227.915,222.963,219.67
239.284,233.26,252.788,249.818,259.369,310.497,280.683,256.047,258.133,306.43,261.447,237.278,262.718,207.132,249.615,227.968,221.003,258.657
231.364,231.045,247.807,250.002,260.757,306.217,282.343,261.263,252.371,314.621,264.289,239.099,258.541,211.366,248.021,229.988,220.811,254.749
217.457,233.348,255.8,253.173,263.739,310.325,284.579,273.161,271.415,328.788,269.24,235.088,262.816,213.433,252.572,232.456,217.764,245.119
205.012,227.405,259.264,247.071,269.353,312.546,292.514,273.047,284.242,351.972,271.262,237.033,255.669,215.896,251.52,235.672,222.279,238.764
199.837,224.902,259.895,250.919,264.604,312.56,284.608,272.019,301.008,385.038,279.362,241.922,258.035,216.436,253.283,231.174,223.68,226.715
198.195,226.592,253.996,248.686,264.18,307.517,288.591,275.351,344.004,437.447,285.455,243.638,253.735,219.791,251.203,234.705,215.655,214.312
193.683,229.584,255.914,253.603,268.996,308.168,295.894,289.535,398.23,492.591,296.287,242.683,248.307,226.045,249.829,233.863,217.933,205.731
192.048,230.519,256.145,253.43,265.91,313.192,291.622,304.595,422.75,531.898,300.315,244.829,251.454,227.717,252.546,234.013,218.637,203.39
190.795,224.573,253.685,250.196,266.058,314.133,297.22,306.766,446.706,589.951,316.386,246.601,244.525,226.675,254.711,238.94,213.988,199.135
190.481,227.988,258.657,256.615,265.149,305.998,306.024,324.725,477.907,631.227,328.697,249.471,247.09,226.545,250.217,234.774,216.63,198.693
191.516,227.932,255.349,251.773,265.336,314.564,319.163,344.146,523.552,674.184,344.616,253.521,240.236,230.991,253.714,237.402,214.196,197.909
190.177,230.716,255.401,255.284,270.836,316.804,330.447,358.282,546.173,725.716,366.99,252.101,248.438,227.776,253.415,241.457,218.109,199.444
189.11,229.327,256.402,246.326,271.255,309.059,339.425,374.519,596.137,759.252,394.1,257.214,243.448,227.148,249.836,241.301,217.899,198.233
190.846,227.857,257.578,253.542,268.959,317.656,338.142,389.085,591.492,800.182,404.941,255.064,245.986,226.758,251.202,239.206,216.205,198.322
190.64,228.454,257.399,255.591,268.135,320.499,352.75,407.481,628.798,803.922,415.762,259.704,240.481,229.915,257.693,240.753,216.646,195.852
191.469,229.531,258.997,252.558,270.561,316.748,353.594,415.835,615.601,780.208,425.317,260.119,243.142,231.727,257.663,246.852,221.388,196.686
190.351,227.711,259.909,250.073,269.923,312.403,352.061,413.44,616.266,797.396,437.018,258.518,240.14,232.763,252.839,245.072,218.659,194.722
189.014,230.854,266.293,247.953,267.48,309.54,355.484,423.589,620.444,776.246,443.435,262.023,245.154,230.469,254.384,246.388,217.367,201.085
192.167,227.76,267.714,253.269,264.838,316.92,356.661,423.402,605.927,763.907,447.287,257.605,246.311,232.644,255.516,252.794,220.838,197.621
190.79,231.169,264.882,256.868,270.701,317.712,351.376,422.465,619.097,802.347,462.657,258.628,250.155,227.089,248.951,245.378,215.92,195.978
187.704,231.714,264.982,252.549,273.056,315.753,349.327,435.547,642.387,803.941,461.892,256.181,250.588,225.294,250.785,242.886,218.741,194.28
190.998,227.345,257.844,252.842,273.772,317.472,347.008,424,624.214,750.377,443.185,253.477,245.478,222.862,251.129,239.848,212.983,195.222
195.542,234.598,263,256.702,271.358,315.642,334.445,378.598,555.327,668.466,413.106,257.556,254.351,224.071,257.54,245.483,231.107,205.178
207.9,250.506,268.132,254.425,265.112,312.012,317.965,354.623,487.46,585.386,376.626,251.411,250.812,224.938,257.848,260.465,266.701,261.123
219.358,265.988,273.477,253.059,269.189,309.906,309.596,325.87,432.476,538.32,349.203,252.054,250.655,230.767,276.315,287.049,302.018,314.863
247.584,284.188,296.987,263.529,271.121,316.521,305.033,307,402.258,492.184,334.049,250.837,248.419,237.55,297.421,312.479,336.708,353.743
268.84,292.367,298.655,262.22,270.773,316.818,297.5,296.684,364.31,452.498,321.301,243.751,250.179,245.812,311.466,320.6,357.939,368.894
282.839,300.676,301.464,264.123,273.133,312.611,303.144,287.326,343.367,428.64,308.37,246.043,246.014,258.448,327.483,325.249,356.954,370.033
300.224,301.697,294.241,268.425,280.085,311.172,295.646,280.905,320.923,407.53,293.341,248.152,247.824,264.996,335.515,320.69,360.695,370.44
308.789,311.203,290.572,259.627,280.46,311.417,290.98,278.354,308.786,387.119,292.829,247.683,248.356,281.601,340.855,313.279,373.646,373.92
313.536,310.676,284.705,265.243,276.644,317.847,288.762,272.614,290.71,368.417,285.409,249.872,245.377,284.064,337.398,302.682,372.359,372.278
324.805,303.766,274.778,263.201,281.081,310.969,288.043,273.826,281.262,357.381,279.951,251.066,249.399,290.869,341.954,299.384,378.754,370.348
320.667,295.237,270.053,259.503,280.818,318.957,293.801,271.658,277.379,340.494,274.636,250.765,246.777,295.499,344.491,291.995,382.526,365.783
321.036,288.665,269.865,261.172,277.899,314.996,294.407,270.076,268.125,334.504,274.067,251.774,247.1,312.025,346.76,288.883,388.695,376.232
314.446,282.409,262.797,261.26,282.347,318.89,292.52,261.816,254.621,329.458,267.207,255.611,243.326,314.191,351.287,294.342,385.567,367.57
324.466,276.666,268.626,266.492,285.676,317.002,290.256,267.598,254.911,318.549,272.904,258.263,250.831,328.789,363.279,310.032,395.309,374.464
324.825,267.354,263.612,262.348,277.973,315.292,291.689,270.627,250.778,317.97,265.667,260.187,249.176,339.736,377.78,319.597,401.492,366.877
320.2,271.28,271.785,266.036,284.761,321.589,288.386,271.009,253.048,319.763,266.14,257.951,252.635,347.893,403.894,336.741,413.6,378.738
310.947,275.311,276.25,266.147,282.464,319.123,289.982,270.703,253.56,309.189,262.581,257.377,251.206,348.691,409.845,345.919,417.028,382.541
324.435,290.412,284.769,266.655,281.522,328.311,289.654,264.883,243.464,305.746,267.797,258.706,247.895,359.18,421.753,378.347,442.671,385.467
315.758,294.821,296.494,274.258,288.101,318.84,293.839,266.114,238.851,303.451,261.02,258.484,244.174,354.519,430.247,382.525,442.437,376.516
312.637,305.139,318.726,285.161,288.29,318.654,284.077,263.962,235.964,303.521,263.014,256.78,237.154,353.754,445.58,399.371,442.22,371.928
338.257,336.976,349.475,309.128,296.813,325.818,292.24,267.623,232,298.919,262.443,267.222,244.269,385.685,501.592,450.411,494.239,396.569
352.372,371.283,401.43,345.636,314.588,346.311,293.315,271.364,232.754,302.449,264.73,273.171,258.275,432.323,592.182,518.258,528.775,420.105
388.713,406.743,458.489,424.499,338.475,354.638,299.724,272.519,232.948,306.326,264.187,278.385,275.044,481.542,708.285,584.915,586.632,452.822
407.178,442.215,522.287,535.331,399.061,384.654,304.122,265.854,233.012,304.373,261.64,279.947,275.914,507.608,772.203,645.622,625.403,474.506
429.752,483.923,588.882,617.194,459.867,431.804,320.835,272.434,237.149,306.258,274.421,291.446,282.959,534.318,829.368,700.61,680.522,502.473
452.643,529.029,636.799,679.586,525.275,485.227,323.624,278.006,237.665,305.114,269.64,290.01,284.995,556.718,853.056,728.944,694.332,511.764
476.757,587.592,704.077,760.756,615.201,564.18,337.628,280.589,240.375,308.256,277.366,299.975,301.618,592.682,896.37,760.043,742.933,531.516
483.933,617.249,749.02,812.393,664.577,603.004,345.1,282.108,239.331,308.286,283.726,299.469,304.606,595.626,901.07,774.987,746.734,525.452
496.802,657.555,797.293,837.513,702.813,635.456,354.593,276.218,239.621,309.335,281.711,306.527,306.578,625.956,936.349,801.511,763.901,543.375
509.612,687.532,838.027,886.607,727.011,666.006,366.116,281.377,233.927,313.748,287.797,302.447,320.466,628.769,940.775,816.201,782.903,549.569
509.649,706.423,870.264,902.523,763.604,710.11,371.888,286.981,240.032,316.962,288.88,312.208,326.329,651.145,977.289,847.638,796.422,544.853
523.289,737.836,925.458,950.913,831.435,744.982,380.88,285.566,239.44,314.074,293.24,313.379,326.426,653.217,992.415,855.444,809.461,569.299
518.754,740.028,941.118,905.14,767.268,706.924,373.303,283.68,238.44,317.731,298.803,318.957,337.89,659.012,997.882,852.778,810.488,546.738
505.44,726.54,903.055,887.596,737.225,699.777,377.715,289.041,240.508,316.786,292.394,310.759,326.742,668.703,1010.557,859.644,824.075,567.032
464.78,668.816,830.924,815.558,652.867,643.693,358.423,278.984,234.036,322.413,289.28,298.984,317.13,631.826,955.764,839.781,804.236,575.454
411.428,577.208,703.394,645.73,510.613,538.722,335.094,274.782,242.492,315.305,288.169,294.018,309.321,602.217,909.121,815.981,763.316,556.057
359.046,511.551,608.27,543.14,444.529,482.131,327.396,277.294,238.653,314.964,287.297,292.982,302.993,582.807,869.982,781.152,740.916,546.433
329.548,469.35,536.127,458.04,400.833,448.176,310.593,270.601,233.032,314.335,285.996,288.321,300.307,563,833.422,749.727,711.979,543.222
328.478,465.738,512.212,419.636,369.254,402.309,305.951,269.342,239.222,309.392,281.537,281.628,283.863,520.898,780.656,706.315,704.555,511.63
350.177,518.503,537.544,431.482,345.617,393.855,303.744,268.687,235.093,299.144,272.293,277.134,276.127,488.89,723.478,694.246,674.058,494.138
358.945,554.59,564.347,440.132,335.095,377.548,299.069,269.693,235.544,303.909,273.669,267.576,260.782,455.269,689.159,676.585,669.068,481.454
357.283,598.258,617.421,481.53,339.248,374.472,296.545,265.13,234.645,298.581,272.36,263.685,258.517,425.838,662.366,664.761,650.604,446.957
378.007,645.145,717.888,591.645,411.86,395.583,299.37,268.703,239.839,298.678,275.837,273.85,275.674,457.47,742.7,705.793,688.197,447.109
420.739,697.39,797.276,697.231,503.433,448.771,312.909,270.848,235.677,304.972,284.016,297.584,302.694,504.377,818.383,753.253,697.442,453.246
447.182,728.114,847.717,775.362,597.921,509.822,324.014,280.396,239.927,306.021,293.888,307.601,326.48,554.356,908.745,788.694,741.308,481.332
478.611,741.436,860.574,791.967,608.912,542.771,331.882,272.313,237.621,312.617,297.38,316.837,341.172,575.405,930.847,808.576,756.291,498.752
486.588,737.059,856.923,790.002,612.126,559.509,330.014,283.965,233.637,310.941,305.215,326.891,358.586,601.841,957.543,829.549,784.4,518.621
491.44,736.568,862.647,808.071,623.104,575.568,333.39,285.554,238.298,315.354,307.116,338.473,369.01,617.386,960.563,845.044,791.004,540.257
478.825,740.655,872.323,803.296,626.854,574.622,343.35,281.051,240.065,314.788,311.622,344.506,379.878,635.412,995.477,860.771,809.974,561.965
464.007,705.009,824.288,737.492,559.331,547.106,332.868,281.744,240.863,312.725,308.697,343.625,370.593,617.037,972.84,859.92,814.73,578.072
433.136,680.082,787.858,707.205,545.586,521.679,326.441,281.481,237.065,309.127,303.087,334.335,359.576,608.714,948.482,841.257,805.942,584.426
390.665,609.334,706.076,625.967,489.629,489.2,316.99,278.408,247.5,304.606,298.081,340.154,366.436,601.297,905.344,811.565,791.499,579.928
374.825,554.706,607.335,530.026,429.255,441.771,312.654,274.896,237.536,306.225,296.124,328.461,355.36,595.944,862.452,792.048,775.784,566.341
364.99,527.702,553.654,459.7,389.871,412,306.242,279.19,241.149,299.182,286.894,314.216,327.409,543.553,807.667,739.504,732.054,530.963
337.549,520.524,567.82,472.317,361.853,389.828,300.581,268.741,237.258,298.43,282.823,297.864,308.943,494.239,763.98,711.859,692.705,469.636
303.387,506.029,592.671,515.357,374.466,383.096,302.388,273.601,236.702,303.867,283.722,294.516,295.684,450.951,711.677,681.896,619.271,403.358
277.633,494.753,622.594,560.248,409.694,403.926,307.474,283.566,243.508,314.75,297.537,295.872,288.63,417.875,643.456,632.118,560.414,346.925
259.599,478.85,617.148,565.534,407.987,403.808,324.829,290.636,250.363,326.585,314.183,292.541,275.383,397.389,631.347,621.168,518.517,317.994
247.525,454.373,592.82,549.073,397.39,409.881,335.301,305.278,260,335.824,324.711,299.732,276.579,381.507,609.439,602.746,496.068,292.357
239.614,436.423,586.81,552.943,384.608,395.519,334.388,316.94,260.387,340.398,328.303,290.101,262.164,367.924,613.49,595.512,495.975,276.368
236.666,442.196,582.89,570.73,379.903,382.638,330.22,308.405,259.702,339.733,321.675,295.315,255.476,365.475,637.238,604.008,507.049,271.114
237.629,434.074,575.677,592.199,411.824,376.211,317.778,299.554,253.548,335.773,319.738,289.027,252.377,372.88,634.305,581.719,490.388,265.69
